aluno_id,escola,serie,turno,idade,sexo,renda_familiar,escolaridade_pais,acesso_internet,frequencia_pct,nota_matematica,nota_portugues,nota_media_geral
ALU-03093,Escola Eta,2º Médio,Tarde,17,M,1-2 SM,Pós-graduação,1,80.6,78.4,68.7,73.5
ALU-03094,Escola Eta,2º Médio,Tarde,16,F,1-2 SM,Médio Completo,0,86.5,32.1,52.3,42.2
ALU-03095,Escola Eta,2º Médio,Tarde,16,F,1-2 SM,Fundamental Completo,0,84.4,43.6,60.5,52.0
ALU-03096,Escola Eta,2º Médio,Tarde,17,M,1-2 SM,Pós-graduação,1,73.6,36.3,56.3,46.3
ALU-03097,Escola Eta,2º Médio,Tarde,16,F,3-5 SM,Médio Completo,1,80.2,60.0,46.1,53.0
ALU-03098,Escola Eta,2º Médio,Tarde,17,M,Até 1 SM,Superior Completo,0,89.5,59.2,60.3,59.7
ALU-03099,Escola Eta,2º Médio,Tarde,16,F,3-5 SM,,0,75.8,81.5,71.6,76.6
ALU-03100,Escola Eta,2º Médio,Tarde,17,F,1-2 SM,,1,67.8,50.0,45.3,47.6
ALU-03101,Escola Eta,2º Médio,Tarde,17,F,Até 1 SM,Médio Completo,0,83.8,26.6,56.0,41.3
ALU-03102,Escola Eta,2º Médio,Tarde,17,M,3-5 SM,Médio Completo,1,89.9,70.3,65.1,67.7
ALU-03103,Escola Eta,2º Médio,Tarde,17,F,3-5 SM,Fundamental Incompleto,1,88.7,61.3,81.2,71.3
ALU-03104,Escola Eta,2º Médio,Tarde,17,F,1-2 SM,Pós-graduação,1,79.4,54.3,63.9,59.1
ALU-03105,Escola Eta,2º Médio,Tarde,16,F,2-3 SM,Fundamental Incompleto,1,81.5,62.6,56.5,59.6
ALU-03106,Escola Eta,2º Médio,Tarde,16,F,1-2 SM,Médio Completo,1,85.4,45.6,46.9,46.3
ALU-03107,Escola Eta,2º Médio,Tarde,16,M,1-2 SM,Médio Completo,1,83.2,60.0,74.2,67.1
ALU-03108,Escola Eta,2º Médio,Tarde,17,F,5+ SM,Fundamental Completo,0,95.2,43.3,67.5,55.4
ALU-03109,Escola Eta,2º Médio,Tarde,17,M,2-3 SM,,1,95.7,67.1,59.9,63.5
ALU-03110,Escola Eta,3º Médio,Manhã,17,F,3-5 SM,Médio Completo,0,71.1,55.2,44.9,50.0
ALU-03111,Escola Eta,3º Médio,Manhã,18,F,5+ SM,Fundamental Incompleto,1,90.2,51.8,63.8,57.8
ALU-03112,Escola Eta,3º Médio,Manhã,17,F,2-3 SM,Superior Completo,0,60.2,48.7,61.5,55.1
ALU-03113,Escola Eta,3º Médio,Manhã,18,F,2-3 SM,Superior Completo,0,100.0,57.6,70.6,64.1
ALU-03114,Escola Eta,3º Médio,Manhã,17,M,1-2 SM,Médio Completo,1,95.6,46.7,53.1,49.9
ALU-03115,Escola Eta,3º Médio,Manhã,17,M,1-2 SM,Pós-graduação,1,88.8,53.4,69.3,61.3
ALU-03116,Escola Eta,3º Médio,Manhã,17,F,1-2 SM,Médio Completo,1,89.4,61.4,65.6,63.5
ALU-03117,Escola Eta,3º Médio,Manhã,17,M,1-2 SM,Pós-graduação,1,84.0,88.1,74.9,81.5
ALU-03118,Escola Eta,3º Médio,Manhã,18,M,2-3 SM,Superior Completo,0,90.4,58.7,63.2,60.9
ALU-03119,Escola Eta,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,1,92.1,74.7,73.2,73.9
ALU-03120,Escola Eta,3º Médio,Manhã,17,M,Até 1 SM,Fundamental Completo,1,100.0,47.1,51.5,49.3
ALU-03121,Escola Eta,3º Médio,Manhã,17,M,2-3 SM,Médio Completo,1,71.2,46.7,55.7,51.2
ALU-03122,Escola Eta,3º Médio,Manhã,17,F,1-2 SM,Médio Completo,1,95.6,36.9,79.9,58.4
ALU-03123,Escola Eta,3º Médio,Manhã,18,M,2-3 SM,Fundamental Incompleto,1,70.1,41.3,36.6,38.9
ALU-03124,Escola Eta,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,1,78.3,41.5,56.0,48.8
ALU-03125,Escola Eta,3º Médio,Manhã,18,M,1-2 SM,Médio Completo,1,91.0,80.0,77.2,78.6
ALU-03126,Escola Eta,3º Médio,Manhã,17,F,2-3 SM,Pós-graduação,1,70.4,35.3,39.0,37.2
ALU-03127,Escola Eta,3º Médio,Manhã,17,F,5+ SM,Médio Completo,1,93.5,41.6,58.4,50.0
ALU-03128,Escola Eta,3º Médio,Manhã,17,M,2-3 SM,,1,69.0,51.6,65.4,58.5
ALU-03129,Escola Eta,3º Médio,Manhã,17,F,2-3 SM,Fundamental Incompleto,1,84.1,59.8,74.9,67.4
ALU-03130,Escola Eta,3º Médio,Manhã,18,F,1-2 SM,Fundamental Incompleto,1,82.1,48.6,40.5,44.6
ALU-03131,Escola Eta,3º Médio,Manhã,17,M,2-3 SM,Fundamental Completo,1,82.2,50.5,49.2,49.8
ALU-03132,Escola Eta,3º Médio,Manhã,18,M,5+ SM,Médio Completo,1,61.2,42.1,42.9,42.5
ALU-03133,Escola Eta,3º Médio,Manhã,17,M,3-5 SM,Médio Completo,1,84.6,71.9,63.5,67.7
ALU-03134,Escola Eta,3º Médio,Manhã,17,F,1-2 SM,Médio Completo,0,82.2,45.1,60.2,52.6
ALU-03135,Escola Eta,3º Médio,Manhã,18,M,2-3 SM,Médio Completo,1,95.9,64.3,61.5,62.9
ALU-03136,Escola Eta,3º Médio,Manhã,17,F,5+ SM,Fundamental Completo,1,89.8,51.6,66.3,59.0
ALU-03137,Escola Eta,3º Médio,Manhã,18,F,1-2 SM,Médio Completo,0,70.0,28.7,52.2,40.5
ALU-03138,Escola Eta,3º Médio,Manhã,17,M,1-2 SM,Médio Completo,1,93.6,56.0,72.9,64.5
ALU-03139,Escola Eta,3º Médio,Manhã,17,F,Até 1 SM,Médio Completo,1,83.6,70.4,44.5,57.4
ALU-03140,Escola Eta,3º Médio,Manhã,18,M,1-2 SM,Superior Completo,1,94.3,51.0,71.8,61.4
ALU-03141,Escola Eta,3º Médio,Manhã,17,M,Até 1 SM,Médio Completo,1,91.1,63.3,66.2,64.8
ALU-03142,Escola Eta,3º Médio,Manhã,17,M,5+ SM,Médio Completo,1,76.9,63.4,74.3,68.8
ALU-03143,Escola Eta,3º Médio,Manhã,17,M,1-2 SM,Médio Completo,0,62.5,42.3,41.1,41.7
ALU-03144,Escola Eta,3º Médio,Manhã,18,M,1-2 SM,Superior Completo,1,89.2,69.5,57.9,63.7
ALU-03145,Escola Eta,3º Médio,Tarde,18,F,3-5 SM,Médio Completo,0,83.9,82.6,76.0,79.3
ALU-03146,Escola Eta,3º Médio,Tarde,18,F,,Médio Completo,0,75.6,29.4,52.6,41.0
ALU-03147,Escola Eta,3º Médio,Tarde,18,F,1-2 SM,Médio Completo,1,72.8,54.6,69.6,62.1
ALU-03148,Escola Eta,3º Médio,Tarde,18,F,3-5 SM,Superior Completo,0,94.4,82.2,54.2,68.2
ALU-03149,Escola Eta,3º Médio,Tarde,17,M,1-2 SM,Pós-graduação,0,88.8,57.9,51.1,54.5
ALU-03150,Escola Eta,3º Médio,Tarde,18,F,2-3 SM,Pós-graduação,0,92.2,59.8,66.2,63.0
ALU-03151,Escola Eta,3º Médio,Tarde,18,M,Até 1 SM,Médio Completo,1,80.4,81.2,67.5,74.4
ALU-03152,Escola Eta,3º Médio,Tarde,18,M,1-2 SM,Superior Completo,1,100.0,69.0,74.2,71.6
ALU-03153,Escola Eta,3º Médio,Tarde,18,F,1-2 SM,Pós-graduação,1,65.8,62.2,55.8,59.0
ALU-03154,Escola Eta,3º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,96.0,65.4,45.1,55.3
ALU-03155,Escola Eta,3º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,76.7,46.4,46.8,46.6
ALU-03156,Escola Eta,3º Médio,Tarde,18,M,Até 1 SM,Médio Completo,1,84.6,52.7,66.9,59.8
ALU-03157,Escola Eta,3º Médio,Tarde,17,M,1-2 SM,Superior Completo,1,87.1,57.2,74.9,66.1
ALU-03158,Escola Eta,3º Médio,Tarde,18,M,1-2 SM,Fundamental Completo,1,83.3,62.1,67.0,64.6
ALU-03159,Escola Eta,3º Médio,Tarde,17,M,1-2 SM,Fundamental Incompleto,1,75.5,71.8,77.2,74.5
ALU-03160,Escola Eta,3º Médio,Tarde,18,M,3-5 SM,Fundamental Incompleto,0,90.7,63.3,60.1,61.7
ALU-03161,Escola Eta,3º Médio,Tarde,18,F,2-3 SM,Pós-graduação,0,85.1,76.7,76.0,76.4
ALU-03162,Escola Eta,3º Médio,Tarde,17,M,2-3 SM,Fundamental Completo,0,82.7,46.3,45.0,45.6
ALU-03163,Escola Eta,3º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,79.9,54.2,49.2,51.7
ALU-03164,Escola Eta,3º Médio,Tarde,17,M,1-2 SM,,1,81.3,77.1,47.4,62.3
ALU-03165,Escola Eta,3º Médio,Tarde,17,M,2-3 SM,Fundamental Completo,0,96.1,60.4,54.8,57.6
ALU-03166,Escola Eta,3º Médio,Tarde,18,M,3-5 SM,Médio Completo,0,88.9,69.9,53.3,61.6
ALU-03167,Escola Eta,3º Médio,Tarde,17,F,2-3 SM,Fundamental Incompleto,1,92.8,59.4,67.5,63.5
ALU-03168,Escola Eta,3º Médio,Tarde,18,F,Até 1 SM,Pós-graduação,1,94.5,75.2,49.0,62.1
ALU-03169,Escola Eta,3º Médio,Tarde,18,M,1-2 SM,Superior Completo,1,77.1,82.5,87.8,85.1
ALU-03170,Escola Eta,3º Médio,Tarde,18,F,2-3 SM,Superior Completo,1,83.9,60.3,67.8,64.0
ALU-03171,Escola Eta,3º Médio,Tarde,18,F,3-5 SM,Médio Completo,0,74.4,35.9,59.6,47.8
ALU-03172,Escola Eta,3º Médio,Tarde,17,F,1-2 SM,Médio Completo,0,79.7,83.8,63.8,73.8
ALU-03173,Escola Eta,3º Médio,Tarde,18,F,5+ SM,Fundamental Completo,0,88.4,47.6,65.6,56.6
ALU-03174,Escola Eta,3º Médio,Tarde,17,M,Até 1 SM,Superior Completo,0,71.3,47.2,48.6,47.9
ALU-03175,Escola Eta,3º Médio,Tarde,17,M,Até 1 SM,Fundamental Incompleto,0,75.0,60.9,50.1,55.5
ALU-03176,Escola Eta,3º Médio,Tarde,17,M,Até 1 SM,Médio Completo,1,90.0,68.7,61.3,65.0
ALU-03177,Escola Eta,3º Médio,Tarde,17,F,Até 1 SM,Médio Completo,1,100.0,58.3,67.2,62.8
ALU-03178,Escola Eta,3º Médio,Tarde,18,M,1-2 SM,Médio Completo,1,83.1,70.6,54.6,62.6
ALU-03179,Escola Eta,3º Médio,Tarde,17,F,1-2 SM,Fundamental Completo,1,87.2,58.0,58.6,58.3
ALU-03180,Escola Theta,6º Ano,Manhã,17,F,,Pós-graduação,0,75.4,66.6,62.7,64.7
ALU-03181,Escola Theta,6º Ano,Manhã,17,F,1-2 SM,Fundamental Completo,0,85.7,48.3,36.8,42.6
ALU-03182,Escola Theta,6º Ano,Manhã,17,F,1-2 SM,Médio Completo,1,91.1,72.4,67.6,70.0
ALU-03183,Escola Theta,6º Ano,Manhã,18,F,3-5 SM,Superior Completo,0,84.8,67.9,82.8,75.4
ALU-03184,Escola Theta,6º Ano,Manhã,17,F,1-2 SM,Pós-graduação,1,71.0,60.8,54.8,57.8
ALU-03185,Escola Theta,6º Ano,Manhã,17,F,2-3 SM,Superior Completo,1,92.3,47.5,69.9,58.7
ALU-03186,Escola Theta,6º Ano,Manhã,17,F,2-3 SM,Fundamental Incompleto,1,89.8,57.9,64.4,61.1
ALU-03187,Escola Theta,6º Ano,Manhã,16,F,Até 1 SM,Fundamental Incompleto,0,93.1,52.7,74.6,63.6
ALU-03188,Escola Theta,6º Ano,Manhã,18,M,1-2 SM,Pós-graduação,1,98.4,82.0,75.3,78.6
ALU-03189,Escola Theta,6º Ano,Manhã,16,M,1-2 SM,Superior Completo,1,63.6,60.2,33.7,46.9
ALU-03190,Escola Theta,6º Ano,Manhã,18,M,1-2 SM,Pós-graduação,0,80.4,91.3,71.4,81.3
ALU-03191,Escola Theta,6º Ano,Manhã,16,M,1-2 SM,Médio Completo,1,91.0,44.8,80.8,62.8
ALU-03192,Escola Theta,6º Ano,Manhã,16,M,1-2 SM,Superior Completo,1,85.8,57.1,83.7,70.4
ALU-03193,Escola Theta,6º Ano,Manhã,18,M,Até 1 SM,Médio Completo,0,89.8,46.4,69.3,57.9
ALU-03194,Escola Theta,6º Ano,Manhã,16,M,3-5 SM,Médio Completo,1,85.9,47.7,70.0,58.8
ALU-03195,Escola Theta,6º Ano,Manhã,16,F,3-5 SM,Fundamental Incompleto,1,95.7,46.3,77.4,61.9
ALU-03196,Escola Theta,6º Ano,Manhã,16,M,2-3 SM,Médio Completo,1,67.8,42.6,38.4,40.5
ALU-03197,Escola Theta,6º Ano,Manhã,17,F,1-2 SM,Médio Completo,0,100.0,59.0,80.2,69.6
ALU-03198,Escola Theta,6º Ano,Manhã,17,M,2-3 SM,Médio Completo,1,94.0,75.4,69.0,72.2
ALU-03199,Escola Theta,6º Ano,Manhã,17,F,3-5 SM,Médio Completo,1,100.0,53.0,53.2,53.1
ALU-03200,Escola Theta,6º Ano,Manhã,18,M,2-3 SM,Médio Completo,1,90.5,62.9,63.3,63.1
ALU-03201,Escola Theta,6º Ano,Manhã,16,M,2-3 SM,Superior Completo,1,68.3,60.6,46.6,53.6
ALU-03202,Escola Theta,6º Ano,Manhã,18,M,2-3 SM,Superior Completo,0,76.3,61.2,69.8,65.5
ALU-03203,Escola Theta,6º Ano,Manhã,16,M,3-5 SM,Fundamental Incompleto,0,89.2,57.7,53.9,55.8
ALU-03204,Escola Theta,6º Ano,Manhã,17,M,1-2 SM,Superior Completo,0,78.4,69.7,79.6,74.6
ALU-03205,Escola Theta,6º Ano,Manhã,18,F,2-3 SM,Médio Completo,1,88.2,46.0,54.6,50.3
ALU-03206,Escola Theta,6º Ano,Manhã,18,M,1-2 SM,Médio Completo,1,79.4,78.2,53.4,65.8
ALU-03207,Escola Theta,6º Ano,Manhã,18,M,5+ SM,Pós-graduação,1,100.0,85.1,84.2,84.6
ALU-03208,Escola Theta,6º Ano,Manhã,18,F,1-2 SM,Fundamental Completo,1,95.2,52.5,58.8,55.7
ALU-03209,Escola Theta,6º Ano,Manhã,18,M,3-5 SM,Médio Completo,1,93.9,64.4,63.1,63.8
ALU-03210,Escola Theta,6º Ano,Manhã,18,M,2-3 SM,Superior Completo,1,84.6,53.1,55.6,54.3
ALU-03211,Escola Theta,6º Ano,Manhã,17,M,5+ SM,Fundamental Completo,0,80.7,62.5,58.3,60.4
ALU-03212,Escola Theta,6º Ano,Manhã,18,M,Até 1 SM,Pós-graduação,1,65.6,68.5,46.3,57.4
ALU-03213,Escola Theta,6º Ano,Manhã,16,M,1-2 SM,Médio Completo,1,100.0,68.6,59.7,64.1
ALU-03214,Escola Theta,6º Ano,Manhã,18,F,2-3 SM,Médio Completo,0,81.3,42.7,35.3,39.0
ALU-03215,Escola Theta,6º Ano,Manhã,17,F,,Superior Completo,1,85.2,77.1,70.9,74.0
ALU-03216,Escola Theta,6º Ano,Manhã,18,M,2-3 SM,Fundamental Completo,1,82.2,43.8,61.0,52.4
ALU-03217,Escola Theta,6º Ano,Manhã,18,M,,Médio Completo,1,78.6,58.7,53.3,56.0
ALU-03218,Escola Theta,6º Ano,Manhã,17,F,3-5 SM,Fundamental Incompleto,0,84.4,78.3,58.5,68.4
ALU-03219,Escola Theta,6º Ano,Manhã,18,M,Até 1 SM,Médio Completo,1,73.3,65.3,43.5,54.4
ALU-03220,Escola Theta,6º Ano,Tarde,17,F,2-3 SM,Superior Completo,0,90.5,65.5,77.3,71.4
ALU-03221,Escola Theta,6º Ano,Tarde,16,F,,Fundamental Incompleto,1,85.2,74.8,64.7,69.8
ALU-03222,Escola Theta,6º Ano,Tarde,18,F,1-2 SM,Pós-graduação,0,85.7,77.1,65.4,71.3
ALU-03223,Escola Theta,6º Ano,Tarde,18,M,3-5 SM,Fundamental Completo,1,68.9,47.3,71.0,59.1
ALU-03224,Escola Theta,6º Ano,Tarde,17,M,5+ SM,Superior Completo,1,73.5,54.5,48.1,51.3
ALU-03225,Escola Theta,6º Ano,Tarde,18,F,2-3 SM,Médio Completo,1,98.2,72.8,56.1,64.5
ALU-03226,Escola Theta,6º Ano,Tarde,16,M,1-2 SM,Médio Completo,0,100.0,61.8,30.0,45.9
ALU-03227,Escola Theta,6º Ano,Tarde,17,M,2-3 SM,Fundamental Incompleto,1,81.1,50.3,41.0,45.6
ALU-03228,Escola Theta,6º Ano,Tarde,17,F,1-2 SM,Fundamental Completo,1,85.5,85.1,46.2,65.6
ALU-03229,Escola Theta,6º Ano,Tarde,18,F,5+ SM,Fundamental Incompleto,1,93.0,67.9,77.4,72.7
ALU-03230,Escola Theta,6º Ano,Tarde,16,M,Até 1 SM,Médio Completo,1,70.7,37.0,55.4,46.2
ALU-03231,Escola Theta,6º Ano,Tarde,17,F,Até 1 SM,Pós-graduação,1,91.5,70.7,70.7,70.7
ALU-03232,Escola Theta,6º Ano,Tarde,18,F,1-2 SM,Fundamental Completo,1,89.8,49.6,51.0,50.3
ALU-03233,Escola Theta,6º Ano,Tarde,18,F,1-2 SM,Pós-graduação,0,81.1,57.5,64.3,60.9
ALU-03234,Escola Theta,6º Ano,Tarde,16,M,2-3 SM,Superior Completo,1,91.9,72.3,73.9,73.1
ALU-03235,Escola Theta,6º Ano,Tarde,18,M,2-3 SM,Médio Completo,1,72.6,47.7,62.7,55.2
ALU-03236,Escola Theta,6º Ano,Tarde,17,F,1-2 SM,Superior Completo,1,80.8,56.5,67.6,62.1
ALU-03237,Escola Theta,6º Ano,Tarde,16,M,1-2 SM,Pós-graduação,1,83.5,70.8,54.8,62.8
ALU-03238,Escola Theta,6º Ano,Tarde,16,F,Até 1 SM,Fundamental Incompleto,1,85.2,67.6,86.4,77.0
ALU-03239,Escola Theta,6º Ano,Tarde,18,F,5+ SM,Médio Completo,1,78.7,75.1,57.7,66.4
ALU-03240,Escola Theta,6º Ano,Tarde,16,M,3-5 SM,Superior Completo,0,79.4,74.5,76.7,75.6
ALU-03241,Escola Theta,6º Ano,Tarde,17,F,3-5 SM,Médio Completo,1,90.6,76.1,73.7,74.9
ALU-03242,Escola Theta,6º Ano,Tarde,17,M,1-2 SM,Pós-graduação,1,81.8,67.4,67.2,67.3
ALU-03243,Escola Theta,6º Ano,Tarde,16,M,3-5 SM,Médio Completo,1,85.8,78.9,73.7,76.3
ALU-03244,Escola Theta,6º Ano,Tarde,18,F,5+ SM,Médio Completo,1,77.9,68.6,48.1,58.4
ALU-03245,Escola Theta,7º Ano,Manhã,18,M,1-2 SM,Superior Completo,1,82.4,49.9,62.0,55.9
ALU-03246,Escola Theta,7º Ano,Manhã,17,F,2-3 SM,Médio Completo,1,66.6,27.4,49.3,38.4
ALU-03247,Escola Theta,7º Ano,Manhã,17,M,,Médio Completo,1,73.4,34.7,54.4,44.5
ALU-03248,Escola Theta,7º Ano,Manhã,19,F,3-5 SM,Médio Completo,0,81.8,66.1,51.5,58.8
ALU-03249,Escola Theta,7º Ano,Manhã,18,F,3-5 SM,Pós-graduação,1,84.7,76.7,100.0,88.3
ALU-03250,Escola Theta,7º Ano,Manhã,19,F,3-5 SM,Fundamental Completo,1,99.6,57.0,76.6,66.8
ALU-03251,Escola Theta,7º Ano,Manhã,19,M,Até 1 SM,Médio Completo,1,87.0,44.1,44.9,44.5
ALU-03252,Escola Theta,7º Ano,Manhã,18,F,3-5 SM,Superior Completo,1,57.8,67.9,64.2,66.0
ALU-03253,Escola Theta,7º Ano,Manhã,17,F,5+ SM,Médio Completo,1,77.1,69.4,91.8,80.6
ALU-03254,Escola Theta,7º Ano,Manhã,17,F,Até 1 SM,,1,86.9,51.2,82.8,67.0
ALU-03255,Escola Theta,7º Ano,Manhã,19,F,1-2 SM,Fundamental Completo,1,80.5,83.2,76.5,79.9
ALU-03256,Escola Theta,7º Ano,Manhã,17,F,3-5 SM,Superior Completo,0,100.0,60.5,62.1,61.3
ALU-03257,Escola Theta,7º Ano,Manhã,18,M,1-2 SM,Fundamental Incompleto,1,85.2,55.2,51.5,53.4
ALU-03258,Escola Theta,7º Ano,Manhã,18,F,,Médio Completo,1,94.2,65.1,66.2,65.6
ALU-03259,Escola Theta,7º Ano,Manhã,19,F,5+ SM,Médio Completo,1,69.7,43.8,39.0,41.4
ALU-03260,Escola Theta,7º Ano,Manhã,19,F,1-2 SM,Pós-graduação,0,74.8,49.6,52.8,51.2
ALU-03261,Escola Theta,7º Ano,Manhã,19,M,1-2 SM,Superior Completo,1,89.9,78.6,74.8,76.7
ALU-03262,Escola Theta,7º Ano,Manhã,19,M,Até 1 SM,Fundamental Completo,1,86.4,63.0,65.3,64.1
ALU-03263,Escola Theta,7º Ano,Manhã,17,M,Até 1 SM,Médio Completo,1,96.7,82.8,64.7,73.7
ALU-03264,Escola Theta,7º Ano,Manhã,19,M,2-3 SM,Superior Completo,1,97.8,70.9,93.8,82.4
ALU-03265,Escola Theta,7º Ano,Manhã,18,M,1-2 SM,Superior Completo,1,96.1,38.8,85.7,62.3
ALU-03266,Escola Theta,7º Ano,Manhã,19,M,Até 1 SM,Fundamental Incompleto,0,97.9,54.8,84.2,69.5
ALU-03267,Escola Theta,7º Ano,Manhã,19,F,Até 1 SM,Fundamental Completo,1,76.6,32.5,59.6,46.0
ALU-03268,Escola Theta,7º Ano,Manhã,19,M,,Superior Completo,1,93.1,66.5,98.9,82.7
ALU-03269,Escola Theta,7º Ano,Manhã,19,F,Até 1 SM,Fundamental Incompleto,0,88.8,56.2,50.3,53.3
ALU-03270,Escola Theta,7º Ano,Manhã,19,M,3-5 SM,Fundamental Incompleto,0,83.9,52.1,62.8,57.5
ALU-03271,Escola Theta,7º Ano,Manhã,17,M,Até 1 SM,Médio Completo,1,86.1,60.9,63.5,62.2
ALU-03272,Escola Theta,7º Ano,Manhã,17,M,Até 1 SM,Pós-graduação,1,90.0,49.1,65.0,57.0
ALU-03273,Escola Theta,7º Ano,Manhã,18,M,5+ SM,Pós-graduação,1,63.3,52.2,67.2,59.7
ALU-03274,Escola Theta,7º Ano,Manhã,18,M,3-5 SM,Superior Completo,0,82.6,82.4,66.9,74.7
ALU-03275,Escola Theta,7º Ano,Manhã,19,F,Até 1 SM,Fundamental Completo,1,88.9,61.0,55.4,58.2
ALU-03276,Escola Theta,7º Ano,Manhã,18,F,5+ SM,Pós-graduação,1,92.7,87.3,67.4,77.4
ALU-03277,Escola Theta,7º Ano,Manhã,18,F,2-3 SM,Médio Completo,0,82.4,67.4,49.0,58.2
ALU-03278,Escola Theta,7º Ano,Manhã,18,F,Até 1 SM,Fundamental Incompleto,0,92.0,74.8,60.6,67.7
ALU-03279,Escola Theta,7º Ano,Manhã,17,M,5+ SM,Médio Completo,1,67.7,58.6,59.1,58.9
ALU-03280,Escola Theta,7º Ano,Manhã,17,F,1-2 SM,Médio Completo,0,84.9,79.5,70.2,74.9
ALU-03281,Escola Theta,7º Ano,Tarde,18,M,Até 1 SM,Médio Completo,0,85.5,68.5,61.4,65.0
ALU-03282,Escola Theta,7º Ano,Tarde,17,M,3-5 SM,Fundamental Incompleto,0,81.0,80.6,81.3,80.9
ALU-03283,Escola Theta,7º Ano,Tarde,18,M,Até 1 SM,Superior Completo,1,71.1,50.7,62.1,56.4
ALU-03284,Escola Theta,7º Ano,Tarde,19,M,Até 1 SM,Fundamental Incompleto,0,99.6,57.5,63.9,60.7
ALU-03285,Escola Theta,7º Ano,Tarde,17,M,1-2 SM,Superior Completo,0,83.0,60.2,73.1,66.6
ALU-03286,Escola Theta,7º Ano,Tarde,17,F,3-5 SM,Pós-graduação,0,89.1,74.3,74.3,74.3
ALU-03287,Escola Theta,7º Ano,Tarde,19,F,1-2 SM,Superior Completo,1,78.5,51.8,65.6,58.7
ALU-03288,Escola Theta,7º Ano,Tarde,17,F,Até 1 SM,Médio Completo,1,85.5,75.5,57.3,66.4
ALU-03289,Escola Theta,7º Ano,Tarde,18,F,2-3 SM,Pós-graduação,1,100.0,55.9,75.2,65.5
ALU-03290,Escola Theta,7º Ano,Tarde,19,M,5+ SM,Fundamental Completo,1,91.1,60.4,62.1,61.2
ALU-03291,Escola Theta,7º Ano,Tarde,17,F,,Fundamental Incompleto,0,76.9,74.5,56.0,65.2
ALU-03292,Escola Theta,7º Ano,Tarde,19,F,Até 1 SM,Médio Completo,0,87.1,51.2,74.6,62.9
ALU-03293,Escola Theta,7º Ano,Tarde,17,M,1-2 SM,Fundamental Completo,1,65.2,38.0,31.4,34.7
ALU-03294,Escola Theta,7º Ano,Tarde,18,M,3-5 SM,Fundamental Completo,1,79.9,69.2,84.3,76.8
ALU-03295,Escola Theta,7º Ano,Tarde,18,F,5+ SM,Médio Completo,0,82.6,66.8,80.9,73.9
ALU-03296,Escola Theta,7º Ano,Tarde,19,M,1-2 SM,Pós-graduação,1,84.5,73.0,82.1,77.6
ALU-03297,Escola Theta,7º Ano,Tarde,18,F,2-3 SM,Fundamental Completo,1,88.7,51.8,76.9,64.4
ALU-03298,Escola Theta,7º Ano,Tarde,18,F,2-3 SM,Superior Completo,1,96.3,65.8,75.7,70.8
ALU-03299,Escola Theta,7º Ano,Tarde,19,M,3-5 SM,Fundamental Completo,1,74.1,8.3,54.9,31.6
ALU-03300,Escola Theta,7º Ano,Tarde,17,F,2-3 SM,Fundamental Incompleto,1,73.6,52.8,38.0,45.4
ALU-03301,Escola Theta,7º Ano,Tarde,18,M,1-2 SM,Fundamental Completo,0,98.9,41.9,67.7,54.8
ALU-03302,Escola Theta,7º Ano,Tarde,17,F,1-2 SM,Médio Completo,1,100.0,46.0,49.8,47.9
ALU-03303,Escola Theta,7º Ano,Tarde,19,F,2-3 SM,Fundamental Incompleto,1,61.6,54.0,61.4,57.7
ALU-03304,Escola Theta,7º Ano,Tarde,19,M,1-2 SM,Fundamental Incompleto,1,86.7,53.0,52.2,52.6
ALU-03305,Escola Theta,7º Ano,Tarde,19,M,Até 1 SM,Fundamental Completo,1,98.8,60.8,62.9,61.9
ALU-03306,Escola Theta,7º Ano,Tarde,17,F,1-2 SM,Fundamental Incompleto,1,88.6,51.1,73.6,62.3
ALU-03307,Escola Theta,7º Ano,Tarde,19,F,Até 1 SM,Médio Completo,1,100.0,75.7,73.6,74.6
ALU-03308,Escola Theta,7º Ano,Tarde,18,M,3-5 SM,Médio Completo,1,98.9,47.5,73.9,60.7
ALU-03309,Escola Theta,7º Ano,Tarde,19,M,Até 1 SM,Pós-graduação,0,89.1,59.6,58.6,59.1
ALU-03310,Escola Theta,7º Ano,Tarde,17,M,3-5 SM,Médio Completo,1,87.3,60.1,61.9,61.0
ALU-03311,Escola Theta,7º Ano,Tarde,19,M,1-2 SM,Superior Completo,1,86.5,67.0,64.3,65.7
ALU-03312,Escola Theta,8º Ano,Manhã,19,F,1-2 SM,Fundamental Incompleto,0,82.8,59.1,43.0,51.1
ALU-03313,Escola Theta,8º Ano,Manhã,19,M,2-3 SM,Fundamental Completo,0,81.1,50.8,64.7,57.7
ALU-03314,Escola Theta,8º Ano,Manhã,20,F,1-2 SM,Médio Completo,0,86.8,49.9,65.0,57.5
ALU-03315,Escola Theta,8º Ano,Manhã,20,M,2-3 SM,Superior Completo,0,91.5,81.4,60.3,70.9
ALU-03316,Escola Theta,8º Ano,Manhã,20,M,5+ SM,Superior Completo,1,94.0,88.2,84.5,86.4
ALU-03317,Escola Theta,8º Ano,Manhã,20,F,Até 1 SM,Superior Completo,1,93.3,58.8,89.1,74.0
