manutencao_id,veiculo_id,tipo_veiculo,ano_fabricacao,data_manutencao,oficina,tipo_manutencao,componente,custo_reais,tempo_parado_horas,km_odometro,cidade_servico
MAN-02473,VEI-0109,Utilitário,2016,2024-01-03,ServiCar Express,Corretiva,Pneus,1031.6,27.0,170777,Recife
MAN-02474,VEI-0013,Van,2019,2023-09-28,AutoCenter VIP,Corretiva,Transmissão,5477.26,10.0,273923,Recife
MAN-02475,VEI-0134,Utilitário,2023,2023-08-15,AutoCenter VIP,Corretiva,Direção,1620.79,22.4,111893,Fortaleza
MAN-02476,VEI-0104,Caminhão,2019,2024-09-24,Oficina Popular,Corretiva,Arrefecimento,779.34,27.0,103836,Juazeiro do Norte
MAN-02477,VEI-0100,Van,2020,2023-09-25,AutoCenter VIP,Preventiva,Elétrica,559.75,20.9,138221,Maracanaú
MAN-02478,VEI-0159,Utilitário,2019,2024-08-13,Pneus & Cia,Corretiva,Direção,1066.09,23.5,122083,Juazeiro do Norte
MAN-02479,VEI-0097,Caminhão,2016,2023-08-25,ServiCar Express,Preventiva,Direção,1330.52,,200909,Salvador
MAN-02480,VEI-0031,Caminhão,2022,2023-11-05,Freios Total,Corretiva,Motor,838.46,29.1,329829,Sobral
MAN-02481,VEI-0049,Caminhão,2015,2024-09-25,ServiCar Express,Corretiva,Suspensão,3105.4,41.4,236299,Fortaleza
MAN-02482,VEI-0138,Utilitário,2016,2023-09-08,Freios Total,Corretiva,Elétrica,373.52,29.5,207268,Sobral
MAN-02483,VEI-0113,Caminhão,2018,2023-08-15,Retífica Ceará,Corretiva,Pneus,1285.25,,373644,Maracanaú
MAN-02484,VEI-0007,Caminhão,2019,2024-12-27,MecaPremium,Preventiva,Freios,860.52,15.0,335517,Sobral
MAN-02485,VEI-0071,Van,2021,2024-03-27,Pneus & Cia,Corretiva,Elétrica,434.63,22.2,237353,Fortaleza
MAN-02486,VEI-0081,Caminhão,2021,2024-01-05,Moto Peças,Preventiva,Transmissão,2643.4,1.0,144610,Juazeiro do Norte
MAN-02487,VEI-0095,Caminhão,2022,2024-07-25,MecaPremium,Preventiva,Freios,852.34,10.0,290050,Caucaia
MAN-02488,VEI-0105,Van,2021,2024-04-12,Freios Total,Corretiva,Freios,875.57,26.7,189827,Caucaia
MAN-02489,VEI-0104,Caminhão,2019,2023-12-23,Retífica Ceará,Corretiva,Elétrica,656.35,24.4,60234,Juazeiro do Norte
MAN-02490,VEI-0066,Utilitário,2018,2023-10-03,Freios Total,Corretiva,Direção,886.26,17.3,55071,Sobral
MAN-02491,VEI-0134,Utilitário,2023,2024-02-08,ServiCar Express,Corretiva,Suspensão,1893.87,16.3,90362,Recife
MAN-02492,VEI-0162,Utilitário,2020,2023-09-24,Retífica Ceará,Corretiva,Direção,747.49,,132360,Juazeiro do Norte
MAN-02493,VEI-0174,Van,2016,2024-11-10,MecaPremium,Preventiva,Direção,2015.85,7.3,389750,Sobral
MAN-02494,VEI-0170,Caminhão,2021,2023-12-29,Freios Total,Corretiva,Suspensão,996.22,22.7,237622,Juazeiro do Norte
MAN-02495,VEI-0031,Caminhão,2022,2023-08-17,Freios Total,Corretiva,Suspensão,1446.71,22.7,320785,Sobral
MAN-02496,VEI-0095,Caminhão,2022,2024-09-19,Freios Total,Corretiva,Freios,624.82,26.3,283400,Caucaia
MAN-02497,VEI-0090,Caminhão,2020,2023-11-21,AutoCenter VIP,Preventiva,Elétrica,1118.5,9.8,27864,Caucaia
MAN-02498,VEI-0008,Van,2019,2024-07-29,Oficina Popular,Preventiva,Arrefecimento,439.49,13.4,145333,Maracanaú
MAN-02499,VEI-0192,Caminhão,2019,2024-05-09,Moto Peças,Corretiva,Direção,570.46,21.5,211027,Juazeiro do Norte
MAN-02500,VEI-0140,Caminhão,2022,2023-12-08,Auto Elétrica Norte,Preventiva,Pneus,1146.45,10.1,263407,Juazeiro do Norte
MAN-02501,VEI-0107,Van,2022,2024-06-20,Mecânica Central,Corretiva,Direção,1453.34,24.5,175475,Sobral
MAN-02502,VEI-0014,Utilitário,2017,2024-10-03,Pneus & Cia,Preventiva,Pneus,920.42,1.0,196751,Caucaia
MAN-02503,VEI-0146,Utilitário,2017,2023-08-30,ServiCar Express,Preventiva,Elétrica,551.86,15.1,338436,Teresina
MAN-02504,VEI-0058,Van,2020,2023-11-12,Retífica Ceará,Corretiva,Suspensão,947.44,23.6,321970,Maracanaú
MAN-02505,VEI-0063,Caminhão,2016,2024-07-19,Moto Peças,Corretiva,Direção,972.47,28.4,247855,Fortaleza
MAN-02506,VEI-0102,Caminhão,2023,2023-07-20,Moto Peças,Corretiva,Pneus,2210.44,18.3,217279,Caucaia
MAN-02507,VEI-0079,Caminhão,2022,2023-07-15,AutoCenter VIP,Corretiva,Transmissão,4025.33,31.8,134487,Sobral
MAN-02508,VEI-0043,Utilitário,2017,2024-05-30,MecaPremium,Corretiva,Direção,1459.56,22.2,226023,Teresina
MAN-02509,VEI-0171,Utilitário,2018,2024-11-15,ServiCar Express,Corretiva,Elétrica,744.12,30.5,181462,Sobral
MAN-02510,VEI-0096,Van,2016,2023-10-23,ServiCar Express,Preventiva,Transmissão,2952.82,12.7,292962,Salvador
MAN-02511,VEI-0062,Caminhão,2022,2024-04-05,Retífica Ceará,Corretiva,Suspensão,1512.16,23.1,184842,Caucaia
MAN-02512,VEI-0002,Caminhão,2019,2024-05-13,Auto Elétrica Norte,Corretiva,Motor,2134.17,23.3,161990,Fortaleza
MAN-02513,VEI-0073,Caminhão,2016,2023-08-31,Pneus & Cia,Preventiva,Direção,194.08,9.6,136896,Fortaleza
MAN-02514,VEI-0197,Van,2023,2024-04-15,MecaPremium,Preventiva,Motor,3789.67,18.6,275008,Caucaia
MAN-02515,VEI-0098,Utilitário,2019,2024-01-22,Moto Peças,Corretiva,Pneus,1119.27,23.2,187701,Juazeiro do Norte
MAN-02516,VEI-0106,Caminhão,2017,2024-09-27,Auto Elétrica Norte,Corretiva,Arrefecimento,614.07,21.2,202525,Fortaleza
MAN-02517,VEI-0148,Utilitário,2016,2024-10-18,AutoCenter VIP,Corretiva,Elétrica,1159.41,32.7,191725,Recife
MAN-02518,VEI-0174,Van,2016,2024-05-08,Moto Peças,Corretiva,Freios,561.86,23.7,363765,Sobral
MAN-02519,VEI-0159,Utilitário,2019,2024-08-26,ServiCar Express,Corretiva,Pneus,2210.42,31.2,127090,Juazeiro do Norte
MAN-02520,VEI-0069,Caminhão,2017,2024-07-23,Auto Elétrica Norte,Preventiva,Pneus,914.37,1.0,100871,Caucaia
MAN-02521,VEI-0103,Van,2015,2024-12-27,Mecânica Central,Corretiva,Pneus,1483.84,20.0,231132,Juazeiro do Norte
MAN-02522,VEI-0184,Caminhão,2017,2023-10-28,ServiCar Express,Corretiva,Suspensão,2840.17,21.1,339162,Caucaia
MAN-02523,VEI-0169,Utilitário,2018,2024-01-15,AutoCenter VIP,Corretiva,Freios,1618.87,26.2,184823,Juazeiro do Norte
MAN-02524,VEI-0170,Caminhão,2021,2024-06-12,AutoCenter VIP,Corretiva,Transmissão,4693.54,22.4,202006,Recife
MAN-02525,VEI-0176,Utilitário,2022,2024-12-13,Moto Peças,Corretiva,Pneus,1217.58,30.7,13936,Fortaleza
MAN-02526,VEI-0086,Van,2018,2023-12-10,AutoCenter VIP,Corretiva,Freios,811.13,17.8,188185,Recife
MAN-02527,VEI-0135,Van,2018,2023-09-16,MecaPremium,Corretiva,Direção,1798.89,22.6,203751,Fortaleza
MAN-02528,VEI-0123,Caminhão,2020,2024-08-30,MecaPremium,Preventiva,Arrefecimento,91.7,13.1,303500,Salvador
MAN-02529,VEI-0177,Van,2023,2024-03-25,Auto Elétrica Norte,Preventiva,Freios,379.55,7.7,305136,Maracanaú
MAN-02530,VEI-0183,Van,2020,2023-08-04,Auto Elétrica Norte,Corretiva,Elétrica,453.39,19.1,363031,Juazeiro do Norte
MAN-02531,VEI-0068,Van,2019,2024-05-11,Freios Total,Preventiva,Freios,318.42,20.5,187888,Juazeiro do Norte
MAN-02532,VEI-0063,Caminhão,2016,2024-04-27,Mecânica Central,Corretiva,Motor,1786.91,17.8,270689,Fortaleza
MAN-02533,VEI-0105,Van,2021,2023-11-14,Oficina Popular,Corretiva,Transmissão,2228.77,25.1,200783,Caucaia
MAN-02534,VEI-0110,Utilitário,2018,2023-07-23,MecaPremium,Preventiva,Elétrica,81.09,15.3,211448,Caucaia
MAN-02535,VEI-0156,Caminhão,2020,2023-08-31,AutoCenter VIP,Preventiva,Pneus,1963.29,10.7,46410,Juazeiro do Norte
MAN-02536,VEI-0076,Utilitário,2016,2023-09-12,ServiCar Express,Corretiva,Arrefecimento,1296.72,13.2,197903,Recife
MAN-02537,VEI-0144,Caminhão,2020,2024-07-22,Retífica Ceará,Corretiva,Arrefecimento,783.61,26.8,145901,Sobral
MAN-02538,VEI-0177,Van,2023,2023-12-01,Pneus & Cia,Preventiva,Direção,529.42,17.1,271367,Maracanaú
MAN-02539,VEI-0035,Van,2017,2024-03-31,Retífica Ceará,Corretiva,Direção,805.55,25.5,162008,Caucaia
MAN-02540,VEI-0182,Van,2022,2024-03-30,Pneus & Cia,Preventiva,Suspensão,927.27,4.1,130787,Fortaleza
MAN-02541,VEI-0026,Van,2020,2024-10-05,Oficina Popular,Preventiva,Arrefecimento,50.0,11.7,156866,Juazeiro do Norte
MAN-02542,VEI-0161,Utilitário,2021,2023-09-17,Oficina Popular,Preventiva,Direção,562.76,8.6,131748,Caucaia
MAN-02543,VEI-0130,Van,2019,2024-12-27,AutoCenter VIP,Corretiva,Pneus,1574.38,12.3,118962,Sobral
MAN-02544,VEI-0088,Utilitário,2021,2024-06-06,Pneus & Cia,Corretiva,Elétrica,652.48,31.9,257223,Sobral
MAN-02545,VEI-0160,Caminhão,2017,2024-06-11,ServiCar Express,Preventiva,Transmissão,1795.74,6.8,228742,Recife
MAN-02546,VEI-0142,Caminhão,2016,2023-08-22,ServiCar Express,Corretiva,Freios,1471.29,16.0,133705,Teresina
MAN-02547,VEI-0148,Utilitário,2016,2023-09-21,Moto Peças,Preventiva,Pneus,589.15,8.9,230655,Fortaleza
MAN-02548,VEI-0006,Caminhão,2016,2023-07-09,Oficina Popular,Preventiva,Direção,856.35,8.8,255397,Sobral
MAN-02549,VEI-0058,Van,2020,2024-06-28,Auto Elétrica Norte,Corretiva,Arrefecimento,901.04,22.3,284660,Maracanaú
MAN-02550,VEI-0145,Van,2016,2023-09-16,Mecânica Central,Preventiva,Motor,1274.12,23.7,113142,Sobral
MAN-02551,VEI-0167,Caminhão,2018,2024-05-27,Pneus & Cia,Preventiva,Pneus,1038.6,,333837,Maracanaú
MAN-02552,VEI-0198,Caminhão,2023,2023-12-18,AutoCenter VIP,Preventiva,Pneus,1114.59,11.4,201785,Juazeiro do Norte
MAN-02553,VEI-0143,Van,2022,2023-09-29,Pneus & Cia,Corretiva,Suspensão,1338.32,20.4,247403,Fortaleza
MAN-02554,VEI-0043,Utilitário,2017,2024-02-18,Oficina Popular,Corretiva,Transmissão,4761.92,12.2,243292,Juazeiro do Norte
MAN-02555,VEI-0168,Caminhão,2020,2024-11-30,Moto Peças,Corretiva,Transmissão,1135.83,18.3,168374,Fortaleza
MAN-02556,VEI-0158,Utilitário,2020,2023-12-17,Freios Total,Preventiva,Transmissão,1868.14,17.7,189126,Maracanaú
MAN-02557,VEI-0098,Utilitário,2019,2024-07-10,MecaPremium,Corretiva,Transmissão,4017.01,32.9,166525,Teresina
MAN-02558,VEI-0005,Utilitário,2020,2023-11-14,AutoCenter VIP,Preventiva,Pneus,1544.13,4.8,93121,Recife
MAN-02559,VEI-0193,Van,2021,2023-11-26,Moto Peças,Corretiva,Pneus,667.67,18.7,171741,Maracanaú
MAN-02560,VEI-0111,Van,2023,2024-10-05,AutoCenter VIP,Corretiva,Suspensão,2358.2,23.8,363020,Caucaia
MAN-02561,VEI-0106,Caminhão,2017,2023-09-09,ServiCar Express,Preventiva,Elétrica,986.07,16.1,134830,Fortaleza
MAN-02562,VEI-0105,Van,2021,2023-12-29,Mecânica Central,Corretiva,Suspensão,831.35,27.8,218024,Caucaia
MAN-02563,VEI-0188,Van,2015,2024-07-23,Mecânica Central,Corretiva,Freios,992.42,25.6,34509,Caucaia
MAN-02564,VEI-0035,Van,2017,2024-12-17,Auto Elétrica Norte,Corretiva,Freios,935.01,29.3,104890,Caucaia
MAN-02565,VEI-0199,Van,2016,2023-11-19,Retífica Ceará,Corretiva,Suspensão,1131.2,19.7,275609,Sobral
MAN-02566,VEI-0029,Van,2020,2024-01-03,Pneus & Cia,Corretiva,Direção,1461.13,17.6,295655,Caucaia
MAN-02567,VEI-0031,Caminhão,2022,2024-07-03,MecaPremium,Preventiva,Direção,506.26,10.1,319863,Sobral
MAN-02568,VEI-0123,Caminhão,2020,2023-11-13,ServiCar Express,Corretiva,Motor,4261.0,33.0,353443,Maracanaú
MAN-02569,VEI-0124,Caminhão,2015,2023-09-16,Mecânica Central,Corretiva,Direção,1402.64,26.7,125046,Caucaia
MAN-02570,VEI-0102,Caminhão,2023,2024-05-19,Mecânica Central,Corretiva,Motor,2433.18,23.2,260917,Caucaia
MAN-02571,VEI-0105,Van,2021,2024-05-31,Pneus & Cia,Corretiva,Arrefecimento,863.61,41.2,169813,Caucaia
MAN-02572,VEI-0026,Van,2020,2023-11-04,Mecânica Central,Corretiva,Freios,1060.93,20.6,209821,Juazeiro do Norte
MAN-02573,VEI-0063,Caminhão,2016,2024-09-06,Retífica Ceará,Corretiva,Transmissão,2686.98,17.2,258151,Fortaleza
MAN-02574,VEI-0137,Van,2022,2024-07-17,Pneus & Cia,Corretiva,Transmissão,4163.74,25.1,159885,Caucaia
MAN-02575,VEI-0012,Caminhão,2015,2023-07-23,Mecânica Central,Corretiva,Direção,1257.33,21.0,146599,Juazeiro do Norte
MAN-02576,VEI-0101,Utilitário,2022,2023-07-17,Auto Elétrica Norte,Corretiva,Motor,2360.56,24.6,193375,Juazeiro do Norte
MAN-02577,VEI-0050,Caminhão,2019,2024-05-08,AutoCenter VIP,Corretiva,Transmissão,1679.85,31.8,128360,Fortaleza
MAN-02578,VEI-0027,Utilitário,2019,2024-01-08,ServiCar Express,Preventiva,Direção,618.54,1.0,88357,Maracanaú
MAN-02579,VEI-0105,Van,2021,2023-11-06,Oficina Popular,Preventiva,Pneus,885.36,14.1,216945,Caucaia
MAN-02580,VEI-0031,Caminhão,2022,2024-08-17,Mecânica Central,Corretiva,Motor,3085.65,16.9,371680,Sobral
MAN-02581,VEI-0056,Caminhão,2020,2023-12-23,Moto Peças,Corretiva,Elétrica,821.03,22.7,105324,Sobral
MAN-02582,VEI-0018,Van,2018,2024-03-08,ServiCar Express,Preventiva,Freios,697.13,1.0,330188,Recife
MAN-02583,VEI-0139,Caminhão,2023,2024-04-29,Auto Elétrica Norte,Corretiva,Motor,1727.46,15.2,59750,Maracanaú
MAN-02584,VEI-0113,Caminhão,2018,2024-05-01,Pneus & Cia,Preventiva,Elétrica,426.51,1.7,319475,Maracanaú
MAN-02585,VEI-0088,Utilitário,2021,2024-06-16,Retífica Ceará,Corretiva,Elétrica,860.66,22.6,278080,Sobral
MAN-02586,VEI-0198,Caminhão,2023,2024-07-08,ServiCar Express,Preventiva,Arrefecimento,133.72,10.2,224058,Teresina
MAN-02587,VEI-0135,Van,2018,2023-12-24,Auto Elétrica Norte,Corretiva,Elétrica,735.61,21.2,213056,Fortaleza
MAN-02588,VEI-0190,Utilitário,2022,2024-09-03,AutoCenter VIP,Preventiva,Transmissão,3713.53,1.0,351244,Salvador
MAN-02589,VEI-0102,Caminhão,2023,2023-11-08,Pneus & Cia,Corretiva,Elétrica,926.87,26.7,273346,Caucaia
MAN-02590,VEI-0178,Utilitário,2018,2023-11-20,MecaPremium,Corretiva,Motor,3340.06,18.9,120688,Salvador
MAN-02591,VEI-0061,Van,2023,2024-08-21,AutoCenter VIP,Corretiva,Direção,1221.55,28.9,258914,Fortaleza
MAN-02592,VEI-0066,Utilitário,2018,2023-09-27,Oficina Popular,Corretiva,Transmissão,2094.55,22.7,70776,Sobral
MAN-02593,VEI-0015,Van,2021,2024-05-12,MecaPremium,Preventiva,Direção,681.77,12.3,357113,Salvador
MAN-02594,VEI-0003,Utilitário,2020,2023-10-02,Oficina Popular,Corretiva,Suspensão,834.65,31.3,87632,Caucaia
MAN-02595,VEI-0032,Utilitário,2016,2023-08-27,Mecânica Central,Corretiva,Arrefecimento,715.13,12.8,185584,Fortaleza
MAN-02596,VEI-0084,Caminhão,2023,2024-07-12,Retífica Ceará,Preventiva,Transmissão,50.0,12.6,373703,Juazeiro do Norte
MAN-02597,VEI-0008,Van,2019,2024-03-15,Moto Peças,Preventiva,Suspensão,1188.75,17.5,97492,Maracanaú
MAN-02598,VEI-0149,Caminhão,2016,2024-03-11,Auto Elétrica Norte,Corretiva,Motor,2614.89,36.0,140481,Fortaleza
MAN-02599,VEI-0103,Van,2015,2023-08-07,Mecânica Central,Corretiva,Arrefecimento,1025.22,23.2,232598,Juazeiro do Norte
MAN-02600,VEI-0164,Van,2016,2024-11-22,Pneus & Cia,Corretiva,Pneus,1481.18,21.3,286461,Caucaia
MAN-02601,VEI-0121,Utilitário,2021,2024-11-21,Pneus & Cia,Corretiva,Transmissão,3731.63,26.3,146928,Maracanaú
MAN-02602,VEI-0018,Van,2018,2024-01-24,Pneus & Cia,Corretiva,Suspensão,713.93,39.3,290619,Sobral
MAN-02603,VEI-0071,Van,2021,2023-12-26,Pneus & Cia,Corretiva,Arrefecimento,617.35,32.1,270627,Fortaleza
MAN-02604,VEI-0156,Caminhão,2020,2024-03-12,Pneus & Cia,Preventiva,Pneus,789.72,1.0,17039,Juazeiro do Norte
MAN-02605,VEI-0038,Utilitário,2016,2023-08-18,ServiCar Express,Corretiva,Suspensão,2589.08,38.2,119611,Juazeiro do Norte
MAN-02606,VEI-0024,Caminhão,2019,2024-02-15,Pneus & Cia,Corretiva,Transmissão,2458.21,18.5,258190,Maracanaú
MAN-02607,VEI-0001,Caminhão,2016,2023-08-22,MecaPremium,Preventiva,Transmissão,4759.5,10.1,39526,Fortaleza
MAN-02608,VEI-0052,Caminhão,2021,2023-07-08,ServiCar Express,Corretiva,Pneus,2069.0,21.0,324202,Caucaia
MAN-02609,VEI-0019,Utilitário,2021,2024-10-04,Freios Total,Corretiva,Freios,768.07,31.0,226670,Juazeiro do Norte
MAN-02610,VEI-0105,Van,2021,2024-01-21,Oficina Popular,Corretiva,Elétrica,810.67,19.7,211185,Caucaia
MAN-02611,VEI-0060,Van,2015,2023-07-14,Retífica Ceará,Preventiva,Arrefecimento,489.17,11.2,317186,Juazeiro do Norte
MAN-02612,VEI-0077,Utilitário,2015,2024-12-24,AutoCenter VIP,Corretiva,Suspensão,1387.16,25.0,178929,Juazeiro do Norte
MAN-02613,VEI-0155,Utilitário,2018,2024-08-13,MecaPremium,Preventiva,Direção,560.72,24.2,232318,Fortaleza
MAN-02614,VEI-0105,Van,2021,2023-09-26,ServiCar Express,Corretiva,Arrefecimento,1310.26,22.1,185224,Caucaia
MAN-02615,VEI-0081,Caminhão,2021,2023-08-01,AutoCenter VIP,Preventiva,Suspensão,1928.1,6.1,154926,Salvador
MAN-02616,VEI-0120,Utilitário,2022,2024-09-11,MecaPremium,Corretiva,Motor,1250.15,19.9,108785,Maracanaú
MAN-02617,VEI-0129,Utilitário,2022,2024-03-10,AutoCenter VIP,Corretiva,Suspensão,2223.44,29.7,111297,Caucaia
MAN-02618,VEI-0176,Utilitário,2022,2023-10-19,AutoCenter VIP,Corretiva,Suspensão,1588.13,35.0,11716,Fortaleza
MAN-02619,VEI-0079,Caminhão,2022,2024-02-27,AutoCenter VIP,Preventiva,Freios,1409.69,7.2,140031,Sobral
MAN-02620,VEI-0020,Utilitário,2015,2024-07-04,MecaPremium,Corretiva,Motor,4861.32,21.2,228433,Recife
MAN-02621,VEI-0122,Caminhão,2020,2024-11-19,Pneus & Cia,Corretiva,Pneus,1915.97,36.2,306319,Maracanaú
MAN-02622,VEI-0072,Van,2017,2024-03-06,MecaPremium,Preventiva,Elétrica,337.75,15.9,41866,Salvador
MAN-02623,VEI-0098,Utilitário,2019,2024-05-03,Moto Peças,Preventiva,Direção,536.43,10.1,145745,Juazeiro do Norte
MAN-02624,VEI-0072,Van,2017,2024-08-26,AutoCenter VIP,Preventiva,Suspensão,2114.05,2.4,18799,Caucaia
MAN-02625,VEI-0077,Utilitário,2015,2024-07-01,AutoCenter VIP,Corretiva,Freios,1569.21,26.0,190000,Teresina
MAN-02626,VEI-0156,Caminhão,2020,2024-10-24,AutoCenter VIP,Preventiva,Direção,851.81,17.7,76577,Juazeiro do Norte
MAN-02627,VEI-0142,Caminhão,2016,2024-05-16,Mecânica Central,Preventiva,Freios,520.3,10.2,128934,Fortaleza
MAN-02628,VEI-0033,Van,2021,2023-11-09,Freios Total,Corretiva,Pneus,1661.35,17.1,357358,Caucaia
MAN-02629,VEI-0195,Caminhão,2019,2024-09-11,AutoCenter VIP,Preventiva,Pneus,1643.93,1.0,286592,Fortaleza
MAN-02630,VEI-0056,Caminhão,2020,2024-03-26,AutoCenter VIP,Corretiva,Arrefecimento,1410.42,43.7,82135,Sobral
MAN-02631,VEI-0007,Caminhão,2019,2023-07-01,Retífica Ceará,Corretiva,Freios,1185.32,25.9,282254,Sobral
MAN-02632,VEI-0102,Caminhão,2023,2024-05-15,Auto Elétrica Norte,Corretiva,Arrefecimento,703.97,24.9,261702,Caucaia
MAN-02633,VEI-0095,Caminhão,2022,2024-07-29,MecaPremium,Preventiva,Transmissão,3834.29,18.3,280062,Salvador
MAN-02634,VEI-0056,Caminhão,2020,2024-01-01,Oficina Popular,Corretiva,Suspensão,810.19,18.7,49598,Sobral
MAN-02635,VEI-0062,Caminhão,2022,2024-12-26,Retífica Ceará,Corretiva,Pneus,1971.53,32.5,161005,Caucaia
MAN-02636,VEI-0041,Caminhão,2019,2024-04-23,Retífica Ceará,Corretiva,Motor,3692.37,22.6,35040,Caucaia
MAN-02637,VEI-0084,Caminhão,2023,2024-09-10,Auto Elétrica Norte,Corretiva,Arrefecimento,525.4,16.5,324027,Juazeiro do Norte
MAN-02638,VEI-0127,Utilitário,2020,2023-12-16,ServiCar Express,Corretiva,Arrefecimento,1264.51,24.8,213572,Juazeiro do Norte
MAN-02639,VEI-0132,Van,2016,2023-12-19,MecaPremium,Preventiva,Pneus,1071.08,12.7,95321,Juazeiro do Norte
MAN-02640,VEI-0081,Caminhão,2021,2024-04-25,AutoCenter VIP,Preventiva,Motor,3795.6,9.4,143481,Salvador
MAN-02641,VEI-0120,Utilitário,2022,2024-08-05,ServiCar Express,Preventiva,Pneus,1571.59,12.9,129285,Maracanaú
MAN-02642,VEI-0057,Utilitário,2015,2024-02-06,ServiCar Express,Corretiva,Pneus,3927.91,18.6,287181,Caucaia
MAN-02643,VEI-0175,Van,2018,2023-10-23,Pneus & Cia,Preventiva,Transmissão,2292.54,2.6,97704,Sobral
MAN-02644,VEI-0191,Utilitário,2019,2024-02-09,AutoCenter VIP,Corretiva,Arrefecimento,814.81,24.9,156863,Fortaleza
MAN-02645,VEI-0110,Utilitário,2018,2024-11-29,AutoCenter VIP,Preventiva,Direção,831.75,10.9,167158,Caucaia
MAN-02646,VEI-0132,Van,2016,2023-08-12,AutoCenter VIP,Corretiva,Suspensão,1811.64,24.8,109134,Teresina
MAN-02647,VEI-0185,Utilitário,2022,2024-10-01,Retífica Ceará,Preventiva,Elétrica,386.62,11.1,299588,Maracanaú
MAN-02648,VEI-0163,Van,2015,2024-08-01,Retífica Ceará,Corretiva,Transmissão,3269.11,26.7,156154,Sobral
MAN-02649,VEI-0116,Caminhão,2022,2023-12-20,ServiCar Express,Corretiva,Suspensão,1926.96,15.7,338695,Salvador
MAN-02650,VEI-0129,Utilitário,2022,2023-07-05,Pneus & Cia,Corretiva,Elétrica,455.22,27.8,142720,Caucaia
MAN-02651,VEI-0130,Van,2019,2024-04-13,MecaPremium,Preventiva,Freios,274.03,8.0,149324,Sobral
MAN-02652,VEI-0188,Van,2015,2023-11-06,AutoCenter VIP,Preventiva,Direção,721.55,14.5,33291,Caucaia
MAN-02653,VEI-0105,Van,2021,2024-06-01,ServiCar Express,Corretiva,Suspensão,1662.91,24.3,173428,Caucaia
MAN-02654,VEI-0092,Utilitário,2020,2024-11-26,Auto Elétrica Norte,Corretiva,Arrefecimento,756.91,30.5,291388,Caucaia
MAN-02655,VEI-0183,Van,2020,2023-09-08,Moto Peças,Preventiva,Arrefecimento,741.11,13.0,360465,Juazeiro do Norte
MAN-02656,VEI-0176,Utilitário,2022,2023-12-11,MecaPremium,Corretiva,Motor,7247.17,25.8,54789,Fortaleza
MAN-02657,VEI-0110,Utilitário,2018,2024-10-19,Freios Total,Corretiva,Arrefecimento,885.7,19.9,192258,Caucaia
MAN-02658,VEI-0159,Utilitário,2019,2024-10-06,Freios Total,Corretiva,Pneus,1263.65,26.2,175200,Juazeiro do Norte
MAN-02659,VEI-0134,Utilitário,2023,2023-07-01,Oficina Popular,Preventiva,Arrefecimento,469.41,8.3,67563,Fortaleza
MAN-02660,VEI-0125,Van,2021,2024-02-03,AutoCenter VIP,Corretiva,Direção,1172.23,,189891,Fortaleza
MAN-02661,VEI-0038,Utilitário,2016,2024-06-19,MecaPremium,Corretiva,Pneus,3740.58,14.7,107715,Juazeiro do Norte
MAN-02662,VEI-0066,Utilitário,2018,2024-09-11,Auto Elétrica Norte,Preventiva,Suspensão,964.03,9.2,90459,Sobral
MAN-02663,VEI-0165,Van,2017,2024-08-12,Moto Peças,Corretiva,Suspensão,1523.24,21.3,45036,Sobral
MAN-02664,VEI-0013,Van,2019,2024-06-17,AutoCenter VIP,Corretiva,Arrefecimento,1702.51,17.3,282382,Sobral
MAN-02665,VEI-0081,Caminhão,2021,2024-05-18,AutoCenter VIP,Corretiva,Elétrica,926.52,17.9,144008,Juazeiro do Norte
MAN-02666,VEI-0016,Van,2021,2024-04-05,AutoCenter VIP,Preventiva,Arrefecimento,502.71,8.6,83881,Juazeiro do Norte
MAN-02667,VEI-0099,Van,2021,2024-08-27,Freios Total,Corretiva,Motor,1705.03,13.2,215194,Juazeiro do Norte
MAN-02668,VEI-0127,Utilitário,2020,2024-08-07,ServiCar Express,Corretiva,Arrefecimento,568.0,16.5,187652,Recife
MAN-02669,VEI-0068,Van,2019,2024-09-02,Pneus & Cia,Preventiva,Direção,741.4,7.1,142768,Juazeiro do Norte
MAN-02670,VEI-0169,Utilitário,2018,2024-06-30,ServiCar Express,Preventiva,Pneus,1758.3,5.0,140419,Juazeiro do Norte
MAN-02671,VEI-0036,Van,2021,2023-10-11,AutoCenter VIP,Corretiva,Suspensão,2085.91,20.0,222688,Recife
MAN-02672,VEI-0134,Utilitário,2023,2024-05-24,Auto Elétrica Norte,Corretiva,Arrefecimento,736.77,16.9,56188,Fortaleza
MAN-02673,VEI-0107,Van,2022,2024-05-07,MecaPremium,Corretiva,Freios,2149.26,18.7,204463,Sobral
MAN-02674,VEI-0120,Utilitário,2022,2023-10-20,Mecânica Central,Preventiva,Arrefecimento,276.93,7.8,108620,Maracanaú
MAN-02675,VEI-0167,Caminhão,2018,2024-10-14,MecaPremium,Corretiva,Elétrica,863.16,31.8,332765,Maracanaú
MAN-02676,VEI-0134,Utilitário,2023,2024-02-04,Moto Peças,Corretiva,Pneus,1135.67,23.1,91994,Fortaleza
MAN-02677,VEI-0180,Van,2015,2023-12-05,ServiCar Express,Corretiva,Arrefecimento,1000.73,33.8,228816,Teresina
MAN-02678,VEI-0163,Van,2015,2024-08-30,Mecânica Central,Corretiva,Direção,958.72,23.9,191760,Sobral
