ano,mes,unidade,especialidade,leitos_disponiveis,taxa_ocupacao,internacoes,tempo_medio_internacao_dias,taxa_reinternacao_30d,obitos,custo_medio_internacao,faixa_etaria_predominante,tipo_internacao
2023,7,Hospital Universitário,Pediatria,59,0.808,99,1.1,0.081,2,4976.75,0-14,Urgência
2023,7,Hospital Universitário,Cirurgia Geral,32,0.897,68,4.8,0.121,1,2462.27,65+,Urgência
2023,7,Hospital Universitário,Ortopedia,23,0.648,43,3.8,0.105,0,3062.03,50-64,Eletiva
2023,7,Hospital Municipal Centro,Clínica Médica,77,0.819,162,7.7,0.028,4,3269.28,50-64,Eletiva
2023,7,Hospital Municipal Centro,Cirurgia Geral,77,0.776,151,5.7,0.078,4,5329.72,30-49,Eletiva
2023,7,Hospital Municipal Centro,Oncologia,44,0.854,103,3.4,0.101,3,3535.73,50-64,Urgência
2023,7,Hospital Municipal Centro,Ortopedia,33,0.978,93,2.3,0.007,2,3577.44,50-64,Urgência
2023,7,Hospital Municipal Centro,Neurologia,37,0.843,83,4.1,0.08,2,3396.75,50-64,Eletiva
2023,7,Hospital Municipal Leste,Cirurgia Geral,30,0.767,118,7.5,0.137,6,6998.95,30-49,Urgência
2023,7,Hospital Municipal Leste,Obstetrícia,33,0.785,206,9.7,0.085,7,8394.46,0-14,Urgência
2023,7,Hospital Municipal Leste,Clínica Médica,18,0.734,56,4.7,0.091,1,6630.47,30-49,Urgência
2023,7,Hospital Municipal Leste,Neurologia,19,0.608,91,7.0,0.148,2,6249.82,15-29,Urgência
2023,7,Hospital Maternidade Vida,Pediatria,45,0.765,71,8.3,0.064,2,4887.84,30-49,Urgência
2023,7,Hospital Maternidade Vida,Oncologia,21,0.831,32,4.8,0.03,0,5102.41,0-14,Urgência
2023,7,Hospital Maternidade Vida,Ortopedia,63,0.98,98,,0.079,2,1922.75,30-49,Urgência
2023,7,Hospital Maternidade Vida,Cirurgia Geral,22,0.835,33,6.4,0.042,1,4166.79,0-14,Eletiva
2023,7,Hospital Maternidade Vida,Clínica Médica,68,0.611,101,4.6,0.074,1,1730.55,65+,Urgência
2023,7,Hospital Pronto-Socorro 24h,Neurologia,59,0.8,115,12.5,0.0,3,1527.49,15-29,Eletiva
2023,7,Hospital Pronto-Socorro 24h,Ortopedia,38,0.87,81,8.5,0.173,4,3488.84,30-49,Urgência
2023,7,Hospital Pronto-Socorro 24h,Obstetrícia,47,0.823,84,4.2,,0,3646.18,30-49,Eletiva
2023,7,Hospital Pronto-Socorro 24h,Cirurgia Geral,80,0.92,155,7.6,0.05,0,4228.34,50-64,Urgência
2023,7,Hospital Pronto-Socorro 24h,Oncologia,41,0.744,78,7.7,0.088,3,3738.48,65+,Urgência
2023,7,Hospital Clínica Esperança,Neurologia,30,0.874,149,4.0,0.152,4,3889.15,15-29,Urgência
2023,7,Hospital Clínica Esperança,Pediatria,20,0.648,105,1.0,0.107,3,7314.47,65+,Eletiva
2023,7,Hospital Clínica Esperança,Obstetrícia,27,0.77,181,6.8,0.108,5,11989.37,50-64,Urgência
2023,7,Hospital Clínica Esperança,Oncologia,34,0.634,87,4.8,0.088,2,10707.74,0-14,Urgência
2023,7,Hospital Clínica Esperança,Cirurgia Geral,26,0.684,87,6.6,0.155,0,11399.59,50-64,Urgência
2023,7,Hospital Clínica Esperança,Ortopedia,20,0.786,138,6.6,0.104,5,4090.29,65+,Urgência
2023,7,Hospital Hospital do Coração,Ortopedia,26,0.766,52,7.1,0.109,1,3920.27,0-14,Urgência
2023,7,Hospital Hospital do Coração,Clínica Médica,79,0.654,112,6.7,0.126,3,3066.7,30-49,Urgência
2023,7,Hospital Hospital do Coração,Obstetrícia,76,0.703,109,7.0,0.13,1,1498.33,0-14,Eletiva
2023,7,Hospital Hospital do Coração,Cirurgia Geral,60,0.719,126,9.1,0.127,5,3554.69,65+,Urgência
2023,7,Hospital Hospital do Coração,Oncologia,30,0.78,47,5.4,0.128,2,3256.02,0-14,Urgência
2023,7,Hospital Oncológico,Pediatria,36,0.679,38,6.3,0.08,0,3105.08,65+,Urgência
2023,7,Hospital Oncológico,Clínica Médica,28,0.813,63,5.8,0.077,1,3120.9,15-29,Urgência
2023,7,Hospital Oncológico,Obstetrícia,44,0.659,55,,0.053,2,500.0,50-64,Urgência
2023,7,Hospital Oncológico,Cirurgia Geral,65,0.77,100,9.2,0.058,1,3125.55,30-49,Urgência
2023,7,Hospital Oncológico,Oncologia,78,0.63,133,6.7,0.148,1,3671.16,15-29,Urgência
2023,7,Hospital Infantil Anjo,Cirurgia Geral,29,0.784,53,5.6,,2,4231.24,30-49,Urgência
2023,7,Hospital Infantil Anjo,Oncologia,29,0.53,45,2.3,0.056,0,2798.54,0-14,Eletiva
2023,7,Hospital Infantil Anjo,Pediatria,32,0.658,60,6.9,0.069,1,3070.39,50-64,Eletiva
2023,7,Hospital Infantil Anjo,Clínica Médica,33,0.846,55,5.8,0.035,1,4466.29,65+,Eletiva
2023,7,Hospital Ortopédico Plus,Cardiologia,31,0.98,68,11.4,0.132,1,5544.8,65+,Eletiva
2023,7,Hospital Ortopédico Plus,Obstetrícia,64,0.945,107,8.5,0.119,1,3639.84,65+,Urgência
2023,7,Hospital Ortopédico Plus,Neurologia,58,0.919,112,4.4,0.058,3,4419.5,15-29,Urgência
2023,7,Hospital Ortopédico Plus,Oncologia,61,0.941,110,3.1,0.088,3,1342.92,0-14,Urgência
2023,7,Hospital Ortopédico Plus,Clínica Médica,25,0.81,50,7.7,0.054,2,3285.8,30-49,Urgência
2023,7,Hospital Ortopédico Plus,Cirurgia Geral,64,0.724,74,2.1,0.074,4,1931.55,50-64,Urgência
2023,7,Hospital Saúde Mental,Cardiologia,57,0.86,86,4.6,0.042,3,2893.69,50-64,Urgência
2023,7,Hospital Saúde Mental,Neurologia,75,0.906,116,3.9,0.08,1,4041.55,30-49,Urgência
2023,7,Hospital Saúde Mental,Ortopedia,75,0.81,148,5.2,0.084,5,2077.04,15-29,Eletiva
2023,7,Hospital Saúde Mental,Pediatria,57,0.879,76,4.9,0.049,2,3878.12,15-29,Urgência
2023,7,Hospital Saúde Mental,Cirurgia Geral,73,0.933,199,3.8,0.071,1,3635.54,50-64,Urgência
2023,7,Hospital Saúde Mental,Clínica Médica,80,0.883,176,3.2,0.069,6,4996.9,65+,Urgência
2023,8,Hospital São José,Ortopedia,46,0.665,68,8.9,0.065,1,4232.32,65+,Urgência
2023,8,Hospital São José,Cardiologia,59,0.766,86,6.4,0.069,0,4131.14,50-64,Urgência
2023,8,Hospital São José,Oncologia,21,0.633,28,4.0,0.094,0,4147.17,30-49,Urgência
2023,8,Hospital São José,Cirurgia Geral,70,0.699,131,7.7,0.053,0,5203.48,65+,Eletiva
2023,8,Hospital Santa Casa,Ortopedia,76,0.675,78,4.4,0.079,2,2102.06,0-14,Urgência
2023,8,Hospital Santa Casa,Oncologia,49,0.518,74,2.3,0.076,3,3803.61,30-49,Eletiva
2023,8,Hospital Santa Casa,Cardiologia,43,0.511,60,7.3,0.091,1,2839.36,65+,Urgência
2023,8,Hospital Santa Casa,Neurologia,55,0.778,84,7.1,0.134,2,1683.88,15-29,Urgência
2023,8,Hospital Regional Norte,Clínica Médica,27,0.669,141,7.4,0.082,4,8298.1,50-64,Urgência
2023,8,Hospital Regional Norte,Obstetrícia,29,0.781,150,1.0,0.104,6,5464.85,15-29,Urgência
2023,8,Hospital Regional Norte,Cirurgia Geral,20,0.98,137,6.3,0.081,3,8564.72,50-64,Urgência
2023,8,Hospital Regional Norte,Cardiologia,28,0.647,135,3.5,0.112,4,5591.21,0-14,Eletiva
2023,8,Hospital Regional Norte,Pediatria,17,0.658,86,6.7,0.094,2,6305.0,30-49,Urgência
2023,8,Hospital Regional Sul,Neurologia,51,0.685,74,6.0,0.095,0,3086.65,15-29,Urgência
2023,8,Hospital Regional Sul,Pediatria,30,0.705,35,7.2,0.064,1,4935.45,65+,Urgência
2023,8,Hospital Regional Sul,Clínica Médica,23,0.604,30,,0.145,1,5863.48,15-29,Urgência
2023,8,Hospital Universitário,Neurologia,52,0.628,86,1.8,0.083,2,2305.32,0-14,Eletiva
2023,8,Hospital Universitário,Oncologia,57,0.804,102,5.9,0.07,3,4378.06,15-29,Urgência
2023,8,Hospital Universitário,Obstetrícia,33,0.623,35,9.0,0.083,0,2952.1,30-49,Urgência
2023,8,Hospital Universitário,Ortopedia,30,0.822,46,1.9,0.109,2,2367.68,50-64,Urgência
2023,8,Hospital Universitário,Clínica Médica,48,0.829,95,3.8,0.041,2,3857.05,0-14,Urgência
2023,8,Hospital Municipal Centro,Ortopedia,67,0.716,120,1.0,0.136,1,3285.35,15-29,Urgência
2023,8,Hospital Municipal Centro,Cirurgia Geral,33,0.751,56,4.9,0.106,1,4317.92,50-64,Urgência
2023,8,Hospital Municipal Centro,Cardiologia,66,0.559,88,11.9,0.104,3,2739.45,15-29,Urgência
2023,8,Hospital Municipal Leste,Clínica Médica,16,0.683,117,7.4,0.066,1,8370.29,0-14,Urgência
2023,8,Hospital Municipal Leste,Neurologia,35,0.766,196,7.9,0.073,6,7591.2,30-49,Urgência
2023,8,Hospital Municipal Leste,Oncologia,21,0.465,55,9.7,0.059,3,3682.22,0-14,Urgência
2023,8,Hospital Maternidade Vida,Oncologia,37,0.696,57,9.4,0.077,1,4881.09,0-14,Urgência
2023,8,Hospital Maternidade Vida,Neurologia,51,0.792,86,4.0,0.085,5,3677.71,0-14,Urgência
2023,8,Hospital Maternidade Vida,Cardiologia,65,0.693,121,8.3,0.111,3,4007.47,50-64,Urgência
2023,8,Hospital Maternidade Vida,Obstetrícia,61,0.657,62,1.0,0.049,0,2936.04,15-29,Urgência
2023,8,Hospital Pronto-Socorro 24h,Obstetrícia,72,0.649,116,5.8,0.045,5,4493.52,30-49,Urgência
2023,8,Hospital Pronto-Socorro 24h,Clínica Médica,31,0.875,64,1.0,0.163,1,2938.12,50-64,Urgência
2023,8,Hospital Pronto-Socorro 24h,Cardiologia,43,0.77,62,5.2,0.139,3,2831.55,65+,Eletiva
2023,8,Hospital Pronto-Socorro 24h,Pediatria,76,0.616,73,1.0,0.077,1,2543.97,65+,Eletiva
2023,8,Hospital Pronto-Socorro 24h,Ortopedia,74,0.74,149,4.2,0.097,7,4407.63,0-14,Urgência
2023,8,Hospital Clínica Esperança,Clínica Médica,20,0.781,141,6.2,0.035,2,10704.36,50-64,Urgência
2023,8,Hospital Clínica Esperança,Pediatria,33,0.647,148,7.6,0.052,2,8835.81,0-14,Urgência
2023,8,Hospital Clínica Esperança,Cardiologia,19,0.5,95,4.0,0.143,2,9319.12,15-29,Urgência
2023,8,Hospital Hospital do Coração,Clínica Médica,33,0.802,42,9.5,0.078,2,2670.3,50-64,Urgência
2023,8,Hospital Hospital do Coração,Pediatria,64,0.773,118,4.2,0.112,2,4811.09,50-64,Urgência
2023,8,Hospital Hospital do Coração,Oncologia,63,0.69,86,5.5,0.141,2,4132.79,65+,Urgência
2023,8,Hospital Oncológico,Obstetrícia,51,0.63,84,7.1,0.096,3,3910.21,0-14,Urgência
2023,8,Hospital Oncológico,Oncologia,44,0.719,94,3.6,0.114,3,3833.57,15-29,Urgência
2023,8,Hospital Oncológico,Ortopedia,26,0.488,19,8.9,0.138,0,1202.15,50-64,Urgência
2023,8,Hospital Oncológico,Clínica Médica,52,0.76,92,7.3,0.096,1,3377.29,0-14,Urgência
2023,8,Hospital Oncológico,Neurologia,31,0.629,55,5.1,0.103,1,4368.73,0-14,Eletiva
2023,8,Hospital Oncológico,Cardiologia,73,0.842,115,6.8,0.03,5,3145.92,50-64,Urgência
2023,8,Hospital Infantil Anjo,Pediatria,34,0.658,57,7.7,0.0,2,3899.46,15-29,Urgência
2023,8,Hospital Infantil Anjo,Cirurgia Geral,48,0.507,52,5.6,0.058,0,2652.61,50-64,Urgência
2023,8,Hospital Infantil Anjo,Oncologia,22,0.831,35,3.0,0.065,1,3810.9,30-49,Urgência
2023,8,Hospital Infantil Anjo,Cardiologia,45,0.63,82,5.4,0.086,2,4050.66,15-29,Urgência
2023,8,Hospital Infantil Anjo,Ortopedia,62,0.76,141,4.1,0.102,7,4220.13,15-29,Urgência
2023,8,Hospital Ortopédico Plus,Clínica Médica,29,0.658,39,,0.047,1,4715.88,30-49,Urgência
2023,8,Hospital Ortopédico Plus,Cirurgia Geral,39,0.731,80,9.2,0.148,3,2119.19,15-29,Urgência
2023,8,Hospital Ortopédico Plus,Neurologia,50,0.666,69,5.7,0.047,1,3686.63,15-29,Eletiva
2023,8,Hospital Saúde Mental,Oncologia,56,0.656,64,3.7,0.05,0,1827.86,30-49,Urgência
2023,8,Hospital Saúde Mental,Cardiologia,23,0.721,32,4.8,0.059,1,3357.65,50-64,Eletiva
2023,8,Hospital Saúde Mental,Clínica Médica,67,0.605,116,1.0,0.093,1,3438.76,15-29,Eletiva
2023,9,Hospital São José,Oncologia,46,0.766,100,5.9,0.115,4,2817.88,50-64,Urgência
2023,9,Hospital São José,Neurologia,39,0.808,86,1.1,0.025,3,2611.39,50-64,Urgência
2023,9,Hospital São José,Clínica Médica,68,0.846,146,2.7,0.128,2,2807.02,50-64,Urgência
2023,9,Hospital São José,Ortopedia,25,0.587,37,8.5,0.072,0,3259.24,30-49,Urgência
2023,9,Hospital São José,Obstetrícia,75,0.685,101,8.4,0.152,1,2652.76,30-49,Eletiva
2023,9,Hospital Santa Casa,Neurologia,62,0.675,104,6.1,0.0,4,4815.86,30-49,Eletiva
2023,9,Hospital Santa Casa,Pediatria,63,0.646,94,1.9,0.093,4,3004.64,30-49,Eletiva
2023,9,Hospital Santa Casa,Oncologia,33,0.712,56,4.0,0.053,2,2315.21,30-49,Eletiva
2023,9,Hospital Santa Casa,Cardiologia,45,0.625,66,5.7,0.058,1,2900.03,50-64,Urgência
2023,9,Hospital Santa Casa,Ortopedia,20,0.663,21,6.2,0.052,0,3572.57,65+,Urgência
2023,9,Hospital Regional Norte,Ortopedia,30,0.624,136,6.3,0.088,0,9432.15,65+,Urgência
2023,9,Hospital Regional Norte,Pediatria,18,0.732,214,7.0,0.161,3,9113.936000000002,65+,Urgência
2023,9,Hospital Regional Norte,Clínica Médica,28,0.725,278,7.3,0.114,4,10103.379,15-29,Eletiva
2023,9,Hospital Regional Norte,Oncologia,27,0.746,196,6.5,0.075,3,1889.7320000000002,50-64,Urgência
2023,9,Hospital Regional Norte,Cardiologia,22,0.768,156,4.0,0.093,3,10684.219,65+,Urgência
2023,9,Hospital Regional Norte,Neurologia,21,0.775,180,3.2,0.104,5,16181.269,50-64,Urgência
2023,9,Hospital Regional Sul,Ortopedia,40,0.862,71,5.9,0.055,2,3746.91,50-64,Eletiva
2023,9,Hospital Regional Sul,Obstetrícia,70,0.758,111,6.0,0.117,2,5066.13,15-29,Urgência
2023,9,Hospital Regional Sul,Oncologia,58,0.94,137,1.1,0.027,2,4951.44,0-14,Urgência
2023,9,Hospital Regional Sul,Neurologia,56,0.795,89,3.4,0.112,2,1338.35,0-14,Urgência
2023,9,Hospital Regional Sul,Pediatria,36,0.665,68,7.1,0.079,2,3755.75,65+,Eletiva
2023,9,Hospital Universitário,Neurologia,68,0.876,109,5.1,0.057,1,2658.3,30-49,Urgência
2023,9,Hospital Universitário,Pediatria,53,0.84,86,4.4,0.1,1,4123.12,30-49,Eletiva
2023,9,Hospital Universitário,Clínica Médica,53,0.676,57,7.9,0.04,0,2729.77,15-29,Urgência
2023,9,Hospital Municipal Centro,Neurologia,65,0.903,111,7.5,0.09,1,3730.56,30-49,Eletiva
2023,9,Hospital Municipal Centro,Cirurgia Geral,29,0.57,38,7.2,0.145,0,4046.23,30-49,Urgência
2023,9,Hospital Municipal Centro,Oncologia,52,0.679,60,5.5,0.102,1,4840.62,30-49,Urgência
2023,9,Hospital Municipal Centro,Clínica Médica,49,0.896,82,6.0,0.097,2,4929.62,0-14,Urgência
2023,9,Hospital Municipal Centro,Obstetrícia,44,0.785,79,7.1,0.013,2,1970.12,65+,Urgência
2023,9,Hospital Municipal Centro,Pediatria,61,0.66,117,3.4,0.123,2,1869.24,30-49,Urgência
2023,9,Hospital Municipal Leste,Oncologia,34,0.95,332,5.3,0.055,8,14034.176000000001,15-29,Urgência
2023,9,Hospital Municipal Leste,Cirurgia Geral,35,0.741,344,1.9,0.044,10,13147.056000000002,15-29,Urgência
2023,9,Hospital Municipal Leste,Clínica Médica,22,0.795,204,4.4,0.061,4,13404.716,15-29,Urgência
2023,9,Hospital Municipal Leste,Neurologia,26,0.942,193,2.7,0.118,1,10781.615,65+,Urgência
2023,9,Hospital Maternidade Vida,Oncologia,41,0.814,58,10.8,0.102,1,3308.2,0-14,Eletiva
2023,9,Hospital Maternidade Vida,Clínica Médica,60,0.628,85,8.0,0.086,2,2440.58,65+,Urgência
2023,9,Hospital Maternidade Vida,Pediatria,38,0.574,51,8.8,0.13,0,2402.38,65+,Urgência
2023,9,Hospital Pronto-Socorro 24h,Neurologia,66,0.779,132,5.4,0.102,4,3274.83,50-64,Urgência
2023,9,Hospital Pronto-Socorro 24h,Pediatria,45,0.727,49,6.2,0.108,2,4121.37,15-29,Urgência
2023,9,Hospital Pronto-Socorro 24h,Obstetrícia,55,0.922,119,7.2,0.078,4,3466.34,0-14,Urgência
2023,9,Hospital Pronto-Socorro 24h,Ortopedia,66,0.676,98,5.6,0.17,2,3092.06,50-64,Urgência
2023,9,Hospital Clínica Esperança,Oncologia,25,0.722,228,7.2,0.034,2,5634.603000000001,15-29,Eletiva
2023,9,Hospital Clínica Esperança,Pediatria,15,0.632,126,6.3,0.201,1,14640.275,30-49,Urgência
2023,9,Hospital Clínica Esperança,Cardiologia,19,0.771,204,6.7,0.178,2,8815.378,65+,Urgência
2023,9,Hospital Clínica Esperança,Obstetrícia,27,0.626,118,6.6,0.0,2,13522.431000000002,50-64,Urgência
2023,9,Hospital Clínica Esperança,Neurologia,28,0.762,184,11.3,0.098,4,12547.067000000001,50-64,Urgência
2023,9,Hospital Hospital do Coração,Neurologia,35,0.665,40,4.5,0.062,1,3859.05,0-14,Eletiva
2023,9,Hospital Hospital do Coração,Ortopedia,54,0.745,86,10.1,0.024,3,2011.48,15-29,Urgência
2023,9,Hospital Hospital do Coração,Cirurgia Geral,20,0.69,26,5.6,0.113,0,4850.68,65+,Urgência
2023,9,Hospital Hospital do Coração,Pediatria,22,0.628,24,5.1,0.097,0,3490.4,0-14,Urgência
2023,9,Hospital Oncológico,Pediatria,37,0.582,49,3.6,0.096,0,4753.08,30-49,Eletiva
2023,9,Hospital Oncológico,Ortopedia,61,0.785,127,2.6,0.076,4,4305.84,50-64,Urgência
2023,9,Hospital Oncológico,Neurologia,62,0.791,106,7.9,0.113,2,2453.65,50-64,Eletiva
2023,9,Hospital Oncológico,Clínica Médica,70,0.539,112,4.7,0.113,3,4066.5,15-29,Urgência
2023,9,Hospital Infantil Anjo,Clínica Médica,29,0.822,41,7.2,0.141,1,2998.16,50-64,Urgência
2023,9,Hospital Infantil Anjo,Cardiologia,46,0.574,44,1.8,0.005,0,3071.83,15-29,Urgência
2023,9,Hospital Infantil Anjo,Oncologia,61,0.788,85,5.8,0.089,2,3959.91,15-29,Urgência
2023,9,Hospital Ortopédico Plus,Neurologia,72,0.647,92,8.1,0.071,1,5541.37,65+,Eletiva
2023,9,Hospital Ortopédico Plus,Oncologia,20,0.769,28,4.4,0.148,1,3351.54,15-29,Eletiva
2023,9,Hospital Ortopédico Plus,Obstetrícia,52,0.75,93,10.8,0.057,2,2477.23,0-14,Urgência
2023,9,Hospital Ortopédico Plus,Pediatria,65,0.629,81,8.4,0.134,3,4158.78,15-29,Urgência
2023,9,Hospital Ortopédico Plus,Ortopedia,63,0.705,110,5.2,0.033,0,3095.38,65+,Eletiva
2023,9,Hospital Ortopédico Plus,Clínica Médica,47,0.744,54,1.5,0.132,1,2653.29,50-64,Urgência
2023,9,Hospital Saúde Mental,Obstetrícia,50,0.98,134,3.1,0.102,5,2634.7,30-49,Eletiva
2023,9,Hospital Saúde Mental,Clínica Médica,48,0.697,92,10.7,0.104,0,2620.43,0-14,Eletiva
2023,9,Hospital Saúde Mental,Ortopedia,22,0.662,26,6.3,0.053,0,3504.42,0-14,Urgência
2023,9,Hospital Saúde Mental,Cardiologia,54,0.779,89,2.6,0.0,2,3895.62,30-49,Urgência
2023,9,Hospital Saúde Mental,Neurologia,51,0.555,84,6.3,0.137,2,3982.54,15-29,Urgência
2023,10,Hospital São José,Pediatria,63,0.623,73,6.5,,2,4970.98,15-29,Urgência
2023,10,Hospital São José,Cardiologia,62,0.638,74,6.9,0.116,2,2560.98,30-49,Urgência
2023,10,Hospital São José,Obstetrícia,54,0.659,57,2.2,0.091,2,5786.96,0-14,Urgência
2023,10,Hospital São José,Cirurgia Geral,31,0.606,31,4.3,0.086,1,1769.8,50-64,Urgência
2023,10,Hospital São José,Clínica Médica,50,0.672,54,3.7,0.089,0,3006.36,30-49,Urgência
2023,10,Hospital Santa Casa,Cirurgia Geral,41,0.77,54,6.7,0.035,0,3803.62,30-49,Urgência
2023,10,Hospital Santa Casa,Oncologia,41,0.849,74,2.0,0.104,0,3004.65,65+,Urgência
2023,10,Hospital Santa Casa,Neurologia,69,0.762,125,3.3,0.0,3,1604.31,50-64,Urgência
2023,10,Hospital Regional Norte,Obstetrícia,21,0.832,202,5.6,0.055,3,11731.6,0-14,Eletiva
2023,10,Hospital Regional Norte,Oncologia,18,0.45,63,6.5,,0,8351.77,30-49,Urgência
2023,10,Hospital Regional Norte,Pediatria,16,0.759,72,2.0,0.07,2,12130.28,15-29,Urgência
2023,10,Hospital Regional Norte,Cirurgia Geral,27,0.896,210,9.6,0.0,9,7202.76,30-49,Urgência
2023,10,Hospital Regional Norte,Clínica Médica,15,0.826,117,5.2,0.129,2,7588.37,30-49,Urgência
2023,10,Hospital Regional Norte,Ortopedia,18,0.629,56,6.1,0.052,1,11783.81,65+,Urgência
2023,10,Hospital Regional Sul,Cardiologia,78,0.758,118,4.7,0.079,2,5495.93,0-14,Urgência
2023,10,Hospital Regional Sul,Clínica Médica,77,0.881,150,3.2,0.087,2,3295.81,65+,Eletiva
2023,10,Hospital Regional Sul,Ortopedia,25,0.681,49,6.9,0.074,1,3929.77,15-29,Eletiva
2023,10,Hospital Regional Sul,Neurologia,67,0.595,117,7.5,0.044,3,3493.31,65+,Urgência
2023,10,Hospital Regional Sul,Pediatria,56,0.778,77,1.3,0.067,2,3859.64,15-29,Urgência
2023,10,Hospital Universitário,Pediatria,37,0.893,61,6.3,0.064,0,4194.71,50-64,Urgência
2023,10,Hospital Universitário,Ortopedia,27,0.655,33,6.4,0.098,1,3179.74,15-29,Eletiva
2023,10,Hospital Universitário,Cardiologia,65,0.673,68,37.8,0.079,1,1992.48,15-29,Eletiva
2023,10,Hospital Universitário,Neurologia,37,0.872,79,4.7,0.065,0,3973.86,15-29,Urgência
2023,10,Hospital Universitário,Oncologia,29,0.725,36,4.7,0.064,0,5519.82,50-64,Urgência
2023,10,Hospital Municipal Centro,Ortopedia,42,0.787,96,8.9,0.082,4,3452.62,0-14,Urgência
2023,10,Hospital Municipal Centro,Neurologia,49,0.758,64,6.4,0.006,1,2281.11,15-29,Urgência
2023,10,Hospital Municipal Centro,Obstetrícia,27,0.769,39,4.6,0.074,1,3773.14,65+,Urgência
2023,10,Hospital Municipal Centro,Cirurgia Geral,42,0.576,47,5.8,0.106,2,2056.12,50-64,Urgência
2023,10,Hospital Municipal Centro,Cardiologia,30,0.592,30,5.8,0.091,0,1304.19,65+,Eletiva
2023,10,Hospital Municipal Centro,Oncologia,27,0.954,48,4.2,0.102,2,4658.01,65+,Urgência
2023,10,Hospital Municipal Leste,Clínica Médica,22,0.729,126,1.8,0.095,1,8634.73,15-29,Urgência
2023,10,Hospital Municipal Leste,Oncologia,32,0.848,171,3.9,0.083,4,4010.11,30-49,Eletiva
2023,10,Hospital Municipal Leste,Cardiologia,27,0.573,109,1.0,0.039,4,10042.77,30-49,Urgência
2023,10,Hospital Municipal Leste,Neurologia,22,0.652,103,2.6,0.102,2,7442.48,15-29,Urgência
2023,10,Hospital Municipal Leste,Cirurgia Geral,16,0.755,93,8.0,0.034,0,6941.12,15-29,Urgência
2023,10,Hospital Municipal Leste,Ortopedia,16,0.743,85,1.0,0.147,0,4502.7,0-14,Urgência
2023,10,Hospital Maternidade Vida,Cirurgia Geral,54,0.714,71,1.0,0.048,2,4338.04,0-14,Urgência
2023,10,Hospital Maternidade Vida,Clínica Médica,72,0.895,192,7.0,0.0,8,4196.33,15-29,Urgência
2023,10,Hospital Maternidade Vida,Pediatria,20,0.62,25,6.5,0.021,0,3946.53,65+,Urgência
2023,10,Hospital Maternidade Vida,Cardiologia,62,0.729,86,6.2,0.101,2,1881.2,15-29,Eletiva
2023,10,Hospital Pronto-Socorro 24h,Pediatria,62,0.562,53,6.6,0.07,0,2375.33,30-49,Urgência
2023,10,Hospital Pronto-Socorro 24h,Oncologia,29,0.87,63,6.2,0.06,1,3925.09,0-14,Eletiva
2023,10,Hospital Pronto-Socorro 24h,Ortopedia,63,0.789,80,3.3,0.089,2,2580.59,15-29,Urgência
2023,10,Hospital Pronto-Socorro 24h,Clínica Médica,65,0.785,116,2.0,0.06,7,2782.91,65+,Urgência
2023,10,Hospital Clínica Esperança,Pediatria,20,0.556,60,2.6,0.095,3,7351.52,50-64,Urgência
2023,10,Hospital Clínica Esperança,Neurologia,17,0.696,88,3.7,0.0,2,12421.49,0-14,Urgência
2023,10,Hospital Clínica Esperança,Cardiologia,35,0.548,104,3.5,0.052,2,10845.75,65+,Urgência
2023,10,Hospital Clínica Esperança,Obstetrícia,32,0.907,201,3.6,0.073,5,7642.91,50-64,Urgência
2023,10,Hospital Clínica Esperança,Cirurgia Geral,21,0.855,118,8.9,0.106,5,4174.0,30-49,Urgência
2023,10,Hospital Clínica Esperança,Ortopedia,23,0.8,162,5.9,0.081,8,6818.27,0-14,Urgência
2023,10,Hospital Hospital do Coração,Pediatria,25,0.668,45,2.9,0.001,1,3293.92,65+,Urgência
2023,10,Hospital Hospital do Coração,Neurologia,66,0.687,78,4.0,0.111,4,4967.44,30-49,Urgência
2023,10,Hospital Hospital do Coração,Obstetrícia,36,0.801,49,8.1,0.055,0,3218.62,0-14,Eletiva
2023,10,Hospital Hospital do Coração,Cardiologia,31,0.862,73,4.7,0.134,3,3757.53,0-14,Urgência
2023,10,Hospital Hospital do Coração,Clínica Médica,49,0.88,64,6.1,0.078,2,2984.54,30-49,Urgência
2023,10,Hospital Oncológico,Neurologia,35,0.811,60,6.4,0.034,2,3443.71,0-14,Urgência
2023,10,Hospital Oncológico,Ortopedia,39,0.811,65,,0.141,2,3266.58,15-29,Eletiva
2023,10,Hospital Oncológico,Cardiologia,46,0.692,76,3.4,,0,6386.49,65+,Eletiva
2023,10,Hospital Oncológico,Clínica Médica,28,0.807,35,6.3,0.109,1,3761.95,65+,Urgência
2023,10,Hospital Infantil Anjo,Cardiologia,51,0.667,95,5.5,0.106,2,2868.07,0-14,Urgência
2023,10,Hospital Infantil Anjo,Neurologia,37,0.729,46,9.2,0.031,1,3317.47,30-49,Urgência
2023,10,Hospital Infantil Anjo,Obstetrícia,39,0.576,39,5.6,0.122,1,2562.13,65+,Urgência
2023,10,Hospital Infantil Anjo,Cirurgia Geral,33,0.962,59,9.4,0.069,1,1639.8,50-64,Eletiva
2023,10,Hospital Infantil Anjo,Ortopedia,42,0.904,110,4.0,0.104,4,3041.2,15-29,Urgência
2023,10,Hospital Ortopédico Plus,Pediatria,50,0.631,60,7.3,0.067,2,3969.23,0-14,Eletiva
2023,10,Hospital Ortopédico Plus,Oncologia,66,0.589,64,5.7,0.142,0,3278.62,30-49,Urgência
