pedido_id,data_pedido,hora_pedido,vendedor_id,categoria,produto_id,preco_unitario,quantidade,valor_total,frete,estado_cliente,status_pedido,nota_avaliacao
PED-004318,2024-02-15,06:44,VEND-0102,Esporte & Lazer,PROD-0336,190.11,1,190.11,32.73,CE,Entregue,4.0
PED-004319,2024-02-10,08:09,VEND-0089,Acessórios,PROD-0272,44.28,1,44.28,5.49,CE,Entregue,4.0
PED-004320,2023-04-17,18:12,VEND-0083,Infantil,PROD-0451,69.35,3,208.04,6.49,BA,Entregue,5.0
PED-004321,2024-04-22,16:50,VEND-0075,Casa & Decoração,PROD-0248,199.81,2,399.62,5.16,PI,Em trânsito,
PED-004322,2024-08-23,15:11,VEND-0067,Moda Feminina,PROD-0202,81.7,1,81.7,6.85,SE,Entregue,5.0
PED-004323,2024-11-29,08:01,VEND-0088,Casa & Decoração,PROD-0054,334.28,1,334.28,13.4,PI,Entregue,5.0
PED-004324,2023-01-21,03:42,VEND-0086,Acessórios,PROD-0070,54.03,1,54.03,38.85,PE,Cancelado,
PED-004325,2023-02-18,22:08,VEND-0059,Casa & Decoração,PROD-0198,73.57,1,73.57,19.75,CE,Entregue,4.0
PED-004326,2023-11-02,21:17,VEND-0120,Acessórios,PROD-0207,57.74,2,115.47,9.78,BA,Devolvido,
PED-004327,2024-04-02,18:25,VEND-0036,Esporte & Lazer,PROD-0268,72.96,1,72.96,22.48,CE,Entregue,4.0
PED-004328,2023-04-07,15:18,VEND-0059,Moda Feminina,PROD-0231,166.44,2,332.88,10.01,SP,Cancelado,
PED-004329,2023-03-09,16:59,VEND-0119,Moda Masculina,PROD-0489,258.83,1,258.83,19.75,SP,Entregue,5.0
PED-004330,2023-07-12,14:46,VEND-0120,Esporte & Lazer,PROD-0080,203.35,1,203.35,,SP,Entregue,5.0
PED-004331,2024-07-22,09:09,VEND-0066,Moda Feminina,PROD-0442,201.65,1,201.65,20.71,RJ,Em trânsito,
PED-004332,2024-12-12,13:48,VEND-0057,Infantil,PROD-0134,115.45,1,115.45,18.3,RJ,Devolvido,
PED-004333,2023-03-01,13:47,VEND-0065,Esporte & Lazer,PROD-0219,206.32,1,206.32,38.68,MG,Em trânsito,
PED-004334,2023-07-03,20:17,VEND-0006,Eletrônicos,PROD-0277,465.36,1,465.36,29.68,PR,Em trânsito,
PED-004335,2023-09-22,09:54,VEND-0073,Eletrônicos,PROD-0171,613.15,1,613.15,17.71,SP,Entregue,5.0
PED-004336,2023-04-16,11:19,VEND-0030,Moda Masculina,PROD-0205,121.71 ,1,121.71,35.57,RJ,Entregue,4.0
PED-004337,2023-10-13,23:46,VEND-0052,Moda Feminina,PROD-0418,109.83 ,2,219.66,19.16,CE,Devolvido,
PED-004338,2023-12-02,06:31,VEND-0030,Casa & Decoração,PROD-0211,173.54,1,173.54,11.18,SP,Cancelado,
PED-004339,2023-02-06,13:41,VEND-0076,Moda Masculina,PROD-0219,112.69,1,112.69,,CE,Entregue,3.0
PED-004340,2023-09-27,17:45,VEND-0040,Casa & Decoração,PROD-0371,100.27,1,100.27,25.92,CE,Entregue,4.0
PED-004341,2023-11-15,07:39,VEND-0060,Moda Feminina,PROD-0330,22.91,1,22.91,26.09,SP,Entregue,1.0
PED-004342,2023-05-26,15:32,VEND-0049,Moda Masculina,PROD-0401,115.21,2,230.41,22.39,CE,Entregue,2.0
PED-004343,2024-06-29,13:26,VEND-0014,Acessórios,PROD-0423,23.65,1,23.65,44.66,GO,Entregue,4.0
PED-004344,2024-06-25,08:44,VEND-0029,Eletrônicos,PROD-0258,525.46,1,525.46,42.52,SE,Devolvido,
PED-004345,2023-10-04,05:21,VEND-0045,Esporte & Lazer,PROD-0270,95.22,1,95.22,18.45,PI,Cancelado,
PED-004346,2024-02-08,12:06,VEND-0021,Eletrônicos,PROD-0082,690.15,1,690.15,34.64,CE,Cancelado,
PED-004347,2023-03-12,19:21,VEND-0041,Moda Feminina,PROD-0356,95.5,1,95.5,39.83,SE,Entregue,5.0
PED-004348,2024-09-26,07:48,VEND-0062,Eletrônicos,PROD-0349,412.27,3,1236.81,22.18,CE,Entregue,5.0
PED-004349,2023-01-21,09:44,VEND-0027,Eletrônicos,PROD-0351,618.71,1,618.71,30.71,SP,Entregue,5.0
PED-004350,2023-11-26,04:42,VEND-0044,Eletrônicos,PROD-0078,159.5,1,159.5,38.44,RJ,Em trânsito,
PED-004351,2024-02-10,11:25,VEND-0093,Casa & Decoração,PROD-0211,232.98,1,232.98,11.65,MG,Em trânsito,
PED-004352,2024-10-16,15:48,VEND-0036,Acessórios,PROD-0486,63.16,1,63.16,28.86,MG,Devolvido,
PED-004353,2024-04-25,04:45,VEND-0053,Eletrônicos,PROD-0445,443.51,1,443.51,12.28,MA,Entregue,5.0
PED-004354,2024-03-28,15:28,VEND-0064,Casa & Decoração,PROD-0230,115.22,2,230.44,32.38,CE,Devolvido,
PED-004355,2023-03-24,23:36,VEND-0050,Esporte & Lazer,PROD-0464,124.83,1,124.83,31.56,SP,Cancelado,
PED-004356,2023-04-11,10:00,VEND-0072,Esporte & Lazer,PROD-0389,202.31,1,202.31,24.1,PR,Devolvido,
PED-004357,2023-04-27,19:55,VEND-0010,Casa & Decoração,PROD-0004,265.84,1,265.84,16.16,GO,Entregue,4.0
PED-004358,2023-03-28,12:27,VEND-0098,Casa & Decoração,PROD-0301,159.72,1,159.72,19.53,PE,Devolvido,
PED-004359,2024-02-12,07:13,VEND-0073,Casa & Decoração,PROD-0373,237.58,1,237.58,22.38,CE,Entregue,4.0
PED-004360,2024-06-26,09:02,VEND-0083,Moda Masculina,PROD-0197,169.91,1,169.91,40.63,RN,Entregue,5.0
PED-004361,2024-05-31,03:18,VEND-0115,Casa & Decoração,PROD-0328,246.82,2,493.64,30.37,RN,Devolvido,
PED-004362,2023-05-08,19:02,VEND-0100,Eletrônicos,PROD-0401,265.87,1,265.87,44.36,RJ,Entregue,4.0
PED-004363,2024-09-06,18:39,VEND-0116,Beleza & Saúde,PROD-0051,65.24,1,65.24,37.37,SP,Entregue,4.0
PED-004364,2024-09-17,16:56,VEND-0049,Infantil,PROD-0262,97.28,1,97.28,21.99,BA,Entregue,5.0
PED-004365,2023-10-30,13:14,VEND-0103,Acessórios,PROD-0046,65.13,1,65.13,,PB,Entregue,3.0
PED-004366,2023-06-15,15:33,VEND-0079,Moda Feminina,PROD-0193,70.23,1,70.23,8.41,RS,Em trânsito,
PED-004367,2023-02-01,19:07,VEND-0106,Casa & Decoração,PROD-0320,210.44,1,210.44,27.69,PB,Entregue,5.0
PED-004368,2024-08-21,14:14,VEND-0034,Casa & Decoração,PROD-0312,257.2,1,257.2,11.74,SP,Entregue,4.0
PED-004369,2023-12-16,12:07,VEND-0070,Esporte & Lazer,PROD-0260,296.31,1,296.31,9.55,PI,Devolvido,
PED-004370,2024-06-23,10:40,VEND-0097,Moda Masculina,PROD-0161,163.33,2,326.66,25.93,BA,Entregue,4.0
PED-004371,2023-03-13,15:09,VEND-0036,Eletrônicos,PROD-0319,366.94,1,366.94,30.71,CE,Entregue,4.0
PED-004372,2024-09-07,12:19,VEND-0091,Beleza & Saúde,PROD-0131,38.9,1,38.9,10.14,PE,Entregue,3.0
PED-004373,2024-06-19,03:51,VEND-0005,Eletrônicos,PROD-0385,770.44,1,770.44,35.4,RJ,Em trânsito,
PED-004374,2023-10-14,21:40,VEND-0098,Casa & Decoração,PROD-0492,170.82,1,170.82,,PA,Entregue,4.0
PED-004375,2024-04-30,08:07,VEND-0085,Eletrônicos,PROD-0463,607.12,1,607.12,11.97,RJ,Entregue,5.0
PED-004376,2024-08-08,08:17,VEND-0040,Infantil,PROD-0393,144.09,1,144.09,13.33,MG,Cancelado,
PED-004377,2024-04-05,12:15,VEND-0084,Eletrônicos,PROD-0229,286.63,1,286.63,38.67,RS,Entregue,4.0
PED-004378,2024-03-15,21:54,VEND-0089,Acessórios,PROD-0301,58.29,2,116.58,5.66,PI,Entregue,4.0
PED-004379,2024-12-17,05:20,VEND-0045,Moda Feminina,PROD-0060,122.62,1,122.62,29.42,SP,Entregue,2.0
PED-004380,2023-10-30,17:35,VEND-0088,Acessórios,PROD-0394,71.7,2,143.41,8.3,MG,Entregue,4.0
PED-004381,2024-09-21,11:27,VEND-0104,Moda Feminina,PROD-0187,160.01,1,160.01,44.81,RS,Entregue,5.0
PED-004382,2024-04-14,11:02,VEND-0056,Eletrônicos,PROD-0176,598.39,1,598.39,37.35,RJ,Em trânsito,
PED-004383,2023-11-29,16:54,VEND-0080,Moda Masculina,PROD-0462,182.12,1,182.12,29.57,CE,Entregue,4.0
PED-004384,2024-10-11,12:54,VEND-0111,Infantil,PROD-0052,89.95,1,89.95,34.01,GO,Cancelado,
PED-004385,2023-09-08,13:57,VEND-0111,Esporte & Lazer,PROD-0008,263.09,1,263.09,18.79,PB,Em trânsito,
PED-004386,2024-11-24,19:46,VEND-0107,Casa & Decoração,PROD-0268,85.42,1,85.42,10.94,SP,Entregue,4.0
PED-004387,2023-01-07,09:52,VEND-0107,Moda Feminina,PROD-0243,93.04,2,186.08,39.7,PA,Entregue,3.0
PED-004388,2024-12-08,16:22,VEND-0040,Casa & Decoração,PROD-0319,138.01,1,138.01,34.35,RJ,Cancelado,
PED-004389,2023-04-30,09:14,VEND-0055,Infantil,PROD-0170,90.09,1,90.09,29.59,PB,Entregue,3.0
PED-004390,2024-11-27,11:47,VEND-0094,Eletrônicos,PROD-0493,542.94,1,542.94,26.98,RJ,Devolvido,
PED-004391,2023-01-05,11:22,VEND-0028,Moda Feminina,PROD-0220,82.74,1,82.74,40.28,SP,Entregue,4.0
PED-004392,2024-09-14,16:43,VEND-0073,Moda Masculina,PROD-0416,232.03,1,232.03,42.89,PA,Cancelado,
PED-004393,2023-01-06,15:47,VEND-0064,Eletrônicos,PROD-0142,319.83,1,319.83,35.37,CE,Entregue,2.0
PED-004394,2023-02-01,06:06,VEND-0010,Moda Feminina,PROD-0129,123.76,1,123.76,8.73,PE,Devolvido,
PED-004395,2023-11-09,13:40,VEND-0086,Infantil,PROD-0053,64.9,1,64.9,16.05,RN,Em trânsito,
PED-004396,2023-12-14,11:30,VEND-0040,Esporte & Lazer,PROD-0418,233.79,1,233.79,40.48,MG,Entregue,5.0
PED-004397,2024-11-17,20:01,VEND-0083,Infantil,PROD-0144,104.51,1,104.51,17.53,PB,Entregue,3.0
PED-004398,2024-10-20,09:44,VEND-0011,Moda Feminina,PROD-0089,108.09,1,108.09,22.34,PE,Cancelado,
PED-004399,2024-04-15,12:17,VEND-0119,Moda Feminina,PROD-0243,126.74,1,126.74,28.42,CE,Entregue,5.0
PED-004400,2024-02-14,17:26,VEND-0010,Eletrônicos,PROD-0318,329.09,1,329.09,22.09,PB,Entregue,4.0
PED-004401,2023-09-02,20:14,VEND-0049,Moda Feminina,PROD-0299,97.61,1,97.61,15.33,SE,Entregue,5.0
PED-004402,2024-01-16,23:10,VEND-0102,Beleza & Saúde,PROD-0329,64.37,1,64.37,6.64,CE,Entregue,4.0
PED-004403,2024-08-23,11:10,VEND-0031,Moda Masculina,PROD-0482,133.25,1,133.25,9.82,PE,Entregue,2.0
PED-004404,2024-01-11,11:11,VEND-0110,Acessórios,PROD-0049,84.9,3,254.71,28.37,RS,Devolvido,
PED-004405,2024-07-23,22:34,VEND-0079,Moda Masculina,PROD-0460,141.23,1,141.23,40.03,PR,Entregue,5.0
PED-004406,2023-12-03,02:16,VEND-0074,Eletrônicos,PROD-0262,313.42,1,313.42,9.41,SP,Em trânsito,
PED-004407,2023-12-26,22:18,VEND-0004,Casa & Decoração,PROD-0364,213.78,1,213.78,39.88,SE,Entregue,5.0
PED-004408,2024-05-09,18:38,VEND-0096,Moda Masculina,PROD-0182,15.0,1,15.0,12.71,MA,Em trânsito,
PED-004409,2024-05-28,11:28,VEND-0066,Eletrônicos,PROD-0461,508.0,2,1016.01,16.35,PB,Devolvido,
PED-004410,2023-06-03,04:23,VEND-0044,Esporte & Lazer,PROD-0375,349.07,1,349.07,32.05,PE,Entregue,5.0
PED-004411,2023-01-10,11:26,VEND-0025,Casa & Decoração,PROD-0142,249.49,1,249.49,22.48,CE,Em trânsito,
PED-004412,2024-04-28,10:11,VEND-0120,Eletrônicos,PROD-0245,517.25,1,517.25,19.21,PR,Entregue,5.0
PED-004413,2023-09-26,11:37,VEND-0109,Esporte & Lazer,PROD-0355,108.33,2,216.66,7.5,RN,Entregue,2.0
PED-004414,2023-03-12,06:20,VEND-0034,Infantil,PROD-0311,85.18,1,85.18,41.81,MG,Cancelado,
PED-004415,2024-10-01,04:46,VEND-0115,Casa & Decoração,PROD-0053,281.62,1,281.62,29.43,CE,Entregue,4.0
PED-004416,2023-02-25,18:36,VEND-0110,Moda Feminina,PROD-0418,129.16,2,258.33,39.94,MG,Entregue,5.0
PED-004417,2024-06-29,11:33,VEND-0107,Moda Feminina,PROD-0229,160.52,1,160.52,18.21,CE,Entregue,2.0
PED-004418,2023-12-12,14:49,VEND-0109,Infantil,PROD-0273,151.77,3,455.31,31.21,GO,Entregue,4.0
PED-004419,2024-04-15,13:52,VEND-0085,Casa & Decoração,PROD-0157,57.25,1,57.25,14.85,CE,Devolvido,
PED-004420,2024-02-17,08:24,VEND-0038,Casa & Decoração,PROD-0128,188.72,1,188.72,34.14,CE,Entregue,4.0
PED-004421,2024-02-10,01:34,VEND-0082,Moda Masculina,PROD-0096,149.57,1,149.57,19.04,CE,Em trânsito,
PED-004422,2023-02-14,22:35,VEND-0120,Moda Masculina,PROD-0251,67.64,1,67.64,24.48,RJ,Entregue,5.0
PED-004423,2023-05-09,11:40,VEND-0048,Casa & Decoração,PROD-0037,145.52,1,145.52,9.45,CE,Em trânsito,
PED-004424,2024-12-22,19:26,VEND-0119,Eletrônicos,PROD-0016,287.45,3,862.36,6.91,PI,Em trânsito,
PED-004425,2023-09-09,12:32,VEND-0002,Acessórios,PROD-0238,70.46,1,70.46,42.3,PA,Entregue,5.0
PED-004426,2024-01-24,01:30,VEND-0005,Casa & Decoração,PROD-0284,170.57,1,170.57,31.68,CE,Entregue,3.0
PED-004427,2023-08-27,09:25,VEND-0017,Moda Feminina,PROD-0210,66.61,1,66.61,24.36,MA,Entregue,1.0
PED-004428,2024-10-18,10:24,VEND-0083,Beleza & Saúde,PROD-0101,65.51,1,65.51,16.11,CE,Entregue,4.0
PED-004429,2023-11-27,18:15,VEND-0057,Esporte & Lazer,PROD-0077,86.54,1,86.54,20.95,CE,Devolvido,
PED-004430,2023-04-20,10:18,VEND-0098,Esporte & Lazer,PROD-0328,101.93,2,203.85,17.24,SP,Entregue,5.0
PED-004431,2024-09-02,21:47,VEND-0049,Beleza & Saúde,PROD-0232,65.73,1,65.73,13.2,SP,Devolvido,
PED-004432,2023-12-06,12:29,VEND-0059,Infantil,PROD-0429,74.24,1,74.24,25.98,PE,Em trânsito,
PED-004433,2023-11-29,06:37,VEND-0016,Infantil,PROD-0096,48.29,1,48.29,31.41,SP,Entregue,3.0
PED-004434,2023-05-10,15:29,VEND-0106,Eletrônicos,PROD-0102,377.45,1,377.45,33.6,SP,Em trânsito,
PED-004435,2023-01-12,07:48,VEND-0111,Eletrônicos,PROD-0482,489.06,3,1467.19,38.01,CE,Entregue,4.0
PED-004436,2023-08-23,13:41,VEND-0061,Beleza & Saúde,PROD-0080,50.75,1,50.75,40.24,CE,Em trânsito,
PED-004437,2024-12-13,14:08,VEND-0026,Esporte & Lazer,PROD-0060,268.73,1,268.73,40.35,SP,Entregue,2.0
PED-004438,2023-02-13,01:19,VEND-0022,Eletrônicos,PROD-0413,357.41,1,357.41,13.9,SP,Cancelado,
PED-004439,2024-10-15,09:01,VEND-0050,Infantil,PROD-0269,53.72,1,53.72,41.43,PA,Cancelado,
PED-004440,2023-10-21,00:31,VEND-0023,Eletrônicos,PROD-0385,426.82,3,1280.46,,MG,Cancelado,
PED-004441,2024-06-07,14:56,VEND-0115,Moda Feminina,PROD-0438,54.15,1,54.15,19.29,SP,Entregue,5.0
PED-004442,2024-10-27,10:13,VEND-0073,Infantil,PROD-0355,80.6,1,80.6,24.3,PA,Entregue,5.0
PED-004443,2023-09-20,18:04,VEND-0021,Eletrônicos,PROD-0449,345.98,2,691.96,17.29,RN,Entregue,5.0
PED-004444,2023-09-15,15:03,VEND-0118,Esporte & Lazer,PROD-0388,109.98,1,109.98,,RJ,Cancelado,
PED-004445,2024-07-07,21:14,VEND-0045,Moda Feminina,PROD-0377,99.16,3,297.48,20.16,CE,Devolvido,
PED-004446,2024-04-12,12:13,VEND-0111,Beleza & Saúde,PROD-0153,15.0,1,15.0,33.15,SP,Cancelado,
PED-004447,2023-11-18,15:17,VEND-0090,Moda Masculina,PROD-0298,173.14,1,173.14,,CE,Devolvido,
PED-004448,2024-03-14,21:22,VEND-0006,Moda Feminina,PROD-0108,107.39,1,107.39,25.72,RN,Entregue,1.0
PED-004449,2024-06-17,18:36,VEND-0093,Moda Feminina,PROD-0081,82.19,1,82.19,8.2,RJ,Devolvido,
PED-004450,2024-07-03,20:25,VEND-0019,Casa & Decoração,PROD-0033,164.87,1,164.87,20.77,RN,Entregue,3.0
PED-004451,2023-04-14,11:03,VEND-0113,Acessórios,PROD-0198,64.86,1,64.86,35.4,MA,Entregue,4.0
PED-004452,2023-12-18,15:55,VEND-0023,Eletrônicos,PROD-0198,204.98,1,204.98,16.4,MG,Entregue,3.0
PED-004453,2024-04-17,05:45,VEND-0104,Moda Feminina,PROD-0304,77.04,1,77.04,11.36,PA,Entregue,2.0
PED-004454,2023-01-10,12:43,VEND-0100,Eletrônicos,PROD-0026,283.83,1,283.83,35.88,RJ,Devolvido,
PED-004455,2024-07-03,10:42,VEND-0023,Moda Feminina,PROD-0439,123.15,2,246.3,,RN,Entregue,5.0
PED-004456,2024-08-26,07:36,VEND-0057,Acessórios,PROD-0172,90.68,1,90.68,16.32,MG,Entregue,1.0
PED-004457,2023-11-27,14:26,VEND-0084,Casa & Decoração,PROD-0492,189.62,1,189.62,21.09,MG,Entregue,4.0
PED-004458,2024-05-19,20:28,VEND-0095,Infantil,PROD-0307,59.8,3,179.4,5.55,CE,Em trânsito,
PED-004459,2023-03-26,10:33,VEND-0047,Esporte & Lazer,PROD-0493,266.47,1,266.47,11.92,MA,Devolvido,
PED-004460,2024-02-07,14:40,VEND-0080,Eletrônicos,PROD-0329,249.38,1,249.38,37.78,CE,Cancelado,
PED-004461,2024-03-01,02:54,VEND-0045,Acessórios,PROD-0384,47.63,1,47.63,18.69,RS,Entregue,4.0
PED-004462,2024-08-02,14:35,VEND-0042,Eletrônicos,PROD-0281,566.38,1,566.38,23.84,CE,Entregue,5.0
PED-004463,2024-09-11,14:58,VEND-0100,Eletrônicos,PROD-0419,413.81,2,827.61,38.64,CE,Entregue,4.0
PED-004464,2023-09-25,16:37,VEND-0068,Casa & Decoração,PROD-0267,270.42,1,270.42,42.85,CE,Entregue,3.0
PED-004465,2024-01-12,11:59,VEND-0107,Eletrônicos,PROD-0218,349.29,2,698.57,31.21,MG,Entregue,5.0
PED-004466,2024-09-02,18:10,VEND-0064,Infantil,PROD-0493,57.14,1,57.14,10.96,RN,Entregue,5.0
PED-004467,2023-09-30,13:46,VEND-0119,Moda Feminina,PROD-0123,116.02,3,348.05,6.79,CE,Entregue,4.0
PED-004468,2024-10-15,12:46,VEND-0112,Beleza & Saúde,PROD-0297,120.29,1,120.29,18.43,CE,Entregue,5.0
PED-004469,2024-05-12,08:21,VEND-0030,Moda Masculina,PROD-0320,134.27,1,134.27,27.93,PI,Entregue,4.0
PED-004470,2024-02-08,08:27,VEND-0035,Esporte & Lazer,PROD-0008,205.4,1,205.4,13.69,CE,Entregue,5.0
PED-004471,2023-06-10,15:37,VEND-0020,Beleza & Saúde,PROD-0335,60.92,1,60.92,35.78,GO,Devolvido,
PED-004472,2023-05-05,12:08,VEND-0066,Moda Feminina,PROD-0111,105.76,1,105.76,28.78,CE,Em trânsito,
PED-004473,2023-10-04,15:59,VEND-0070,Beleza & Saúde,PROD-0250,116.05,1,116.05,12.9,SP,Cancelado,
PED-004474,2023-06-14,16:54,VEND-0065,Moda Masculina,PROD-0304,93.32,1,93.32,30.15,MG,Entregue,5.0
PED-004475,2023-08-10,10:15,VEND-0005,Eletrônicos,PROD-0226,487.92,1,487.92,25.78,RS,Entregue,5.0
PED-004476,2024-01-09,01:29,VEND-0039,Moda Feminina,PROD-0097,116.43,1,116.43,22.76,SP,Devolvido,
PED-004477,2023-07-26,12:21,VEND-0067,Esporte & Lazer,PROD-0369,249.34,1,249.34,,CE,Entregue,4.0
PED-004478,2024-01-25,17:22,VEND-0071,Esporte & Lazer,PROD-0255,207.6,1,207.6,6.77,RJ,Cancelado,
PED-004479,2024-02-24,21:05,VEND-0031,Eletrônicos,PROD-0226,320.36,3,961.07,5.67,BA,Entregue,2.0
PED-004480,2023-03-23,20:49,VEND-0078,Acessórios,PROD-0291,71.67 ,1,71.67,9.16,CE,Cancelado,
PED-004481,2024-02-12,22:19,VEND-0102,Moda Masculina,PROD-0396,180.32,1,180.32,35.86,CE,Entregue,5.0
PED-004482,2024-05-26,04:05,VEND-0042,Esporte & Lazer,PROD-0115,200.33,1,200.33,10.41,SP,Entregue,4.0
PED-004483,2023-09-17,22:17,VEND-0082,Moda Feminina,PROD-0379,125.58,2,251.17,11.02,CE,Devolvido,
PED-004484,2023-09-14,16:16,VEND-0120,Infantil,PROD-0380,109.82,1,109.82,26.39,PE,Cancelado,
PED-004485,2023-02-25,09:57,VEND-0018,Esporte & Lazer,PROD-0253,155.46,1,155.46,29.61,RJ,Entregue,4.0
PED-004486,2023-10-04,01:10,VEND-0066,Eletrônicos,PROD-0291,594.43,1,594.43,23.16,PE,Em trânsito,
PED-004487,2024-02-10,11:59,VEND-0095,Moda Feminina,PROD-0402,137.53,2,275.06,43.39,SP,Entregue,4.0
PED-004488,2023-10-17,19:36,VEND-0086,Esporte & Lazer,PROD-0209,106.35,1,106.35,33.47,SP,Em trânsito,
PED-004489,2024-02-14,15:39,VEND-0017,Casa & Decoração,PROD-0474,105.89,1,105.89,39.56,CE,Cancelado,
PED-004490,2023-04-30,12:30,VEND-0036,Casa & Decoração,PROD-0417,246.88,1,246.88,37.05,RN,Entregue,4.0
PED-004491,2024-07-27,03:41,VEND-0101,Casa & Decoração,PROD-0024,282.66,1,282.66,,PA,Em trânsito,
PED-004492,2023-01-06,17:12,VEND-0008,Eletrônicos,PROD-0410,587.31,1,587.31,37.64,MA,Cancelado,
PED-004493,2024-06-05,07:27,VEND-0119,Beleza & Saúde,PROD-0386,72.04,1,72.04,31.95,RJ,Entregue,4.0
PED-004494,2024-05-03,08:01,VEND-0083,Beleza & Saúde,PROD-0008,90.64,1,90.64,38.39,GO,Entregue,5.0
PED-004495,2023-01-08,06:58,VEND-0024,Beleza & Saúde,PROD-0349,112.17,1,112.17,9.49,PA,Em trânsito,
PED-004496,2024-02-27,12:17,VEND-0079,Beleza & Saúde,PROD-0030,111.03,2,222.07,8.26,MG,Entregue,3.0
PED-004497,2023-03-19,13:16,VEND-0005,Casa & Decoração,PROD-0247,99.44,1,99.44,6.05,RJ,Entregue,5.0
PED-004498,2024-11-05,19:42,VEND-0015,Esporte & Lazer,PROD-0327,179.76,1,179.76,21.2,MA,Em trânsito,
PED-004499,2024-06-26,07:08,VEND-0075,Moda Masculina,PROD-0130,182.29,1,182.29,13.36,SP,Cancelado,
PED-004500,2024-03-01,09:03,VEND-0025,Acessórios,PROD-0192,66.47,1,66.47,14.54,CE,Entregue,5.0
PED-004501,2024-06-17,13:17,VEND-0101,Eletrônicos,PROD-0006,328.49,1,328.49,8.12,CE,Entregue,2.0
PED-004502,2024-12-18,16:43,VEND-0067,Beleza & Saúde,PROD-0012,115.21,1,115.21,42.46,MG,Entregue,5.0
PED-004503,2023-05-01,18:00,VEND-0009,Acessórios,PROD-0085,49.42,2,98.84,25.49,CE,Entregue,4.0
PED-004504,2023-04-04,06:19,VEND-0021,Moda Masculina,PROD-0335,165.09,1,165.09,15.27,PA,Entregue,1.0
PED-004505,2023-06-04,14:32,VEND-0013,Infantil,PROD-0127,100.76,1,100.76,41.09,CE,Entregue,3.0
PED-004506,2023-06-02,08:10,VEND-0054,Esporte & Lazer,PROD-0265,313.59,1,313.59,25.82,MG,Entregue,5.0
PED-004507,2023-05-20,12:59,VEND-0083,Acessórios,PROD-0222,87.7,1,87.7,12.61,CE,Entregue,5.0
PED-004508,2023-07-12,15:21,VEND-0089,Moda Masculina,PROD-0121,111.55,1,111.55,17.13,BA,Entregue,3.0
PED-004509,2023-12-28,17:06,VEND-0001,Moda Masculina,PROD-0473,113.69,2,227.39,21.18,SP,Entregue,3.0
PED-004510,2024-04-29,11:13,VEND-0020,Eletrônicos,PROD-0170,316.24,1,316.24,35.89,SP,Entregue,3.0
PED-004511,2024-04-25,15:37,VEND-0028,Esporte & Lazer,PROD-0442,133.24,1,133.24,34.02,CE,Entregue,3.0
PED-004512,2023-11-21,03:51,VEND-0041,Casa & Decoração,PROD-0468,224.81,2,449.63,8.98,PE,Devolvido,
PED-004513,2024-08-14,18:49,VEND-0102,Moda Feminina,PROD-0100,133.51,1,133.51,36.26,PE,Entregue,4.0
PED-004514,2024-07-22,17:13,VEND-0099,Beleza & Saúde,PROD-0105,67.44,1,67.44,7.66,RJ,Cancelado,
PED-004515,2023-05-09,15:18,VEND-0055,Infantil,PROD-0137,127.94,2,255.88,33.83,SE,Entregue,3.0
PED-004516,2024-11-04,15:11,VEND-0109,Eletrônicos,PROD-0371,295.02,1,295.02,8.3,RS,Em trânsito,
PED-004517,2023-09-19,09:48,VEND-0073,Esporte & Lazer,PROD-0008,220.36,1,220.36,12.73,RJ,Entregue,5.0
PED-004518,2024-10-21,11:37,VEND-0091,Casa & Decoração,PROD-0047,104.17,1,104.17,10.28,GO,Em trânsito,
PED-004519,2024-10-08,18:34,VEND-0048,Moda Feminina,PROD-0380,202.01,1,202.01,15.46,RS,Devolvido,
PED-004520,2024-09-15,10:07,VEND-0001,Moda Feminina,PROD-0129,78.35,1,78.35,39.66,CE,Entregue,5.0
PED-004521,2024-03-09,13:56,VEND-0084,Casa & Decoração,PROD-0111,307.94,1,307.94,10.82,PE,Entregue,5.0
PED-004522,2023-04-21,10:59,VEND-0026,Esporte & Lazer,PROD-0325,181.53,1,181.53,33.77,CE,Entregue,2.0
PED-004523,2024-08-27,09:44,VEND-0014,Infantil,PROD-0486,77.37,2,154.75,34.78,CE,Entregue,2.0
PED-004524,2023-01-04,08:38,VEND-0025,Casa & Decoração,PROD-0414,162.39,1,162.39,31.03,CE,Entregue,4.0
PED-004525,2023-10-30,22:20,VEND-0068,Eletrônicos,PROD-0053,403.99,1,403.99,31.95,PI,Entregue,4.0
PED-004526,2023-06-09,17:00,VEND-0088,Acessórios,PROD-0236,108.03,1,108.03,40.54,CE,Entregue,3.0
PED-004527,2024-08-31,13:49,VEND-0081,Acessórios,PROD-0408,59.33,1,59.33,11.69,RJ,Entregue,4.0
PED-004528,2023-10-15,17:48,VEND-0093,Moda Feminina,PROD-0498,66.75,1,66.75,11.08,CE,Entregue,5.0
PED-004529,2023-11-23,03:56,VEND-0095,Casa & Decoração,PROD-0060,282.48,1,282.48,19.22,RS,Entregue,5.0
PED-004530,2023-05-30,12:12,VEND-0117,Eletrônicos,PROD-0132,637.92,1,637.92,33.94,PA,Entregue,5.0
PED-004531,2023-02-25,12:46,VEND-0086,Moda Masculina,PROD-0298,59.89,2,119.78,29.01,SP,Entregue,3.0
PED-004532,2024-10-04,02:42,VEND-0043,Esporte & Lazer,PROD-0253,126.08,1,126.08,23.07,PB,Entregue,5.0
