municipio,ano,programa,valor_repassado,valor_executado_declarado,fonte
Município 93,2023,Saneamento,464728.1,432261.5,PAC
Município 94,2020,Esporte,298865.77,292923.87,FPM
Município 94,2020,Infraestrutura,593736.53,592277.15,SUS
Município 94,2020,Assistência Social,397206.52,338269.5,SUS
Município 94,2020,Cultura,693007.33,646288.7,FPM
Município 94,2020,Educação Fundamental,50000.0,45464.74,Emenda Parlamentar
Município 94,2020,Saúde Básica,479737.5,435347.61,PAC
Município 94,2021,Assistência Social,395308.75,340031.56,SUS
Município 94,2021,Infraestrutura,476154.37,404753.27,FPM
Município 94,2021,Educação Fundamental,298203.11,281663.04,FUNDEB
Município 94,2021,Saúde Básica,491134.24,489061.55,SUS
Município 94,2021,Saneamento,489840.5,434628.49,PAC
Município 94,2021,Esporte,270130.41,259105.54,SUS
Município 94,2022,Assistência Social,220069.13,191962.91,SUS
Município 94,2022,Educação Fundamental,840934.17,757864.25,SUS
Município 94,2022,Cultura,638121.73,592289.92,FPM
Município 94,2023,Esporte,235379.77,205626.2,Emenda Parlamentar
Município 94,2023,Saúde Básica,455802.02,411796.91,FUNDEB
Município 94,2023,Cultura,903071.46,828695.5,SUS
Município 94,2023,Infraestrutura,695935.07,693841.66,FPM
Município 94,2023,Assistência Social,622107.51,605584.48,PAC
Município 95,2020,Cultura,521378.83,502209.77,FUNDEB
Município 95,2020,Saúde Básica,635072.92,591244.56,FPM
Município 95,2020,Esporte,794596.65,720525.56,Emenda Parlamentar
Município 95,2020,Infraestrutura,471866.67,447366.79,PAC
Município 95,2020,Educação Fundamental,424996.87,394145.13,SUS
Município 95,2020,Saneamento,255983.39,247322.93,SUS
Município 95,2021,Assistência Social,426137.86,424185.77,SUS
Município 95,2021,Saneamento,476811.79,468102.88,PAC
Município 95,2021,Infraestrutura,422884.98,397264.62,FUNDEB
Município 95,2021,Cultura,526495.85,514610.6,Emenda Parlamentar
Município 95,2021,Esporte,480349.46,446173.24,Emenda Parlamentar
Município 95,2021,Saúde Básica,623929.47,606405.39,Emenda Parlamentar
Município 95,2022,Infraestrutura,372937.25,349445.37,SUS
Município 95,2022,Educação Fundamental,270793.61,265332.05,Emenda Parlamentar
Município 95,2022,Saúde Básica,487831.45,448023.41,Emenda Parlamentar
Município 95,2022,Esporte,556638.42,535855.63,PAC
Município 95,2022,Assistência Social,299943.92,269746.57,SUS
Município 95,2023,Esporte,362620.62,312955.43,PAC
Município 95,2023,Cultura,50000.0,46539.97,FUNDEB
Município 95,2023,Saneamento,240259.38,210841.09,PAC
Município 95,2023,Assistência Social,458191.84,402461.4,FPM
Município 96,2020,Educação Fundamental,585005.52,573618.7,PAC
Município 96,2020,Assistência Social,242951.76,233752.38,SUS
Município 96,2020,Infraestrutura,435524.05,430437.78,Emenda Parlamentar
Município 96,2020,Saúde Básica,425462.98,389722.72,PAC
Município 96,2020,Esporte,349411.35,324240.42,Emenda Parlamentar
Município 96,2021,Infraestrutura,814653.88,736908.08,PAC
Município 96,2021,Saneamento,831634.71,800153.16,Emenda Parlamentar
Município 96,2021,Saúde Básica,449980.07,434318.14,Emenda Parlamentar
Município 96,2021,Educação Fundamental,388652.21,366929.82,FPM
Município 96,2021,Esporte,715234.75,641185.52,FUNDEB
Município 96,2021,Assistência Social,509665.17,477000.25,Emenda Parlamentar
Município 96,2022,Saúde Básica,591812.82,551454.18,SUS
Município 96,2022,Cultura,887081.85,872677.97,FPM
Município 96,2022,Esporte,50000.0,47240.12,FPM
Município 96,2022,Educação Fundamental,646624.8,568743.98,Emenda Parlamentar
Município 96,2022,Infraestrutura,408369.95,357782.41,PAC
Município 96,2023,Saúde Básica,812311.81,728769.57,Emenda Parlamentar
Município 96,2023,Educação Fundamental,485432.25,434125.46,SUS
Município 96,2023,Cultura,675005.41,586197.43,PAC
Município 96,2023,Assistência Social,440003.08,421015.76,FPM
Município 96,2023,Infraestrutura,1228569.96,1150444.67,PAC
Município 96,2023,Saneamento,435655.98,407844.31,FPM
Município 97,2020,Esporte,577340.71,511253.67,FPM
Município 97,2020,Assistência Social,453676.06,453593.17,FUNDEB
Município 97,2020,Saúde Básica,449120.07,437643.55,PAC
Município 97,2020,Infraestrutura,479409.75,454592.69,PAC
Município 97,2020,Educação Fundamental,698493.18,672660.92,FUNDEB
Município 97,2021,Esporte,404622.72,371194.39,SUS
Município 97,2021,Infraestrutura,528982.26,489315.54,SUS
Município 97,2021,Saneamento,71531.0,61547.17,FPM
Município 97,2021,Educação Fundamental,684605.68,601682.17,SUS
Município 97,2022,Saúde Básica,485891.96,465548.13,SUS
Município 97,2022,Esporte,493503.68,486412.03,FPM
Município 97,2022,Cultura,233196.24,203901.71,SUS
Município 97,2022,Assistência Social,592997.04,532642.08,PAC
Município 97,2022,Infraestrutura,541474.31,519827.91,FUNDEB
Município 97,2023,Esporte,69936.45,62273.61,FPM
Município 97,2023,Saúde Básica,475710.69,470655.64,PAC
Município 97,2023,Cultura,775878.88,696668.46,Emenda Parlamentar
Município 98,2020,Saneamento,408428.98,357616.39,PAC
Município 98,2020,Cultura,342421.56,334535.04,Emenda Parlamentar
Município 98,2020,Saúde Básica,356934.93,349916.01,Emenda Parlamentar
Município 98,2020,Esporte,410994.19,389030.21,FPM
Município 98,2020,Educação Fundamental,678478.52,578939.28,PAC
Município 98,2021,Saneamento,279083.29,253979.04,PAC
Município 98,2021,Educação Fundamental,170195.24,148365.33,FPM
Município 98,2021,Infraestrutura,424851.7,373609.93,SUS
Município 98,2021,Assistência Social,644581.99,557099.82,FPM
Município 98,2021,Cultura,306913.45,265998.91,FUNDEB
Município 98,2021,Saúde Básica,380584.13,334949.87,PAC
Município 98,2022,Saneamento,344342.79,316771.15,FUNDEB
Município 98,2022,Assistência Social,628784.11,616339.13,FUNDEB
Município 98,2022,Cultura,1107336.83,996147.09,FUNDEB
Município 98,2022,Saúde Básica,533827.98,498623.77,Emenda Parlamentar
Município 98,2023,Cultura,487319.98,444448.41,PAC
Município 98,2023,Assistência Social,497233.75,462148.04,PAC
Município 98,2023,Saúde Básica,869028.73,778669.59,SUS
Município 98,2023,Esporte,245667.0,213356.57,FUNDEB
Município 98,2023,Saneamento,319331.19,309285.28,Emenda Parlamentar
Município 99,2020,Esporte,572955.64,509750.56,PAC
Município 99,2020,Infraestrutura,344286.78,312948.12,SUS
Município 99,2020,Assistência Social,504092.84,501705.2,SUS
Município 99,2021,Infraestrutura,229427.23,218920.78,PAC
Município 99,2021,Esporte,364154.39,318312.82,PAC
Município 99,2021,Educação Fundamental,743072.21,724358.16,SUS
Município 99,2021,Saúde Básica,258181.72,232619.43,SUS
Município 99,2022,Saúde Básica,157231.54,155447.12,SUS
Município 99,2022,Educação Fundamental,598851.56,596311.17,FUNDEB
Município 99,2022,Infraestrutura,692815.18,604215.34,FPM
Município 99,2022,Saneamento,617216.89,608883.03,Emenda Parlamentar
Município 99,2022,Esporte,395775.92,393295.37,PAC
Município 99,2023,Esporte,333042.85,328057.6,FUNDEB
Município 99,2023,Cultura,221165.99,209533.61,SUS
Município 99,2023,Educação Fundamental,525552.61,502740.94,PAC
Município 99,2023,Assistência Social,141006.35,134339.51,FUNDEB
Município 100,2020,Assistência Social,572223.92,494458.06,FUNDEB
Município 100,2020,Cultura,347544.23,311189.21,PAC
Município 100,2020,Saneamento,479267.96,426690.34,PAC
Município 100,2020,Esporte,177875.34,171443.92,Emenda Parlamentar
Município 100,2020,Educação Fundamental,495311.49,477710.61,FUNDEB
Município 100,2021,Assistência Social,756693.77,688025.46,PAC
Município 100,2021,Esporte,418806.15,400740.63,FPM
Município 100,2021,Saneamento,611063.05,583250.5,FPM
Município 100,2022,Infraestrutura,306600.48,276943.81,SUS
Município 100,2022,Saúde Básica,369398.37,347044.38,FPM
Município 100,2022,Assistência Social,689790.0,653744.4,FUNDEB
Município 100,2023,Saneamento,560911.76,504511.57,Emenda Parlamentar
Município 100,2023,Infraestrutura,778177.18,774968.78,Emenda Parlamentar
Município 100,2023,Esporte,638021.48,557019.77,Emenda Parlamentar
Município 101,2020,Infraestrutura,1240771.23,1173736.09,Emenda Parlamentar
Município 101,2020,Educação Fundamental,909295.78,885036.64,FUNDEB
Município 101,2020,Esporte,1037916.49,912632.44,Emenda Parlamentar
Município 101,2020,Cultura,634596.44,599167.43,PAC
Município 101,2020,Assistência Social,790710.58,690353.82,Emenda Parlamentar
Município 101,2020,Saneamento,1210434.66,1164948.06,SUS
Município 101,2021,Educação Fundamental,593148.59,582808.99,SUS
Município 101,2021,Cultura,1585317.38,1570167.48,PAC
Município 101,2021,Saúde Básica,859808.46,759844.73,SUS
Município 101,2021,Saneamento,996767.88,902055.92,SUS
Município 101,2022,Educação Fundamental,1118059.34,976732.83,PAC
Município 101,2022,Assistência Social,1988464.03,1823634.12,FUNDEB
Município 101,2022,Esporte,1357315.28,1161247.38,Emenda Parlamentar
Município 101,2022,Saneamento,1681850.95,1484996.22,Emenda Parlamentar
Município 101,2022,Cultura,258196.82,257926.81,PAC
Município 101,2023,Saneamento,1119206.39,1083609.14,Emenda Parlamentar
Município 101,2023,Esporte,960819.65,893849.02,FUNDEB
Município 101,2023,Assistência Social,637751.72,632265.81,FPM
Município 101,2023,Infraestrutura,1015962.75,972615.77,FUNDEB
Município 101,2023,Educação Fundamental,561015.6,538421.47,PAC
Município 102,2020,Saneamento,1232878.84,1168104.91,FUNDEB
Município 102,2020,Saúde Básica,1571648.27,1373822.13,PAC
Município 102,2020,Cultura,50000.0,49184.99,PAC
Município 102,2021,Cultura,1021003.65,886161.31,Emenda Parlamentar
Município 102,2021,Saneamento,1303670.67,1151157.16,SUS
Município 102,2021,Educação Fundamental,1838347.36,1733505.69,FUNDEB
Município 102,2022,Cultura,884300.25,794190.73,SUS
Município 102,2022,Infraestrutura,928008.31,889954.51,FPM
Município 102,2022,Educação Fundamental,689912.84,688644.5,Emenda Parlamentar
Município 102,2023,Saneamento,937601.53,831384.95,PAC
Município 102,2023,Saúde Básica,1323005.83,1138085.7,FUNDEB
Município 102,2023,Educação Fundamental,779040.14,763731.92,SUS
Município 103,2020,Cultura,1415145.74,1352278.01,FUNDEB
Município 103,2020,Assistência Social,374860.94,323890.78,PAC
Município 103,2020,Educação Fundamental,929186.23,924143.47,PAC
Município 103,2020,Infraestrutura,1479186.2,1349678.26,Emenda Parlamentar
Município 103,2020,Saúde Básica,967974.24,963464.16,PAC
Município 103,2020,Saneamento,384701.17,382825.73,FUNDEB
Município 103,2021,Assistência Social,1109401.27,969038.83,FPM
Município 103,2021,Educação Fundamental,981490.82,859002.48,Emenda Parlamentar
Município 103,2021,Cultura,1000050.4,891320.4,Emenda Parlamentar
Município 103,2021,Saneamento,1157593.8,1011475.42,SUS
Município 103,2021,Infraestrutura,1033494.89,953146.21,FUNDEB
Município 103,2022,Cultura,135351.96,133936.54,PAC
Município 103,2022,Educação Fundamental,551354.45,502153.54,FPM
Município 103,2022,Infraestrutura,2026218.73,1929811.82,PAC
Município 103,2022,Esporte,665979.87,585593.45,Emenda Parlamentar
Município 103,2022,Saúde Básica,1453544.38,1280015.74,FPM
Município 103,2022,Saneamento,1544148.43,1390345.52,SUS
Município 103,2023,Cultura,1554823.37,1412715.16,Emenda Parlamentar
Município 103,2023,Saúde Básica,703020.88,693727.24,FUNDEB
Município 103,2023,Esporte,720659.96,686864.94,FUNDEB
Município 103,2023,Infraestrutura,1341950.41,1307528.74,FUNDEB
Município 103,2023,Saneamento,1391029.79,1188021.02,Emenda Parlamentar
Município 104,2020,Saúde Básica,1340467.96,1290545.63,PAC
Município 104,2020,Cultura,1028744.91,1005733.89,FPM
Município 104,2020,Infraestrutura,496071.85,452296.7,FPM
Município 104,2020,Assistência Social,1404943.09,1321930.4,FUNDEB
Município 104,2021,Saúde Básica,1909631.62,1792809.87,FPM
Município 104,2021,Educação Fundamental,1020781.56,1017148.82,Emenda Parlamentar
Município 104,2021,Cultura,812781.62,733124.38,PAC
Município 104,2021,Esporte,2137249.85,1863674.49,FPM
Município 104,2021,Assistência Social,1647573.7,1577018.21,FUNDEB
Município 104,2022,Saúde Básica,1156045.94,1049029.5,SUS
Município 104,2022,Infraestrutura,971967.03,857075.54,PAC
Município 104,2022,Cultura,1475214.18,1469004.95,Emenda Parlamentar
Município 104,2023,Infraestrutura,881289.59,813283.92,PAC
Município 104,2023,Saúde Básica,1370002.64,1243049.72,SUS
Município 104,2023,Assistência Social,1084984.76,939991.17,FPM
Município 104,2023,Educação Fundamental,1513435.41,1311035.42,FPM
Município 104,2023,Cultura,1037969.1,890617.14,FUNDEB
Município 105,2020,Saneamento,830879.26,756920.55,PAC
Município 105,2020,Esporte,542243.59,474671.02,SUS
Município 105,2020,Cultura,1359985.25,1218536.64,FPM
Município 105,2020,Infraestrutura,1469109.74,1319757.77,FUNDEB
Município 105,2020,Saúde Básica,1343621.27,1222409.99,Emenda Parlamentar
Município 105,2021,Infraestrutura,872759.56,744725.77,PAC
Município 105,2021,Saneamento,645535.02,579276.15,PAC
Município 105,2021,Cultura,690256.84,627502.46,PAC
Município 105,2022,Esporte,734130.44,636126.15,Emenda Parlamentar
Município 105,2022,Saúde Básica,1109278.57,971192.24,PAC
Município 105,2022,Saneamento,328094.57,292692.61,Emenda Parlamentar
Município 105,2022,Cultura,1801488.29,1780884.81,PAC
Município 105,2023,Assistência Social,1250946.51,1076223.71,Emenda Parlamentar
Município 105,2023,Saneamento,669317.78,653253.75,SUS
Município 105,2023,Cultura,939286.47,914630.84,FUNDEB
Município 106,2020,Infraestrutura,752637.11,646087.87,FUNDEB
Município 106,2020,Cultura,695729.7,691224.09,PAC
Município 106,2020,Esporte,1000011.06,989273.6,FUNDEB
Município 106,2020,Saneamento,711161.07,682545.22,SUS
Município 106,2020,Assistência Social,304358.41,269276.57,SUS
Município 106,2021,Saneamento,398593.4,368935.41,Emenda Parlamentar
Município 106,2021,Infraestrutura,530572.41,496576.61,FPM
Município 106,2021,Educação Fundamental,538937.89,458969.68,FPM
Município 106,2022,Saneamento,864666.81,746734.2,FPM
Município 106,2022,Cultura,701237.59,632275.57,FUNDEB
Município 106,2022,Esporte,602867.89,553826.48,PAC
Município 106,2022,Infraestrutura,863860.86,809926.39,FPM
Município 106,2022,Saúde Básica,134837.17,132790.82,Emenda Parlamentar
Município 106,2023,Saneamento,320895.55,290909.73,FPM
Município 106,2023,Esporte,433476.37,424613.22,Emenda Parlamentar
Município 106,2023,Saúde Básica,682962.54,668049.18,PAC
Município 107,2020,Educação Fundamental,807761.16,792444.16,FUNDEB
Município 107,2020,Saneamento,630434.24,544934.44,SUS
Município 107,2020,Esporte,260234.98,225566.93,Emenda Parlamentar
Município 107,2020,Saúde Básica,512950.87,482882.85,SUS
Município 107,2021,Saneamento,360650.37,317322.05,Emenda Parlamentar
Município 107,2021,Esporte,443173.64,381612.71,Emenda Parlamentar
Município 107,2021,Educação Fundamental,886280.06,831114.09,FPM
Município 107,2022,Cultura,406769.32,353555.81,Emenda Parlamentar
Município 107,2022,Saúde Básica,696481.14,633457.6,SUS
Município 107,2022,Educação Fundamental,583004.5,529767.33,PAC
Município 107,2022,Infraestrutura,77446.22,66712.1,Emenda Parlamentar
Município 107,2022,Assistência Social,493409.57,484525.23,FPM
Município 107,2023,Cultura,357862.55,317410.31,FUNDEB
Município 107,2023,Saúde Básica,244671.16,225252.84,FPM
Município 107,2023,Saneamento,716800.19,637418.95,FUNDEB
Município 108,2020,Assistência Social,758230.73,753897.44,FUNDEB
Município 108,2020,Saneamento,200543.0,197265.74,Emenda Parlamentar
Município 108,2020,Saúde Básica,834760.49,797633.53,SUS
Município 108,2020,Esporte,460677.82,407481.84,FUNDEB
Município 108,2020,Cultura,691090.81,654982.19,FPM
Município 108,2020,Infraestrutura,263357.24,249627.72,FUNDEB
Município 108,2021,Educação Fundamental,477230.19,457376.36,FUNDEB
Município 108,2021,Saneamento,412446.44,389110.29,FUNDEB
Município 108,2021,Assistência Social,82654.64,76453.03,Emenda Parlamentar
Município 108,2022,Esporte,275316.31,255809.3,SUS
Município 108,2022,Saneamento,619586.45,602463.77,FUNDEB
Município 108,2022,Educação Fundamental,182895.05,168151.98,PAC
Município 108,2022,Assistência Social,190758.63,164303.2,FPM
Município 108,2023,Cultura,478604.76,420414.47,SUS
Município 108,2023,Esporte,303379.04,295505.99,FUNDEB
Município 108,2023,Saneamento,361151.58,352539.49,FUNDEB
Município 108,2023,Saúde Básica,746369.41,700513.33,FPM
Município 109,2020,Saneamento,642257.26,576512.64,SUS
Município 109,2020,Infraestrutura,363671.85,341712.35,Emenda Parlamentar
Município 109,2020,Esporte,350646.34,299257.66,SUS
Município 109,2020,Saúde Básica,237333.47,233387.51,SUS
Município 109,2021,Esporte,372488.35,325803.45,Emenda Parlamentar
Município 109,2021,Assistência Social,481855.9,422312.65,Emenda Parlamentar
Município 109,2021,Cultura,277610.06,239450.39,FUNDEB
Município 109,2022,Infraestrutura,449387.67,431393.52,PAC
Município 109,2022,Saneamento,887347.62,870653.32,FUNDEB
Município 109,2022,Cultura,348570.18,312186.96,PAC
Município 109,2022,Saúde Básica,501261.96,493445.68,Emenda Parlamentar
Município 109,2023,Saneamento,813672.39,778616.45,SUS
Município 109,2023,Saúde Básica,421543.61,367193.39,FUNDEB
Município 109,2023,Educação Fundamental,620101.12,615964.32,PAC
Município 109,2023,Cultura,398985.38,395122.14,FPM
Município 109,2023,Esporte,768118.61,767248.41,FUNDEB
Município 109,2023,Infraestrutura,435212.24,429760.02,PAC
Município 110,2020,Esporte,397722.8,348599.81,FPM
Município 110,2020,Educação Fundamental,805753.4,717282.84,FPM
Município 110,2020,Saúde Básica,159709.23,148526.46,SUS
Município 110,2020,Cultura,366381.46,315094.42,PAC
Município 110,2020,Assistência Social,50000.0,46683.87,Emenda Parlamentar
Município 110,2020,Saneamento,381002.76,358177.18,FPM
Município 110,2021,Esporte,458182.67,456889.82,Emenda Parlamentar
Município 110,2021,Saúde Básica,485678.34,475571.18,Emenda Parlamentar
Município 110,2021,Saneamento,612000.41,550457.14,FUNDEB
Município 110,2021,Infraestrutura,732358.29,726769.31,FPM
Município 110,2022,Infraestrutura,547827.29,504493.35,FPM
Município 110,2022,Esporte,577230.83,545776.83,SUS
Município 110,2022,Cultura,50000.0,45345.14,Emenda Parlamentar
Município 110,2023,Esporte,149482.29,147644.56,FPM
Município 110,2023,Assistência Social,563404.23,530698.04,PAC
Município 110,2023,Saneamento,308248.0,286460.23,Emenda Parlamentar
Município 110,2023,Cultura,671799.72,621577.1,SUS
Município 111,2020,Esporte,1010060.21,902234.96,PAC
Município 111,2020,Saneamento,456266.29,422174.54,Emenda Parlamentar
Município 111,2020,Infraestrutura,508631.1,463334.94,FUNDEB
Município 111,2020,Assistência Social,686173.9,646158.49,Emenda Parlamentar
Município 111,2021,Saúde Básica,456601.03,444400.31,FUNDEB
Município 111,2021,Cultura,493843.23,438455.82,FUNDEB
Município 111,2021,Educação Fundamental,354697.69,318007.23,Emenda Parlamentar
Município 111,2021,Esporte,373050.34,364670.28,PAC
Município 111,2021,Infraestrutura,610606.57,538815.47,PAC
Município 111,2021,Saneamento,305808.28,279399.18,SUS
Município 111,2022,Assistência Social,247229.34,228174.88,Emenda Parlamentar
Município 111,2022,Esporte,586742.36,513872.64,FUNDEB
Município 111,2022,Saúde Básica,302137.25,264030.61,PAC
Município 111,2022,Educação Fundamental,492936.74,473723.57,FPM
Município 111,2022,Saneamento,503820.86,461180.11,SUS
Município 111,2022,Cultura,239382.71,218604.94,FPM
Município 111,2023,Esporte,370863.41,333484.68,FPM
Município 111,2023,Assistência Social,358558.08,320272.52,FPM
Município 111,2023,Cultura,312772.67,308788.89,FUNDEB
Município 111,2023,Educação Fundamental,245111.29,218638.22,FPM
Município 111,2023,Infraestrutura,263966.15,263924.28,FUNDEB
Município 111,2023,Saúde Básica,288487.21,274052.0,PAC
Município 112,2020,Saúde Básica,174979.94,154849.39,PAC
Município 112,2020,Infraestrutura,469539.61,457438.74,FPM
Município 112,2020,Assistência Social,407355.54,387952.69,SUS
Município 112,2021,Saúde Básica,461244.22,409876.15,Emenda Parlamentar
Município 112,2021,Saneamento,393501.49,366274.14,SUS
Município 112,2021,Assistência Social,601543.6,543618.29,Emenda Parlamentar
Município 112,2021,Esporte,563826.3,550056.02,FUNDEB
Município 112,2021,Infraestrutura,226071.04,222317.35,Emenda Parlamentar
Município 112,2022,Infraestrutura,735270.61,697412.77,PAC
Município 112,2022,Cultura,297269.85,295646.52,FUNDEB
Município 112,2022,Saneamento,363467.44,343290.94,PAC
Município 112,2022,Saúde Básica,86652.77,85226.97,Emenda Parlamentar
Município 112,2022,Esporte,527773.67,463191.78,FUNDEB
Município 112,2022,Assistência Social,316542.17,276958.88,Emenda Parlamentar
Município 112,2023,Saúde Básica,1018780.74,957142.93,PAC
Município 112,2023,Esporte,413860.39,354311.95,PAC
Município 112,2023,Infraestrutura,305306.82,279153.62,FUNDEB
Município 112,2023,Educação Fundamental,393172.09,377273.51,FPM
Município 113,2020,Infraestrutura,681834.9,592092.5,FUNDEB
Município 113,2020,Esporte,442070.23,387044.04,SUS
Município 113,2020,Assistência Social,324368.03,287407.61,Emenda Parlamentar
Município 113,2020,Educação Fundamental,606857.26,544779.76,FPM
Município 113,2021,Saneamento,682102.64,666117.08,FPM
Município 113,2021,Cultura,330499.08,303791.95,SUS
Município 113,2021,Infraestrutura,392849.92,337433.91,PAC
Município 113,2021,Esporte,821247.91,707008.11,PAC
Município 113,2022,Infraestrutura,488201.52,427422.43,FUNDEB
Município 113,2022,Esporte,276631.07,247064.5,Emenda Parlamentar
Município 113,2022,Cultura,437407.68,382446.88,Emenda Parlamentar
Município 113,2022,Saneamento,236500.01,222976.06,Emenda Parlamentar
Município 113,2022,Saúde Básica,751710.85,750415.27,SUS
Município 113,2023,Assistência Social,623856.14,554137.67,Emenda Parlamentar
Município 113,2023,Esporte,440624.2,399756.88,FUNDEB
Município 113,2023,Infraestrutura,512116.96,487932.98,FUNDEB
Município 113,2023,Saúde Básica,333508.97,316933.45,FPM
Município 113,2023,Educação Fundamental,566124.71,491585.87,SUS
Município 114,2020,Assistência Social,579840.19,513224.62,PAC
Município 114,2020,Infraestrutura,340447.98,325710.28,FPM
Município 114,2020,Saneamento,272255.84,247195.92,SUS
Município 114,2021,Esporte,366934.16,312463.26,FUNDEB
Município 114,2021,Saneamento,512227.84,464880.82,PAC
Município 114,2021,Educação Fundamental,50000.0,43054.96,Emenda Parlamentar
Município 114,2022,Educação Fundamental,316954.39,270509.81,PAC
Município 114,2022,Infraestrutura,749105.82,710942.61,FUNDEB
Município 114,2022,Cultura,320802.01,309529.01,Emenda Parlamentar
Município 114,2022,Assistência Social,755262.34,648390.59,Emenda Parlamentar
Município 114,2022,Esporte,437829.06,415506.7,Emenda Parlamentar
Município 114,2023,Esporte,823176.03,713061.87,PAC
Município 114,2023,Saneamento,207517.67,183497.21,Emenda Parlamentar
Município 114,2023,Educação Fundamental,752074.43,737926.58,PAC
Município 115,2020,Educação Fundamental,689701.4,672253.04,PAC
Município 115,2020,Infraestrutura,686761.23,629935.76,PAC
Município 115,2020,Esporte,417678.61,373380.3,PAC
Município 115,2020,Cultura,673046.24,656983.21,SUS
Município 115,2020,Saúde Básica,635436.52,574723.88,Emenda Parlamentar
Município 115,2021,Esporte,629037.56,620708.0,FPM
Município 115,2021,Cultura,442927.01,424902.71,FUNDEB
Município 115,2021,Saneamento,367004.69,358177.02,FPM
Município 115,2021,Assistência Social,666329.3,612059.67,SUS
Município 115,2022,Esporte,70162.33,65179.97,Emenda Parlamentar
Município 115,2022,Cultura,783834.29,705741.41,PAC
Município 115,2022,Saúde Básica,675090.45,663189.64,PAC
Município 115,2022,Educação Fundamental,301005.95,297754.65,FUNDEB
Município 115,2022,Saneamento,363170.56,319417.2,PAC
Município 115,2023,Educação Fundamental,713365.46,624378.8,FUNDEB
Município 115,2023,Cultura,683037.84,591934.78,FUNDEB
Município 115,2023,Infraestrutura,509339.19,437462.84,PAC
Município 115,2023,Assistência Social,700795.26,691500.43,PAC
Município 115,2023,Esporte,487365.95,428239.11,SUS
Município 115,2023,Saneamento,731575.98,657737.03,SUS
Município 116,2020,Educação Fundamental,444353.62,442870.39,FPM
Município 116,2020,Esporte,176159.76,165353.38,SUS
Município 116,2020,Saúde Básica,621312.16,588506.82,Emenda Parlamentar
Município 116,2020,Infraestrutura,511465.18,486125.38,FUNDEB
Município 116,2020,Saneamento,816459.84,727533.11,Emenda Parlamentar
Município 116,2020,Assistência Social,802033.68,725773.85,Emenda Parlamentar
Município 116,2021,Educação Fundamental,857076.92,849783.88,PAC
Município 116,2021,Saúde Básica,250626.49,213156.28,FPM
Município 116,2021,Cultura,672374.83,638981.62,FPM
Município 116,2021,Esporte,652767.41,612499.0,FUNDEB
Município 116,2021,Assistência Social,621430.46,532477.41,SUS
Município 116,2021,Infraestrutura,1060544.84,906881.59,SUS
Município 116,2022,Cultura,637294.85,581047.75,PAC
Município 116,2022,Educação Fundamental,449967.31,420133.74,FUNDEB
Município 116,2022,Saneamento,50000.0,44580.56,PAC
Município 116,2022,Assistência Social,583612.24,503122.36,Emenda Parlamentar
Município 116,2023,Cultura,703765.31,656389.77,FUNDEB
Município 116,2023,Saúde Básica,827249.9,759105.7,PAC
Município 116,2023,Saneamento,876825.53,873546.28,SUS
Município 116,2023,Esporte,524017.26,506883.36,SUS
Município 117,2020,Infraestrutura,819285.12,700052.56,FUNDEB
Município 117,2020,Saúde Básica,845491.97,752349.91,Emenda Parlamentar
Município 117,2020,Educação Fundamental,877579.41,773249.49,Emenda Parlamentar
Município 117,2021,Esporte,632678.71,567983.03,SUS
Município 117,2021,Saúde Básica,970340.32,891912.72,SUS
Município 117,2021,Infraestrutura,356525.93,321221.05,PAC
Município 117,2022,Saúde Básica,518291.57,507150.34,FUNDEB
Município 117,2022,Saneamento,445839.61,424754.31,PAC
Município 117,2022,Educação Fundamental,775660.27,706765.4,PAC
Município 117,2022,Cultura,180451.82,156110.13,FPM
Município 117,2022,Assistência Social,682446.36,593345.15,Emenda Parlamentar
Município 117,2022,Esporte,1126120.4,1009375.83,SUS
Município 117,2023,Infraestrutura,342136.48,303303.95,SUS
Município 117,2023,Saneamento,507887.45,450308.1,FUNDEB
Município 117,2023,Saúde Básica,412099.93,373041.92,SUS
Município 117,2023,Assistência Social,571689.63,503740.63,FPM
Município 117,2023,Cultura,480110.94,436398.96,FPM
Município 118,2020,Assistência Social,660384.74,566972.64,PAC
Município 118,2020,Cultura,815162.65,759412.13,SUS
Município 118,2020,Esporte,595888.86,529180.84,FUNDEB
Município 118,2020,Educação Fundamental,437389.15,404481.96,FPM
Município 118,2020,Saúde Básica,150236.02,144011.65,FUNDEB
Município 118,2021,Cultura,366453.04,333748.04,FUNDEB
Município 118,2021,Esporte,538989.81,517657.16,FUNDEB
Município 118,2021,Infraestrutura,299297.28,290988.11,Emenda Parlamentar
Município 118,2021,Saneamento,1030555.36,898318.85,FPM
Município 118,2021,Educação Fundamental,812212.48,691267.75,SUS
Município 118,2021,Saúde Básica,304111.34,272082.91,Emenda Parlamentar
Município 118,2022,Assistência Social,477755.77,477408.41,FPM
Município 118,2022,Esporte,357534.32,339615.4,Emenda Parlamentar
Município 118,2022,Saúde Básica,527619.05,487883.95,SUS
Município 118,2022,Cultura,414640.57,411173.5,FPM
Município 118,2023,Saúde Básica,479747.77,447824.4,FUNDEB
Município 118,2023,Infraestrutura,437913.19,417072.11,FUNDEB
Município 118,2023,Cultura,689316.26,687441.42,PAC
Município 118,2023,Educação Fundamental,275063.63,241113.62,FUNDEB
Município 118,2023,Esporte,438864.55,405597.73,FPM
Município 118,2023,Assistência Social,369986.88,349493.86,FUNDEB
