manutencao_id,veiculo_id,tipo_veiculo,ano_fabricacao,data_manutencao,tipo_manutencao,componente,custo_reais,tempo_parado_horas,km_odometro
MAN-02355,VEI-0165,Caminhão,2020,2024-08-21,Corretiva,Direção,1001.8,18.8,77459
MAN-02356,VEI-0196,Van,2019,2024-11-22,Corretiva,Motor,2914.17,25.9,120259
MAN-02357,VEI-0039,Utilitário,2018,2024-09-28,Corretiva,Freios,616.96,16.0,103492
MAN-02358,VEI-0060,Utilitário,2015,2023-10-06,Corretiva,Elétrica,756.48,21.9,180847
MAN-02359,VEI-0020,Caminhão,2020,2024-01-13,Preventiva,Transmissão,3879.63,3.6,389417
MAN-02360,VEI-0109,Van,2022,2024-11-22,Corretiva,Freios,806.84,25.3,256244
MAN-02361,VEI-0070,Van,2020,2023-08-07,Preventiva,Motor,1965.51,10.2,281142
MAN-02362,VEI-0100,Van,2021,2024-08-23,Preventiva,Elétrica,161.91,9.0,244318
MAN-02363,VEI-0024,Van,2018,2023-07-20,Corretiva,Motor,2370.91,30.0,191275
MAN-02364,VEI-0113,Caminhão,2020,2024-01-18,Corretiva,Elétrica,300.36,25.0,204375
MAN-02365,VEI-0112,Utilitário,2022,2024-03-18,Preventiva,Arrefecimento,223.85,10.5,88755
MAN-02366,VEI-0103,Utilitário,2023,2024-12-10,Corretiva,Freios,559.26,27.9,211820
MAN-02367,VEI-0177,Caminhão,2017,2024-02-25,Corretiva,Suspensão,1067.1,37.9,336629
MAN-02368,VEI-0135,Utilitário,2023,2024-04-25,Corretiva,Direção,902.45,19.1,83517
MAN-02369,VEI-0050,Caminhão,2021,2023-07-11,Corretiva,Direção,800.69,19.3,282283
MAN-02370,VEI-0199,Van,2022,2024-08-27,Corretiva,Freios,805.88,,331529
MAN-02371,VEI-0143,Utilitário,2016,2024-09-07,Preventiva,Elétrica,228.18,6.9,215649
MAN-02372,VEI-0108,Utilitário,2021,2024-07-19,Corretiva,Pneus,1254.2,27.7,281104
MAN-02373,VEI-0197,Caminhão,2020,2024-10-11,Corretiva,Freios,610.21,28.2,279299
MAN-02374,VEI-0148,Van,2022,2023-11-15,Preventiva,Pneus,940.27,1.2,189174
MAN-02375,VEI-0153,Van,2015,2024-02-23,Corretiva,Pneus,573.06,24.9,236515
MAN-02376,VEI-0132,Caminhão,2018,2023-08-14,Corretiva,Motor,2844.21,22.8,348095
MAN-02377,VEI-0089,Caminhão,2022,2023-10-25,Corretiva,Suspensão,1411.07,19.8,375634
MAN-02378,VEI-0107,Van,2023,2024-01-14,Corretiva,Direção,747.15,24.3,160235
MAN-02379,VEI-0119,Van,2019,2024-08-08,Corretiva,Motor,2758.05,34.4,160036
MAN-02380,VEI-0191,Utilitário,2022,2023-09-28,Preventiva,Pneus,467.08,,177099
MAN-02381,VEI-0116,Van,2019,2024-04-25,Preventiva,Freios,622.14,5.0,154132
MAN-02382,VEI-0078,Van,2019,2023-09-29,Corretiva,Elétrica,761.22,27.5,271142
MAN-02383,VEI-0016,Caminhão,2022,2024-01-31,Corretiva,Arrefecimento,764.67,21.1,253534
MAN-02384,VEI-0183,Caminhão,2019,2023-11-21,Corretiva,Transmissão,2121.65,26.0,267553
MAN-02385,VEI-0015,Utilitário,2023,2023-10-24,Preventiva,Suspensão,601.47,3.2,328781
MAN-02386,VEI-0122,Van,2018,2023-11-06,Corretiva,Suspensão,794.86,14.6,92759
MAN-02387,VEI-0109,Van,2022,2023-10-01,Corretiva,Pneus,1305.43,23.9,248911
MAN-02388,VEI-0104,Caminhão,2015,2024-10-05,Corretiva,Pneus,1272.03,34.6,170764
MAN-02389,VEI-0124,Van,2016,2023-09-14,Preventiva,Motor,2529.42,7.0,297212
MAN-02390,VEI-0146,Utilitário,2021,2023-09-05,Corretiva,Arrefecimento,560.79,25.0,314826
MAN-02391,VEI-0093,Van,2018,2024-02-29,Corretiva,Suspensão,938.18,24.1,314961
MAN-02392,VEI-0075,Van,2020,2024-11-18,Corretiva,Motor,3431.52,19.6,342962
MAN-02393,VEI-0196,Van,2019,2024-10-06,Corretiva,Freios,554.88,36.0,142869
MAN-02394,VEI-0024,Van,2018,2024-02-20,Preventiva,Transmissão,1459.49,14.1,164518
MAN-02395,VEI-0183,Caminhão,2019,2024-03-08,Corretiva,Pneus,1770.33,29.7,227079
MAN-02396,VEI-0089,Caminhão,2022,2023-09-17,Preventiva,Arrefecimento,333.45,12.9,368319
MAN-02397,VEI-0171,Caminhão,2019,2023-10-10,Corretiva,Direção,1274.85,12.7,292657
MAN-02398,VEI-0005,Utilitário,2015,2024-10-11,Corretiva,Motor,1533.96,15.0,58436
MAN-02399,VEI-0052,Caminhão,2021,2024-02-16,Corretiva,Pneus,1730.33,20.4,316884
MAN-02400,VEI-0194,Van,2020,2024-07-30,Corretiva,Transmissão,2178.81,17.9,89278
MAN-02401,VEI-0023,Utilitário,2020,2024-02-29,Corretiva,Elétrica,619.51,22.3,382230
MAN-02402,VEI-0059,Van,2016,2024-01-31,Preventiva,Motor,2164.21,2.2,86336
MAN-02403,VEI-0093,Van,2018,2023-09-20,Corretiva,Freios,590.78,31.0,262953
MAN-02404,VEI-0195,Van,2019,2024-08-12,Preventiva,Motor,1572.68,15.4,178665
MAN-02405,VEI-0104,Caminhão,2015,2023-10-23,Corretiva,Transmissão,3717.76,,176359
MAN-02406,VEI-0101,Van,2019,2024-01-09,Corretiva,Motor,2169.86,23.0,314078
MAN-02407,VEI-0054,Caminhão,2019,2023-12-04,Corretiva,Transmissão,2565.84,15.9,160163
MAN-02408,VEI-0160,Van,2021,2023-11-11,Corretiva,Motor,668.04,35.5,149167
MAN-02409,VEI-0111,Caminhão,2020,2023-09-19,Corretiva,Elétrica,538.23,24.2,218413
MAN-02410,VEI-0191,Utilitário,2022,2024-08-23,Corretiva,Arrefecimento,884.3,32.0,164589
MAN-02411,VEI-0042,Caminhão,2022,2024-02-20,Corretiva,Elétrica,739.13,17.6,194010
MAN-02412,VEI-0142,Utilitário,2018,2024-02-28,Corretiva,Motor,2443.55,38.1,170656
MAN-02413,VEI-0110,Caminhão,2018,2024-03-27,Preventiva,Arrefecimento,477.67,11.2,30515
MAN-02414,VEI-0140,Caminhão,2023,2023-07-27,Corretiva,Direção,1173.0,12.2,164446
MAN-02415,VEI-0035,Caminhão,2017,2024-05-14,Corretiva,Freios,568.08,23.1,70627
MAN-02416,VEI-0005,Utilitário,2015,2024-09-05,Corretiva,Transmissão,1410.06,29.6,67370
MAN-02417,VEI-0163,Van,2017,2023-09-12,Corretiva,Pneus,2198.51,22.6,36310
MAN-02418,VEI-0184,Caminhão,2016,2023-11-29,Preventiva,Elétrica,148.36,8.4,339737
MAN-02419,VEI-0050,Caminhão,2021,2024-05-11,Preventiva,Suspensão,343.43,14.1,345753
MAN-02420,VEI-0091,Van,2020,2024-12-11,Corretiva,Arrefecimento,1095.12,21.4,85434
MAN-02421,VEI-0130,Caminhão,2023,2024-05-12,Corretiva,Pneus,1732.14,35.1,313071
MAN-02422,VEI-0059,Van,2016,2023-09-11,Corretiva,Transmissão,2094.7,16.3,83670
MAN-02423,VEI-0025,Caminhão,2018,2023-11-28,Corretiva,Motor,1667.74,25.5,272696
MAN-02424,VEI-0044,Utilitário,2019,2023-08-23,Preventiva,Pneus,1612.49,,224429
MAN-02425,VEI-0042,Caminhão,2022,2024-02-06,Corretiva,Arrefecimento,202.65,20.5,157157
MAN-02426,VEI-0056,Utilitário,2018,2024-09-07,Preventiva,Elétrica,610.72,3.8,95779
MAN-02427,VEI-0001,Van,2019,2024-09-09,Corretiva,Elétrica,703.75,21.0,302264
MAN-02428,VEI-0060,Utilitário,2015,2024-07-25,Corretiva,Motor,3102.0,42.9,187611
MAN-02429,VEI-0034,Caminhão,2018,2023-12-22,Preventiva,Pneus,1468.82,2.7,167349
MAN-02430,VEI-0049,Caminhão,2016,2023-11-04,Corretiva,Suspensão,1528.6,26.1,192387
MAN-02431,VEI-0043,Utilitário,2022,2024-01-28,Corretiva,Pneus,1583.29,18.3,307957
MAN-02432,VEI-0184,Caminhão,2016,2024-05-19,Preventiva,Suspensão,633.87,6.2,358753
MAN-02433,VEI-0161,Van,2018,2024-07-23,Corretiva,Suspensão,1342.29,31.1,200931
MAN-02434,VEI-0165,Caminhão,2020,2024-02-22,Corretiva,Pneus,1335.97,25.2,92523
MAN-02435,VEI-0129,Van,2019,2023-12-02,Preventiva,Suspensão,1067.16,18.9,200797
MAN-02436,VEI-0013,Caminhão,2015,2024-08-19,Corretiva,Direção,1181.54,27.6,159575
MAN-02437,VEI-0107,Van,2023,2024-01-24,Preventiva,Transmissão,1699.36,3.6,179009
MAN-02438,VEI-0013,Caminhão,2015,2024-03-28,Corretiva,Arrefecimento,1011.96,20.1,142540
MAN-02439,VEI-0090,Utilitário,2022,2024-03-11,Corretiva,Arrefecimento,813.6,24.4,77015
MAN-02440,VEI-0200,Caminhão,2019,2024-01-13,Corretiva,Freios,1153.18,21.6,245224
MAN-02441,VEI-0136,Van,2015,2024-05-25,Corretiva,Suspensão,958.72,26.0,351558
MAN-02442,VEI-0057,Caminhão,2019,2024-04-29,Preventiva,Transmissão,811.63,8.2,235194
MAN-02443,VEI-0067,Caminhão,2021,2023-07-16,Preventiva,Arrefecimento,310.23,14.7,252105
MAN-02444,VEI-0077,Van,2018,2024-09-06,Corretiva,Suspensão,975.31,21.6,70792
MAN-02445,VEI-0050,Caminhão,2021,2023-09-23,Corretiva,Suspensão,1346.25,23.7,293969
MAN-02446,VEI-0059,Van,2016,2023-07-08,Corretiva,Elétrica,669.36,14.3,83055
MAN-02447,VEI-0076,Van,2018,2024-05-29,Preventiva,Motor,775.27,13.5,134639
MAN-02448,VEI-0089,Caminhão,2022,2023-08-15,Preventiva,Arrefecimento,518.69,4.1,330537
MAN-02449,VEI-0180,Caminhão,2016,2023-08-07,Preventiva,Motor,1569.55,1.3,181796
MAN-02450,VEI-0019,Van,2015,2024-10-06,Corretiva,Direção,751.03,16.4,182005
MAN-02451,VEI-0140,Caminhão,2023,2023-07-08,Corretiva,Elétrica,707.47,25.7,171451
MAN-02452,VEI-0025,Caminhão,2018,2024-03-27,Corretiva,Direção,1281.48,27.8,257182
MAN-02453,VEI-0074,Caminhão,2022,2023-08-19,Corretiva,Pneus,1360.69,22.3,231245
MAN-02454,VEI-0088,Van,2015,2024-04-17,Preventiva,Pneus,1680.04,13.6,206804
MAN-02455,VEI-0154,Utilitário,2018,2024-01-13,Preventiva,Pneus,632.99,2.4,356235
MAN-02456,VEI-0046,Caminhão,2020,2023-09-14,Corretiva,Transmissão,3608.82,17.7,249527
MAN-02457,VEI-0039,Utilitário,2018,2024-12-14,Corretiva,Transmissão,4141.99,30.5,118136
MAN-02458,VEI-0019,Van,2015,2024-07-03,Preventiva,Motor,848.41,,171974
MAN-02459,VEI-0066,Van,2020,2024-11-22,Corretiva,Motor,2912.45,24.8,103978
MAN-02460,VEI-0030,Caminhão,2017,2023-12-05,Corretiva,Direção,551.68,29.1,188035
MAN-02461,VEI-0089,Caminhão,2022,2024-11-11,Corretiva,Direção,1136.31,21.5,325108
MAN-02462,VEI-0070,Van,2020,2024-12-05,Corretiva,Freios,807.53,27.3,314493
MAN-02463,VEI-0153,Van,2015,2024-05-14,Corretiva,Motor,3462.25,23.1,273686
MAN-02464,VEI-0195,Van,2019,2024-09-10,Corretiva,Elétrica,685.67,22.2,179512
MAN-02465,VEI-0138,Van,2016,2024-10-02,Preventiva,Freios,496.98,1.0,209799
MAN-02466,VEI-0009,Utilitário,2019,2024-12-23,Preventiva,Arrefecimento,385.66,6.1,261082
MAN-02467,VEI-0168,Van,2020,2023-10-27,Corretiva,Direção,1118.53,25.7,151298
MAN-02468,VEI-0110,Caminhão,2018,2024-08-26,Corretiva,Motor,3446.94,18.4,68819
MAN-02469,VEI-0168,Van,2020,2024-03-20,Preventiva,Transmissão,2463.24,10.2,176846
MAN-02470,VEI-0093,Van,2018,2024-10-20,Corretiva,Transmissão,2563.48,17.0,282086
MAN-02471,VEI-0058,Van,2018,2024-08-17,Corretiva,Arrefecimento,692.57,24.4,90535
MAN-02472,VEI-0021,Utilitário,2015,2023-11-12,Corretiva,Pneus,494.55,14.7,239359
MAN-02473,VEI-0184,Caminhão,2016,2023-08-22,Preventiva,Elétrica,349.48,1.0,308059
MAN-02474,VEI-0053,Van,2022,2024-08-03,Corretiva,Arrefecimento,723.35,20.4,108144
MAN-02475,VEI-0126,Van,2020,2024-11-11,Corretiva,Freios,693.01,27.2,162776
MAN-02476,VEI-0056,Utilitário,2018,2024-02-12,Corretiva,Transmissão,1356.36,24.0,91196
MAN-02477,VEI-0016,Caminhão,2022,2024-08-07,Corretiva,Direção,1203.46,34.1,198362
MAN-02478,VEI-0029,Van,2021,2023-07-01,Corretiva,Elétrica,599.31,23.3,100906
MAN-02479,VEI-0031,Caminhão,2020,2024-03-25,Preventiva,Arrefecimento,376.29,5.9,119503
MAN-02480,VEI-0011,Utilitário,2016,2023-08-05,Preventiva,Direção,527.31,,208441
MAN-02481,VEI-0121,Utilitário,2015,2023-11-20,Corretiva,Pneus,2106.86,17.2,263828
MAN-02482,VEI-0112,Utilitário,2022,2024-08-15,Preventiva,Pneus,295.58,12.5,122234
MAN-02483,VEI-0157,Van,2019,2024-05-16,Corretiva,Transmissão,3193.5,28.9,160796
MAN-02484,VEI-0039,Utilitário,2018,2024-06-13,Corretiva,Transmissão,1872.83,13.4,81346
MAN-02485,VEI-0079,Caminhão,2021,2023-11-25,Corretiva,Elétrica,537.06,20.2,176236
MAN-02486,VEI-0160,Van,2021,2024-03-21,Corretiva,Transmissão,2683.57,22.0,179835
MAN-02487,VEI-0155,Van,2020,2023-11-18,Corretiva,Elétrica,620.42,20.4,346402
MAN-02488,VEI-0125,Van,2018,2024-08-18,Corretiva,Freios,727.97,9.6,210780
MAN-02489,VEI-0159,Caminhão,2021,2024-12-28,Preventiva,Direção,50.0,1.1,221427
MAN-02490,VEI-0006,Caminhão,2018,2024-09-08,Corretiva,Suspensão,1037.86,25.9,204957
MAN-02491,VEI-0037,Caminhão,2016,2024-09-12,Corretiva,Elétrica,629.98,20.3,217071
MAN-02492,VEI-0129,Van,2019,2024-02-05,Corretiva,Transmissão,1659.89,24.6,237082
MAN-02493,VEI-0050,Caminhão,2021,2023-12-14,Preventiva,Suspensão,1622.83,7.5,284880
MAN-02494,VEI-0143,Utilitário,2016,2024-07-12,Corretiva,Suspensão,1466.32,,228675
MAN-02495,VEI-0125,Van,2018,2024-12-21,Corretiva,Pneus,1454.63,28.5,260366
MAN-02496,VEI-0021,Utilitário,2015,2024-06-21,Preventiva,Transmissão,2577.91,4.2,206154
MAN-02497,VEI-0171,Caminhão,2019,2024-10-27,Corretiva,Direção,851.61,20.9,301766
MAN-02498,VEI-0061,Caminhão,2019,2024-07-12,Corretiva,Transmissão,3895.63,27.9,118082
MAN-02499,VEI-0083,Caminhão,2015,2023-07-14,Corretiva,Freios,959.61,21.1,61548
MAN-02500,VEI-0038,Utilitário,2022,2023-09-13,Corretiva,Arrefecimento,807.39,21.4,193618
MAN-02501,VEI-0020,Caminhão,2020,2023-12-25,Corretiva,Arrefecimento,571.8,23.2,353191
MAN-02502,VEI-0160,Van,2021,2024-09-04,Preventiva,Direção,224.03,,185664
MAN-02503,VEI-0193,Caminhão,2020,2024-09-24,Corretiva,Pneus,1331.57,29.6,110058
MAN-02504,VEI-0011,Utilitário,2016,2024-03-05,Corretiva,Freios,909.59,28.2,233284
MAN-02505,VEI-0012,Utilitário,2022,2024-03-25,Preventiva,Arrefecimento,304.2,8.3,305527
MAN-02506,VEI-0018,Caminhão,2019,2023-10-27,Preventiva,Arrefecimento,668.87,14.3,220891
MAN-02507,VEI-0010,Caminhão,2022,2024-09-15,Preventiva,Elétrica,50.0,1.0,121842
MAN-02508,VEI-0069,Caminhão,2016,2024-11-21,Corretiva,Arrefecimento,661.71,32.2,75387
MAN-02509,VEI-0098,Van,2021,2024-01-04,Corretiva,Suspensão,1530.68,25.6,61043
MAN-02510,VEI-0030,Caminhão,2017,2024-07-04,Preventiva,Arrefecimento,588.6,11.3,132036
MAN-02511,VEI-0060,Utilitário,2015,2023-10-02,Corretiva,Elétrica,786.04,,176891
MAN-02512,VEI-0146,Utilitário,2021,2023-10-14,Corretiva,Pneus,1737.98,26.9,320516
MAN-02513,VEI-0054,Caminhão,2019,2024-08-08,Preventiva,Freios,363.69,3.6,162059
MAN-02514,VEI-0069,Caminhão,2016,2024-02-14,Corretiva,Freios,995.19,34.8,72111
MAN-02515,VEI-0064,Caminhão,2020,2024-03-30,Corretiva,Transmissão,1723.91,27.0,304603
MAN-02516,VEI-0122,Van,2018,2023-12-08,Preventiva,Arrefecimento,800.38,2.0,62995
MAN-02517,VEI-0005,Utilitário,2015,2023-09-16,Corretiva,Arrefecimento,622.36,20.7,100306
MAN-02518,VEI-0055,Utilitário,2023,2024-03-08,Corretiva,Freios,989.98,17.3,236824
MAN-02519,VEI-0179,Van,2021,2024-10-20,Corretiva,Transmissão,3345.45,18.2,310195
MAN-02520,VEI-0177,Caminhão,2017,2024-04-06,Preventiva,Transmissão,1629.35,7.9,331517
MAN-02521,VEI-0110,Caminhão,2018,2024-05-04,Corretiva,Transmissão,2002.82,27.0,75554
MAN-02522,VEI-0194,Van,2020,2024-11-28,Corretiva,Pneus,1976.52,29.4,92457
MAN-02523,VEI-0200,Caminhão,2019,2024-12-28,Corretiva,Suspensão,824.54,32.4,255379
MAN-02524,VEI-0144,Utilitário,2018,2023-10-19,Corretiva,Suspensão,838.35,28.8,103054
MAN-02525,VEI-0021,Utilitário,2015,2024-12-12,Corretiva,Transmissão,2338.7,14.9,202360
MAN-02526,VEI-0177,Caminhão,2017,2024-03-11,Preventiva,Elétrica,138.5,5.3,352471
MAN-02527,VEI-0041,Utilitário,2020,2024-12-24,Corretiva,Motor,2168.34,26.0,208780
MAN-02528,VEI-0033,Van,2017,2024-03-25,Preventiva,Transmissão,3201.33,6.1,213345
MAN-02529,VEI-0162,Van,2021,2024-07-29,Corretiva,Transmissão,2771.36,21.3,211322
MAN-02530,VEI-0001,Van,2019,2023-09-18,Corretiva,Motor,2346.52,29.9,342872
MAN-02531,VEI-0173,Van,2017,2024-07-13,Corretiva,Direção,477.12,38.8,66493
MAN-02532,VEI-0005,Utilitário,2015,2024-03-15,Corretiva,Pneus,815.34,27.3,44381
MAN-02533,VEI-0122,Van,2018,2024-08-03,Corretiva,Transmissão,3949.22,,118729
MAN-02534,VEI-0059,Van,2016,2024-04-12,Corretiva,Arrefecimento,691.41,22.0,40453
MAN-02535,VEI-0140,Caminhão,2023,2024-11-26,Corretiva,Transmissão,3508.89,,158369
MAN-02536,VEI-0016,Caminhão,2022,2024-07-07,Corretiva,Arrefecimento,547.29,29.8,200569
MAN-02537,VEI-0111,Caminhão,2020,2023-09-15,Corretiva,Freios,518.36,14.6,208894
MAN-02538,VEI-0008,Utilitário,2022,2023-11-27,Corretiva,Pneus,1834.3,25.8,152860
MAN-02539,VEI-0057,Caminhão,2019,2024-10-01,Preventiva,Elétrica,483.78,9.5,223847
MAN-02540,VEI-0108,Utilitário,2021,2023-08-12,Preventiva,Freios,758.53,1.0,323309
MAN-02541,VEI-0004,Caminhão,2020,2024-04-10,Corretiva,Direção,1183.92,19.7,124826
MAN-02542,VEI-0031,Caminhão,2020,2024-07-01,Corretiva,Direção,1262.44,18.4,144184
MAN-02543,VEI-0123,Utilitário,2023,2024-10-22,Corretiva,Suspensão,1446.81,23.1,257828
MAN-02544,VEI-0107,Van,2023,2024-06-01,Preventiva,Transmissão,2051.67,13.2,175555
MAN-02545,VEI-0009,Utilitário,2019,2024-07-12,Corretiva,Pneus,1879.29,21.9,221440
MAN-02546,VEI-0018,Caminhão,2019,2024-01-05,Corretiva,Freios,759.05,29.5,254912
MAN-02547,VEI-0003,Van,2019,2023-09-01,Corretiva,Suspensão,1692.48,17.3,97130
MAN-02548,VEI-0116,Van,2019,2023-07-21,Corretiva,Freios,576.74,35.3,131241
MAN-02549,VEI-0191,Utilitário,2022,2024-11-13,Corretiva,Elétrica,903.37,33.7,173103
MAN-02550,VEI-0097,Van,2015,2023-11-08,Corretiva,Suspensão,1609.9,23.8,214147
MAN-02551,VEI-0142,Utilitário,2018,2024-10-13,Corretiva,Transmissão,4494.8,20.3,214846
MAN-02552,VEI-0023,Utilitário,2020,2024-09-18,Corretiva,Direção,797.16,11.0,388888
MAN-02553,VEI-0091,Van,2020,2023-09-01,Corretiva,Arrefecimento,626.82,28.3,106487
MAN-02554,VEI-0075,Van,2020,2023-11-20,Corretiva,Freios,754.01,24.0,351816
MAN-02555,VEI-0021,Utilitário,2015,2024-05-14,Corretiva,Motor,2584.69,19.7,209581
MAN-02556,VEI-0141,Van,2017,2023-11-04,Preventiva,Arrefecimento,256.45,4.9,205521
MAN-02557,VEI-0116,Van,2019,2024-05-11,Corretiva,Direção,632.78,25.9,132376
MAN-02558,VEI-0086,Caminhão,2016,2023-11-27,Preventiva,Freios,507.41,9.5,303151
MAN-02559,VEI-0092,Caminhão,2023,2024-03-05,Corretiva,Transmissão,4641.71,12.6,335816
MAN-02560,VEI-0017,Utilitário,2018,2024-12-23,Corretiva,Motor,1795.84,23.0,157532
MAN-02561,VEI-0031,Caminhão,2020,2023-07-06,Preventiva,Pneus,643.48,1.0,137354
MAN-02562,VEI-0010,Caminhão,2022,2023-09-08,Preventiva,Elétrica,191.48,2.3,110523
MAN-02563,VEI-0154,Utilitário,2018,2023-10-18,Corretiva,Transmissão,1981.95,32.9,355598
MAN-02564,VEI-0183,Caminhão,2019,2024-10-26,Corretiva,Pneus,1135.44,25.7,258369
MAN-02565,VEI-0145,Utilitário,2022,2024-01-25,Preventiva,Motor,2045.72,5.3,179081
MAN-02566,VEI-0081,Caminhão,2015,2024-04-05,Preventiva,Motor,1989.48,5.2,119413
MAN-02567,VEI-0049,Caminhão,2016,2023-11-26,Preventiva,Transmissão,2149.74,5.9,163818
MAN-02568,VEI-0184,Caminhão,2016,2024-01-20,Corretiva,Freios,927.83,21.8,335489
MAN-02569,VEI-0044,Utilitário,2019,2023-09-08,Preventiva,Pneus,507.32,1.0,200117
MAN-02570,VEI-0064,Caminhão,2020,2024-02-10,Corretiva,Suspensão,873.02,16.5,328858
MAN-02571,VEI-0109,Van,2022,2024-05-26,Corretiva,Transmissão,3703.16,23.4,278005
MAN-02572,VEI-0093,Van,2018,2023-11-13,Corretiva,Arrefecimento,680.6,19.0,315029
MAN-02573,VEI-0154,Utilitário,2018,2023-10-26,Preventiva,Direção,722.73,1.0,332964
MAN-02574,VEI-0083,Caminhão,2015,2024-03-06,Preventiva,Arrefecimento,280.55,1.0,45146
MAN-02575,VEI-0052,Caminhão,2021,2024-05-16,Preventiva,Freios,619.48,7.8,276950
MAN-02576,VEI-0057,Caminhão,2019,2023-11-23,Preventiva,Direção,847.76,11.4,232732
MAN-02577,VEI-0194,Van,2020,2023-07-27,Corretiva,Direção,769.42,25.5,52862
MAN-02578,VEI-0191,Utilitário,2022,2024-12-01,Preventiva,Transmissão,3153.18,4.2,149972
MAN-02579,VEI-0008,Utilitário,2022,2023-12-06,Corretiva,Pneus,1163.49,22.4,90986
MAN-02580,VEI-0161,Van,2018,2024-04-30,Corretiva,Elétrica,206.48,12.3,158099
MAN-02581,VEI-0111,Caminhão,2020,2023-12-06,Corretiva,Transmissão,3217.75,28.5,218029
MAN-02582,VEI-0176,Caminhão,2018,2024-10-06,Corretiva,Transmissão,3238.89,26.5,200897
MAN-02583,VEI-0054,Caminhão,2019,2023-07-07,Preventiva,Arrefecimento,338.53,1.4,187079
MAN-02584,VEI-0181,Van,2015,2023-10-17,Preventiva,Suspensão,446.41,1.0,254328
MAN-02585,VEI-0072,Caminhão,2016,2023-08-30,Corretiva,Freios,1434.95,29.6,345684
MAN-02586,VEI-0027,Van,2021,2023-07-08,Corretiva,Transmissão,4645.3,17.2,201887
MAN-02587,VEI-0041,Utilitário,2020,2024-08-21,Preventiva,Motor,1212.56,7.5,168446
MAN-02588,VEI-0013,Caminhão,2015,2024-11-28,Corretiva,Direção,702.89,22.8,161443
MAN-02589,VEI-0111,Caminhão,2020,2024-08-15,Corretiva,Pneus,699.58,30.3,242335
MAN-02590,VEI-0159,Caminhão,2021,2024-03-14,Corretiva,Transmissão,4037.7,26.1,251959
MAN-02591,VEI-0007,Utilitário,2020,2024-03-22,Corretiva,Arrefecimento,755.58,26.9,232144
MAN-02592,VEI-0176,Caminhão,2018,2024-07-28,Corretiva,Motor,3155.81,20.7,175872
MAN-02593,VEI-0116,Van,2019,2024-11-24,Corretiva,Suspensão,912.58,19.9,123456
MAN-02594,VEI-0030,Caminhão,2017,2024-08-19,Corretiva,Direção,760.0,18.3,146012
MAN-02595,VEI-0112,Utilitário,2022,2024-05-05,Corretiva,Transmissão,3500.76,18.3,121735
MAN-02596,VEI-0181,Van,2015,2023-07-20,Corretiva,Transmissão,712.82,,295569
MAN-02597,VEI-0151,Van,2016,2024-07-06,Preventiva,Pneus,827.37,8.0,86191
MAN-02598,VEI-0065,Van,2016,2024-09-20,Corretiva,Pneus,2162.23,,274544
MAN-02599,VEI-0128,Caminhão,2017,2024-04-01,Corretiva,Transmissão,2844.93,23.2,259357
MAN-02600,VEI-0089,Caminhão,2022,2024-01-22,Corretiva,Arrefecimento,1080.09,19.6,376475
MAN-02601,VEI-0109,Van,2022,2024-02-12,Preventiva,Pneus,1562.51,3.6,278718
MAN-02602,VEI-0018,Caminhão,2019,2024-01-28,Corretiva,Pneus,854.39,24.4,252104
MAN-02603,VEI-0109,Van,2022,2024-11-21,Corretiva,Freios,505.28,24.9,255713
MAN-02604,VEI-0066,Van,2020,2023-09-21,Corretiva,Motor,836.55,14.2,75366
MAN-02605,VEI-0036,Caminhão,2016,2024-09-17,Preventiva,Pneus,585.22,5.6,96836
MAN-02606,VEI-0045,Utilitário,2015,2024-12-22,Corretiva,Suspensão,1371.53,25.5,122343
MAN-02607,VEI-0198,Van,2021,2023-08-30,Corretiva,Transmissão,4604.61,26.0,146421
MAN-02608,VEI-0010,Caminhão,2022,2024-12-09,Corretiva,Motor,3945.42,34.2,96092
MAN-02609,VEI-0037,Caminhão,2016,2024-03-06,Preventiva,Elétrica,436.09,1.0,186143
MAN-02610,VEI-0197,Caminhão,2020,2024-05-10,Preventiva,Transmissão,2216.43,1.0,297226
MAN-02611,VEI-0197,Caminhão,2020,2023-09-26,Preventiva,Direção,905.73,6.3,282280
MAN-02612,VEI-0006,Caminhão,2018,2024-09-11,Corretiva,Direção,866.73,,207354
MAN-02613,VEI-0104,Caminhão,2015,2024-04-03,Corretiva,Motor,2309.02,18.4,206677
MAN-02614,VEI-0024,Van,2018,2023-08-17,Corretiva,Motor,1325.87,21.7,140512
MAN-02615,VEI-0149,Caminhão,2018,2023-08-20,Preventiva,Motor,1173.53,1.0,205045
MAN-02616,VEI-0079,Caminhão,2021,2023-10-06,Corretiva,Elétrica,562.16,23.0,157125
MAN-02617,VEI-0113,Caminhão,2020,2024-03-07,Corretiva,Transmissão,1663.3,27.3,193598
MAN-02618,VEI-0061,Caminhão,2019,2024-09-24,Corretiva,Motor,601.85,30.9,132968
MAN-02619,VEI-0173,Van,2017,2023-08-22,Corretiva,Transmissão,2989.43,26.5,64045
MAN-02620,VEI-0093,Van,2018,2023-11-04,Corretiva,Arrefecimento,594.76,17.1,268913
MAN-02621,VEI-0198,Van,2021,2024-05-01,Corretiva,Suspensão,946.5,,107343
MAN-02622,VEI-0124,Van,2016,2023-10-22,Corretiva,Motor,3733.96,18.7,318873
MAN-02623,VEI-0047,Van,2022,2024-12-21,Corretiva,Elétrica,816.34,20.4,189573
