imovel_id,bairro,tipo_imovel,area_m2,quartos,vagas_garagem,andar,condicao,preco_total,preco_m2,ano_anuncio,mes_anuncio,dias_no_mercado,vendido
IMO-01789,Parangaba,Apartamento,75,2,2.0,7,Novo,364782.56,4863.77,2024,12,227.0,1
IMO-01790,Maraponga,Apartamento,79,3,3.0,25,Novo,473172.01,5989.52,2024,3,86.0,1
IMO-01791,Centro,Casa,98,4,2.0,0,Usado,486932.1,4968.69,2024,10,5.0,0
IMO-01792,Aldeota,Cobertura,170,5,3.0,27,Usado,1975416.35,11620.1,2023,5,147.0,0
IMO-01793,Meireles,Flat/Studio,23,1,1.0,3,Usado,322970.5,14042.2,2024,5,230.0,0
IMO-01794,Benfica,Cobertura,186,3,3.0,21,Usado,679954.79,3655.67,2022,8,128.0,1
IMO-01795,Aquiraz (Beach Park),Apartamento,103,3,2.0,23,Usado,835783.89,8114.41,2022,5,36.0,1
IMO-01796,Cocó,Casa,136,3,2.0,0,Novo,1461656.35,10747.47,2023,10,137.0,1
IMO-01797,Luciano Cavalcante,Apartamento,93,4,2.0,21,Usado,701508.78,7543.11,2023,2,54.0,1
IMO-01798,Cocó,Flat/Studio,32,1,1.0,16,Usado,308555.13,9642.35,2023,2,146.0,0
IMO-01799,Dionísio Torres,Casa,155,3,2.0,0,Usado,1164271.24,7511.43,2024,10,282.0,1
IMO-01800,Montese,Apartamento,72,3,3.0,14,Usado,362080.69,5028.9,2022,7,5.0,1
IMO-01801,Dionísio Torres,Apartamento,40,3,1.0,15,Novo,400860.44,10021.51,2023,4,39.0,0
IMO-01802,Cocó,Cobertura,135,4,4.0,27,Novo,1221468.24,9047.91,2024,7,130.0,1
IMO-01803,Parquelândia,Apartamento,30,2,1.0,24,Usado,202006.19,6733.54,2022,11,148.0,1
IMO-01804,Luciano Cavalcante,Casa,145,3,2.0,0,Novo,1111284.9,7664.03,2023,9,,1
IMO-01805,Cocó,Apartamento,113,3,3.0,10,Usado,878299.91,7772.57,2023,12,172.0,1
IMO-01806,Eusébio,Apartamento,77,3,1.0,11,Usado,447079.55,5806.23,2023,5,54.0,1
IMO-01807,Luciano Cavalcante,Casa,118,5,2.0,0,Usado,1141029.04,9669.74,2024,9,37.0,1
IMO-01808,Papicu,Apartamento,79,2,3.0,10,Usado,541695.39,6856.9,2023,9,130.0,0
IMO-01809,Edson Queiroz,Apartamento,68,3,1.0,25,Usado,330732.16,4863.71,2023,11,34.0,0
IMO-01810,Meireles,Casa,210,3,2.0,0,Usado,3092756.74,14727.41,2022,9,30.0,1
IMO-01811,Edson Queiroz,Apartamento,97,2,2.0,8,Usado,700390.31,7220.52,2023,2,57.0,0
IMO-01812,Meireles,Apartamento,103,3,2.0,12,Novo,1594450.27,15480.1,2023,5,42.0,0
IMO-01813,Aldeota,Casa,128,2,2.0,0,Novo,1319561.0,10309.07,2023,7,72.0,0
IMO-01814,Fátima,Apartamento,56,3,1.0,8,Usado,398285.37,7112.24,2023,5,186.0,0
IMO-01815,Parangaba,Apartamento,131,3,2.0,13,Novo,573579.79,4378.47,2023,2,,1
IMO-01816,Benfica,Apartamento,109,3,2.0,7,Novo,657636.63,6033.36,2023,12,35.0,0
IMO-01817,Caucaia,Casa,118,3,3.0,0,Usado,354271.11,3002.3,2024,4,117.0,1
IMO-01818,Centro,Cobertura,123,4,3.0,17,Usado,820477.87,6670.55,2022,11,102.0,0
IMO-01819,Aldeota,Apartamento,53,2,2.0,21,Usado,588311.92,11100.22,2023,7,5.0,1
IMO-01820,Luciano Cavalcante,Apartamento,85,2,3.0,9,Novo,617327.74,7262.68,2022,10,,0
IMO-01821,Varjota,Casa,175,4,3.0,0,Usado,1558583.98,8906.19,2023,7,197.0,0
IMO-01822,Messejana,Flat/Studio,40,1,0.0,6,Novo,160473.06,4011.83,2023,10,139.0,1
IMO-01823,Meireles,Apartamento,73,2,3.0,23,Usado,884342.22,12114.28,2024,12,47.0,0
IMO-01824,Maraponga,Apartamento,103,1,3.0,20,Usado,476602.8,4627.21,2024,7,30.0,1
IMO-01825,Messejana,Apartamento,103,2,2.0,1,Usado,383333.7,3721.69,2022,11,77.0,1
IMO-01826,Montese,Apartamento,113,3,1.0,21,Novo,614120.48,5434.69,2024,2,43.0,1
IMO-01827,Fátima,Cobertura,302,4,4.0,17,Usado,2332175.43,7722.44,2023,5,172.0,0
IMO-01828,Dionísio Torres,Apartamento,109,3,2.0,7,Usado,928146.02,8515.1,2024,8,211.0,0
IMO-01829,Fátima,Apartamento,82,2,1.0,9,Usado,545029.78,6646.7,2024,8,50.0,0
IMO-01830,Caucaia,Apartamento,98,3,1.0,20,Novo,388890.59,3968.27,2023,5,7.0,1
IMO-01831,Montese,Apartamento,76,3,3.0,10,Usado,272051.4,3579.62,2024,9,82.0,1
IMO-01832,Montese,Apartamento,109,2,1.0,1,Novo,604029.7,5541.56,2024,8,39.0,1
IMO-01833,Fátima,Apartamento,40,3,1.0,22,Novo,343303.97,8582.6,2024,3,55.0,1
IMO-01834,Maracanaú,Apartamento,100,4,1.0,8,Usado,302368.94,3023.69,2024,12,12.0,1
IMO-01835,Benfica,Apartamento,100,3,2.0,7,Usado,609099.09,6090.99,2024,11,113.0,0
IMO-01836,Maracanaú,Apartamento,35,2,2.0,15,Novo,123977.04,3542.2,2024,1,209.0,1
IMO-01837,Parangaba,Cobertura,171,5,3.0,20,Usado,759350.42,4440.65,2023,9,62.0,1
IMO-01838,Aquiraz (Beach Park),Casa,179,2,2.0,0,Usado,1113955.76,6223.22,2024,2,7.0,1
IMO-01839,Aldeota,Casa,160,4,2.0,0,Novo,1870278.74,11689.24,2024,3,113.0,0
IMO-01840,Varjota,Apartamento,88,3,2.0,3,Novo,1049622.57,11927.53,2023,8,64.0,1
IMO-01841,Varjota,Casa,201,4,2.0,0,Usado,1498020.58,7452.84,2024,12,217.0,0
IMO-01842,Eusébio,Flat/Studio,48,1,0.0,7,Usado,240373.43,5007.78,2022,10,87.0,1
IMO-01843,Montese,Apartamento,100,2,3.0,15,Usado,474404.25,4744.04,2023,10,131.0,1
IMO-01844,Parquelândia,Flat/Studio,40,1,1.0,11,Usado,280753.2,7018.83,2024,3,105.0,1
IMO-01845,Parangaba,Flat/Studio,46,1,1.0,17,Usado,208602.31,4534.83,2022,10,37.0,0
IMO-01846,Edson Queiroz,Apartamento,128,1,1.0,4,Usado,1290218.66,10079.83,2022,1,161.0,1
IMO-01847,Edson Queiroz,Apartamento,103,3,1.0,24,Usado,878490.33,8529.03,2023,6,118.0,0
IMO-01848,Varjota,Casa,170,3,1.0,0,Usado,1386943.32,8158.49,2023,1,82.0,0
IMO-01849,Varjota,Apartamento,105,2,1.0,19,Usado,1007905.73,9599.1,2023,4,222.0,1
IMO-01850,Papicu,Apartamento,63,3,3.0,8,Novo,511987.41,8126.78,2024,3,145.0,1
IMO-01851,Aldeota,Casa,137,4,2.0,0,Novo,1723118.72,12577.51,2024,4,151.0,1
IMO-01852,Parangaba,Apartamento,75,2,2.0,12,Usado,346729.73,4623.06,2023,3,72.0,0
IMO-01853,Papicu,Casa,109,5,2.0,0,Usado,617838.57,5668.24,2023,10,5.0,1
IMO-01854,Messejana,Casa,206,4,2.0,0,Usado,847299.38,4113.1,2024,8,157.0,1
IMO-01855,Meireles,Casa,136,3,2.0,0,Usado,1922547.75,14136.38,2023,2,135.0,1
IMO-01856,Messejana,Casa,120,4,1.0,0,Usado,432701.45,3605.85,2023,11,231.0,1
IMO-01857,Caucaia,Casa,107,3,3.0,0,Novo,284795.63,2661.64,2024,1,72.0,0
IMO-01858,Varjota,Apartamento,61,2,2.0,22,Novo,627080.62,10280.01,2022,12,25.0,0
IMO-01859,Montese,Apartamento,89,2,2.0,11,Usado,296316.57,3329.4,2023,10,5.0,1
IMO-01860,Messejana,Apartamento,117,2,2.0,9,Usado,473727.58,4048.95,2023,10,135.0,1
IMO-01861,Messejana,Casa,172,2,3.0,0,Usado,842767.54,4899.81,2024,7,98.0,0
IMO-01862,Parquelândia,Apartamento,58,3,1.0,6,Usado,345954.93,5964.74,2023,12,131.0,0
IMO-01863,Parquelândia,Cobertura,180,4,3.0,27,Novo,1364015.48,7577.86,2023,12,204.0,1
IMO-01864,Luciano Cavalcante,Casa,95,2,2.0,0,Novo,812773.25,8555.51,2023,7,105.0,0
IMO-01865,Montese,Apartamento,81,3,1.0,9,Usado,376973.38,4653.99,2022,9,9.0,1
IMO-01866,Luciano Cavalcante,Apartamento,71,3,2.0,5,Novo,586889.5,8266.05,2024,5,138.0,0
IMO-01867,Edson Queiroz,Cobertura,217,3,2.0,20,Usado,2066181.49,9521.57,2023,5,217.0,1
IMO-01868,Centro,Cobertura,161,4,3.0,15,Novo,884703.24,5495.05,2024,7,5.0,1
IMO-01869,Meireles,Casa,221,3,2.0,0,Usado,2965243.28,13417.39,2023,12,251.0,0
IMO-01870,Eusébio,Apartamento,78,3,1.0,11,Usado,365910.61,4691.16,2022,3,141.0,1
IMO-01871,Aquiraz (Beach Park),Casa,137,2,2.0,0,Usado,1041566.03,7602.67,2022,11,81.0,0
IMO-01872,Montese,Apartamento,39,1,2.0,13,Novo,180591.12,4630.54,2024,6,46.0,1
IMO-01873,Varjota,Casa,153,4,4.0,0,Novo,1568055.47,10248.73,2023,2,156.0,0
IMO-01874,Aquiraz (Beach Park),Casa,123,4,2.0,0,Usado,966262.34,7855.79,2023,2,57.0,0
IMO-01875,Aquiraz (Beach Park),Casa,177,5,2.0,0,Usado,1073418.52,6064.51,2022,1,186.0,1
IMO-01876,Aquiraz (Beach Park),Apartamento,30,3,2.0,11,Usado,235516.12,7850.54,2022,9,84.0,0
IMO-01877,Luciano Cavalcante,Apartamento,95,3,1.0,9,Usado,714939.36,7525.68,2023,5,112.0,0
IMO-01878,Benfica,Apartamento,68,3,1.0,12,Novo,327059.9,4809.7,2023,10,94.0,1
IMO-01879,Dionísio Torres,Apartamento,30,3,1.0,9,Usado,267522.65,8917.42,2024,7,90.0,1
IMO-01880,Cocó,Apartamento,52,3,1.0,12,Usado,394343.88,7583.54,2024,5,98.0,1
IMO-01881,Meireles,Casa,85,3,4.0,0,Usado,1124387.07,13228.08,2022,9,135.0,1
IMO-01882,Centro,Casa,204,3,4.0,0,Usado,1256916.11,6161.35,2022,10,187.0,1
IMO-01883,Montese,Apartamento,69,1,3.0,23,Novo,371183.65,5379.47,2024,5,35.0,1
IMO-01884,Parangaba,Casa,135,3,1.0,0,Usado,538767.77,3990.87,2023,1,,0
IMO-01885,Montese,Cobertura,250,4,2.0,20,Usado,1164869.93,4659.48,2022,1,273.0,0
IMO-01886,Maracanaú,Cobertura,186,4,4.0,26,Usado,633866.3,3407.88,2023,10,194.0,1
IMO-01887,Cocó,Casa,214,5,2.0,0,Usado,1970299.43,9207.01,2022,6,175.0,0
IMO-01888,Varjota,Apartamento,96,1,3.0,9,Novo,977585.66,10183.18,2024,9,82.0,1
IMO-01889,Benfica,Apartamento,93,3,2.0,25,Novo,586573.72,6307.24,2022,1,5.0,1
IMO-01890,Maraponga,Apartamento,122,2,1.0,4,Usado,545676.11,4472.76,2024,8,106.0,1
IMO-01891,Messejana,Casa,108,3,2.0,0,Usado,427775.4,3960.88,2022,8,109.0,1
IMO-01892,Maracanaú,Apartamento,98,1,1.0,12,Usado,252330.64,2574.8,2023,8,195.0,1
IMO-01893,Parquelândia,Apartamento,108,4,,16,Usado,848225.89,7853.94,2023,11,66.0,1
IMO-01894,Maraponga,Apartamento,43,3,3.0,9,Usado,178668.64,4155.08,2023,4,94.0,1
IMO-01895,Dionísio Torres,Apartamento,59,2,1.0,9,Novo,655624.33,11112.28,2022,9,102.0,0
IMO-01896,Dionísio Torres,Casa,77,4,3.0,0,Novo,866981.37,11259.5,2024,5,124.0,1
IMO-01897,Centro,Casa,183,4,2.0,0,Novo,1386715.67,7577.68,2022,2,294.0,0
IMO-01898,Benfica,Apartamento,93,4,1.0,11,Usado,617075.93,6635.23,2023,5,113.0,1
IMO-01899,Dionísio Torres,Casa,119,3,1.0,0,Usado,1059710.36,8905.13,2023,10,144.0,0
IMO-01900,Maraponga,Casa,142,4,3.0,0,Usado,610664.62,4300.46,2023,6,177.0,1
IMO-01901,Papicu,Casa,181,4,2.0,0,Novo,1315704.3,7269.08,2024,7,40.0,0
IMO-01902,Benfica,Flat/Studio,34,1,1.0,1,Usado,224412.47,6600.37,2022,7,5.0,1
IMO-01903,Caucaia,Cobertura,185,4,3.0,22,Usado,718315.2,3882.78,2024,9,132.0,1
IMO-01904,Messejana,Apartamento,109,1,1.0,12,Novo,488912.1,4485.43,2023,4,53.0,1
IMO-01905,Benfica,Apartamento,105,3,2.0,11,Novo,770786.46,7340.82,2024,10,161.0,1
IMO-01906,Luciano Cavalcante,Apartamento,109,2,,22,Usado,798668.72,7327.24,2022,11,,1
IMO-01907,Papicu,Casa,198,3,3.0,0,Usado,1355177.6,6844.33,2022,8,118.0,0
IMO-01908,Montese,Apartamento,105,1,1.0,1,Usado,506591.85,4824.68,2023,4,130.0,0
IMO-01909,Parquelândia,Cobertura,222,5,3.0,22,Usado,1339714.93,6034.75,2022,9,46.0,1
IMO-01910,Edson Queiroz,Apartamento,89,4,1.0,24,Novo,828421.87,9308.11,2023,6,56.0,1
IMO-01911,Cocó,Apartamento,103,4,1.0,1,Novo,1037461.73,10072.44,2024,2,,1
IMO-01912,Varjota,Apartamento,54,2,2.0,17,Usado,615440.74,11397.05,2023,2,73.0,0
IMO-01913,Cocó,Casa,117,5,2.0,0,Usado,1390414.13,11883.88,2023,7,92.0,1
IMO-01914,Edson Queiroz,Casa,156,5,,0,Usado,1381849.38,8858.01,2023,1,263.0,1
IMO-01915,Aquiraz (Beach Park),Apartamento,47,3,1.0,17,Usado,381932.42,8126.22,2024,5,74.0,1
IMO-01916,Papicu,Apartamento,81,3,2.0,4,Usado,618179.84,7631.85,2023,4,96.0,1
IMO-01917,Dionísio Torres,Cobertura,146,3,3.0,21,Novo,1422158.6,9740.81,2024,7,182.0,1
IMO-01918,Dionísio Torres,Apartamento,95,3,1.0,14,Usado,742237.69,7813.03,2022,2,150.0,0
IMO-01919,Parquelândia,Casa,155,4,2.0,0,Novo,978499.18,6312.9,2024,8,17.0,0
IMO-01920,Fátima,Apartamento,73,2,,7,Novo,547804.31,7504.17,2024,7,66.0,0
IMO-01921,Edson Queiroz,Apartamento,79,3,1.0,18,Novo,679185.66,8597.29,2022,12,105.0,0
IMO-01922,Meireles,Apartamento,69,1,2.0,11,Novo,1097038.92,15899.11,2023,12,144.0,1
IMO-01923,Maraponga,Casa,174,2,3.0,0,Usado,640229.04,3679.48,2023,9,42.0,0
IMO-01924,Parquelândia,Apartamento,80,4,1.0,14,Usado,557739.54,6971.74,2023,5,,1
IMO-01925,Dionísio Torres,Apartamento,134,2,1.0,6,Usado,1375925.17,10268.1,2023,9,7.0,0
IMO-01926,Messejana,Apartamento,76,1,1.0,21,Usado,271389.41,3570.91,2024,3,70.0,1
IMO-01927,Eusébio,Apartamento,56,2,2.0,19,Usado,218031.43,3893.42,2024,2,213.0,1
IMO-01928,Cocó,Casa,64,4,3.0,0,Usado,598982.82,9359.11,2023,12,113.0,1
IMO-01929,Maraponga,Apartamento,66,4,2.0,23,Usado,342734.62,5192.95,2023,1,16.0,1
IMO-01930,Aquiraz (Beach Park),Apartamento,117,1,2.0,3,Usado,842629.26,7201.96,2023,12,106.0,1
IMO-01931,Fátima,Flat/Studio,28,1,1.0,17,Usado,254989.0,9106.75,2022,5,84.0,0
IMO-01932,Benfica,Apartamento,50,3,2.0,12,Usado,241334.57,4826.69,2022,11,53.0,0
IMO-01933,Meireles,Cobertura,157,4,2.0,26,Usado,2575939.68,16407.26,2023,7,46.0,0
IMO-01934,Fátima,Apartamento,57,2,1.0,5,Novo,569027.4,9982.94,2024,2,49.0,0
IMO-01935,Parangaba,Apartamento,79,2,2.0,3,Novo,360939.27,4568.85,2023,1,54.0,1
IMO-01936,Maraponga,Apartamento,99,2,1.0,8,Usado,487711.65,4926.38,2023,9,5.0,1
IMO-01937,Edson Queiroz,Apartamento,96,2,2.0,15,Usado,758463.9,7900.67,2024,9,8.0,1
IMO-01938,Aquiraz (Beach Park),Apartamento,104,3,1.0,18,Usado,746831.42,7181.07,2022,5,85.0,1
IMO-01939,Parquelândia,Apartamento,64,2,1.0,13,Novo,523055.88,8172.75,2022,1,96.0,1
IMO-01940,Aldeota,Apartamento,122,3,1.0,15,Usado,1295769.61,10621.06,2024,1,140.0,1
IMO-01941,Dionísio Torres,Apartamento,80,2,2.0,3,Usado,881439.77,11018.0,2022,11,34.0,0
IMO-01942,Meireles,Apartamento,100,2,1.0,22,Novo,1230014.93,12300.15,2022,9,256.0,1
IMO-01943,Montese,Apartamento,76,3,2.0,20,Novo,396681.63,5219.5,2024,3,45.0,1
IMO-01944,Varjota,Cobertura,172,5,4.0,15,Novo,1346209.44,7826.8,2023,3,91.0,0
IMO-01945,Maracanaú,Apartamento,72,1,2.0,9,Novo,226623.64,3147.55,2024,6,111.0,0
IMO-01946,Maracanaú,Casa,140,4,4.0,0,Usado,362901.08,2592.15,2024,9,139.0,1
IMO-01947,Dionísio Torres,Apartamento,53,3,1.0,1,Novo,537986.19,10150.68,2024,7,124.0,1
IMO-01948,Centro,Apartamento,97,4,2.0,3,Novo,712390.68,7344.23,2022,7,157.0,1
IMO-01949,Messejana,Cobertura,195,4,3.0,15,Usado,746142.49,3826.37,2024,2,,0
IMO-01950,Aldeota,Apartamento,30,2,2.0,1,Novo,304836.41,10161.21,2024,4,213.0,0
IMO-01951,Papicu,Apartamento,30,3,2.0,6,Usado,187337.82,6244.59,2023,11,20.0,0
IMO-01952,Eusébio,Apartamento,109,3,2.0,15,Usado,554820.08,5090.09,2023,12,34.0,1
IMO-01953,Centro,Cobertura,147,4,4.0,17,Usado,645607.17,4391.89,2024,2,136.0,1
IMO-01954,Luciano Cavalcante,Casa,164,2,3.0,0,Usado,1847712.89,11266.54,2023,12,163.0,0
IMO-01955,Montese,Apartamento,52,1,1.0,13,Novo,260014.0,5000.27,2024,5,118.0,0
IMO-01956,Edson Queiroz,Apartamento,30,3,1.0,9,Usado,202236.45,6741.22,2024,3,122.0,0
IMO-01957,Luciano Cavalcante,Casa,185,2,3.0,0,Novo,1018438.91,5505.08,2024,4,169.0,0
IMO-01958,Luciano Cavalcante,Apartamento,66,1,2.0,24,Usado,534811.58,8103.21,2023,5,180.0,1
IMO-01959,Meireles,Casa,144,4,4.0,0,Novo,2256925.88,15673.1,2022,9,85.0,0
IMO-01960,Montese,Apartamento,92,3,2.0,8,Novo,564913.75,6140.37,2024,8,43.0,0
IMO-01961,Dionísio Torres,Apartamento,89,3,2.0,2,Usado,735946.82,8269.07,2024,6,26.0,1
IMO-01962,Edson Queiroz,Apartamento,97,3,2.0,20,Novo,758358.79,7818.13,2022,1,87.0,1
IMO-01963,Eusébio,Apartamento,56,2,2.0,14,Usado,351692.92,6280.23,2024,3,119.0,0
IMO-01964,Parangaba,Apartamento,38,4,2.0,17,Usado,190916.37,5024.11,2024,8,90.0,1
IMO-01965,Cocó,Casa,60,4,2.0,0,Novo,595670.4,9927.84,2024,6,34.0,0
IMO-01966,Aldeota,Casa,159,5,4.0,0,Usado,1834739.76,11539.24,2022,11,134.0,0
IMO-01967,Parquelândia,Casa,155,4,4.0,0,Usado,1029848.22,6644.18,2023,6,29.0,1
IMO-01968,Maraponga,Casa,193,4,3.0,0,Novo,955477.73,4950.66,2023,12,175.0,0
IMO-01969,Benfica,Apartamento,53,4,1.0,20,Novo,323830.14,6110.0,2022,7,140.0,0
IMO-01970,Montese,Apartamento,51,3,3.0,22,Usado,255801.49,5015.72,2022,9,5.0,1
IMO-01971,Benfica,Casa,140,4,4.0,0,Usado,665768.29,4755.49,2023,5,5.0,1
IMO-01972,Maracanaú,Flat/Studio,32,1,1.0,15,Novo,89346.23,2792.07,2022,12,137.0,1
IMO-01973,Parquelândia,Casa,162,3,1.0,0,Usado,950966.94,5870.17,2024,4,146.0,0
IMO-01974,Papicu,Cobertura,130,5,2.0,15,Usado,1006845.34,7744.96,2023,3,102.0,1
IMO-01975,Maraponga,Apartamento,88,3,1.0,11,Novo,405213.07,4604.69,2023,11,135.0,1
IMO-01976,Montese,Apartamento,85,1,2.0,20,Usado,406453.75,4781.81,2022,3,61.0,1
IMO-01977,Luciano Cavalcante,Casa,161,3,2.0,0,Novo,1673400.4,10393.79,2022,8,,1
IMO-01978,Maraponga,Cobertura,187,5,3.0,30,Usado,731734.57,3913.02,2023,12,60.0,1
IMO-01979,Aldeota,Apartamento,70,3,1.0,3,Novo,711094.13,10158.49,2023,8,5.0,0
IMO-01980,Maraponga,Apartamento,73,2,2.0,17,Usado,331258.3,4537.78,2023,12,58.0,1
IMO-01981,Messejana,Apartamento,55,4,2.0,3,Usado,202406.96,3680.13,2024,9,32.0,1
IMO-01982,Meireles,Apartamento,62,3,1.0,24,Usado,747499.46,12056.44,2024,5,,0
IMO-01983,Benfica,Flat/Studio,42,1,1.0,13,Usado,164707.23,3921.6,2022,1,55.0,0
IMO-01984,Messejana,Cobertura,132,5,2.0,18,Usado,722492.17,5473.43,2024,12,32.0,1
IMO-01985,Eusébio,Apartamento,83,2,1.0,4,Usado,100.0,5506.41,2023,6,126.0,1
IMO-01986,Eusébio,Casa,116,3,1.0,0,Usado,517453.35,4460.8,2023,6,79.0,1
IMO-01987,Fátima,Flat/Studio,45,1,0.0,17,Usado,444175.74,9870.57,2023,6,136.0,1
IMO-01988,Meireles,Casa,164,4,2.0,0,Usado,2164903.08,13200.63,2023,1,138.0,1
IMO-01989,Cocó,Apartamento,55,3,1.0,23,Usado,629594.15,11447.17,2023,5,215.0,1
IMO-01990,Parquelândia,Apartamento,145,3,2.0,2,Usado,689974.2,4758.44,2022,1,107.0,0
IMO-01991,Eusébio,Casa,180,3,3.0,0,Usado,930719.82,5170.67,2022,3,86.0,0
IMO-01992,Cocó,Apartamento,100,2,3.0,22,Novo,1170684.8,11706.85,2024,7,137.0,0
IMO-01993,Parangaba,Apartamento,30,3,2.0,24,Usado,130374.32,4345.81,2023,2,17.0,0
IMO-01994,Montese,Apartamento,40,4,1.0,5,Novo,245483.65,6137.09,2024,11,113.0,1
IMO-01995,Fátima,Apartamento,96,3,1.0,7,Novo,825776.33,8601.84,2023,3,5.0,1
IMO-01996,Caucaia,Apartamento,42,4,2.0,5,Usado,136281.62,3244.8,2024,7,168.0,0
IMO-01997,Maraponga,Apartamento,58,3,3.0,17,Novo,261578.77,4509.98,2023,11,215.0,0
IMO-01998,Cocó,Apartamento,114,4,2.0,17,Novo,1339242.27,11747.74,2022,1,82.0,0
IMO-01999,Centro,Apartamento,71,4,3.0,13,Novo,465147.74,6551.38,2022,3,62.0,1
IMO-02000,Varjota,Apartamento,81,3,1.0,15,Usado,532898.3,6578.99,2023,3,5.0,0
IMO-02001,Benfica,Apartamento,108,4,3.0,24,Novo,754252.32,6983.82,2024,12,187.0,1
IMO-02002,Benfica,Apartamento,30,3,1.0,16,Usado,154387.76,5146.26,2024,2,159.0,0
IMO-02003,Varjota,Apartamento,43,4,2.0,13,Usado,409744.38,9528.94,2024,8,5.0,1
IMO-02004,Benfica,Flat/Studio,41,1,0.0,11,Usado,207376.43,5057.96,2023,3,176.0,1
IMO-02005,Maraponga,Apartamento,93,3,2.0,15,Usado,392550.79,4220.98,2022,9,158.0,1
IMO-02006,Aquiraz (Beach Park),Apartamento,63,3,1.0,15,Usado,366775.65,5821.84,2024,12,135.0,1
IMO-02007,Aquiraz (Beach Park),Casa,198,3,3.0,0,Usado,1840124.26,9293.56,2024,6,204.0,0
IMO-02008,Centro,Casa,132,3,1.0,0,Novo,788596.7,5974.22,2023,3,45.0,1
IMO-02009,Parangaba,Apartamento,91,2,2.0,4,Usado,347569.81,3819.45,2023,10,100.0,0
IMO-02010,Dionísio Torres,Flat/Studio,39,1,0.0,8,Usado,342455.41,8780.91,2023,10,82.0,1
IMO-02011,Centro,Apartamento,30,2,1.0,8,Usado,178773.06,5959.1,2024,4,35.0,0
IMO-02012,Fátima,Casa,240,2,2.0,0,Usado,1620623.21,6752.6,2023,2,189.0,0
IMO-02013,Maracanaú,Apartamento,33,3,1.0,14,Novo,113741.64,3446.72,2023,6,95.0,1
IMO-02014,Varjota,Apartamento,121,4,2.0,11,Usado,946788.94,7824.7,2024,11,127.0,1
IMO-02015,Papicu,Apartamento,58,3,2.0,6,Usado,999999999.0,6829.17,2023,9,143.0,0
IMO-02016,Luciano Cavalcante,Casa,132,3,2.0,0,Usado,1057995.69,8015.12,2023,10,105.0,1
IMO-02017,Varjota,Flat/Studio,20,1,1.0,8,Usado,187990.46,9399.52,2024,8,79.0,0
IMO-02018,Parangaba,Apartamento,120,2,3.0,20,Novo,660190.22,5501.59,2023,9,15.0,1
IMO-02019,Luciano Cavalcante,Cobertura,227,4,2.0,27,Novo,2444318.46,10767.92,2022,3,7.0,1
IMO-02020,Meireles,Flat/Studio,37,1,0.0,10,Usado,494800.46,13372.99,2022,4,126.0,0
IMO-02021,Messejana,Cobertura,203,3,,24,Novo,726340.86,3578.03,2024,7,124.0,0
IMO-02022,Varjota,Cobertura,175,3,3.0,15,Usado,1346480.26,7694.17,2024,6,292.0,1
IMO-02023,Papicu,Cobertura,157,5,3.0,18,Usado,1148982.81,7318.36,2023,10,7.0,0
IMO-02024,Montese,Cobertura,166,5,4.0,30,Novo,928553.58,5593.7,2023,2,114.0,1
IMO-02025,Luciano Cavalcante,Casa,108,3,2.0,0,Novo,923910.41,8554.73,2023,3,99.0,1
IMO-02026,Cocó,Apartamento,75,2,2.0,8,Usado,595514.71,7940.2,2022,5,110.0,0
IMO-02027,Montese,Apartamento,94,4,3.0,15,Usado,470477.54,5005.08,2022,4,81.0,0
IMO-02028,Dionísio Torres,Casa,108,5,1.0,0,Usado,1244075.06,11519.21,2024,10,,0
IMO-02029,Papicu,Apartamento,30,2,3.0,1,Usado,208268.39,6942.28,2023,2,96.0,0
IMO-02030,Fátima,Apartamento,56,1,2.0,19,Usado,520851.07,9300.91,2022,9,38.0,1
IMO-02031,Aldeota,Flat/Studio,35,1,1.0,5,Novo,406021.85,11600.62,2023,1,177.0,0
IMO-02032,Eusébio,Flat/Studio,37,1,1.0,4,Usado,218596.58,5908.02,2022,9,101.0,0
IMO-02033,Parquelândia,Cobertura,100,4,3.0,26,Usado,713998.11,7139.98,2022,5,140.0,1
IMO-02034,Dionísio Torres,Apartamento,93,4,2.0,10,Usado,825588.56,8877.3,2023,12,99.0,1
IMO-02035,Montese,Apartamento,68,3,2.0,18,Novo,435081.67,6398.26,2024,2,84.0,1
IMO-02036,Meireles,Apartamento,75,2,1.0,16,Usado,906111.84,12081.49,2023,5,66.0,0
IMO-02037,Varjota,Apartamento,38,3,1.0,7,Usado,292901.39,7707.93,2024,5,164.0,0
IMO-02038,Dionísio Torres,Apartamento,115,1,3.0,19,Usado,1209764.82,10519.69,2024,6,32.0,1
IMO-02039,Maraponga,Flat/Studio,42,1,0.0,15,Novo,205305.75,4888.23,2024,8,5.0,0
IMO-02040,Dionísio Torres,Apartamento,67,3,2.0,15,Usado,531155.23,7927.69,2024,5,171.0,1
IMO-02041,Fátima,Casa,63,4,3.0,0,Usado,399681.39,6344.15,2022,8,97.0,0
IMO-02042,Caucaia,Casa,61,3,4.0,0,Novo,228435.58,3744.85,2022,8,143.0,0
IMO-02043,Eusébio,Apartamento,121,2,2.0,2,Usado,701769.22,5799.75,2022,7,46.0,1
IMO-02044,Messejana,Apartamento,56,3,2.0,14,Usado,186066.22,3322.61,2022,1,57.0,0
IMO-02045,Centro,Apartamento,79,4,1.0,19,Usado,542083.29,6861.81,2023,9,83.0,1
