pedido_id,data_pedido,hora_pedido,categoria,produto_id,preco_unitario,quantidade,valor_total,frete,estado_cliente,status_pedido,nota_avaliacao
PED-003634,2024-04-29,21:48,Eletrônicos,PROD-0390,667.24,1,667.24,13.99,PE,Entregue,4.0
PED-003635,2023-03-24,16:44,Esporte & Lazer,PROD-0224,124.64,1,124.64,25.97,RJ,Em trânsito,
PED-003636,2024-06-22,20:12,Moda Feminina,PROD-0429,27.08,1,27.08,15.13,RJ,Entregue,4.0
PED-003637,2023-04-28,16:09,Eletrônicos,PROD-0366,700.22,1,700.22,32.46,BA,Em trânsito,
PED-003638,2023-04-27,11:46,Casa & Decoração,PROD-0296,157.63,1,157.63,15.87,PE,Entregue,4.0
PED-003639,2023-03-08,15:54,Beleza & Saúde,PROD-0063,70.04,1,70.04,31.27,BA,Cancelado,
PED-003640,2023-05-06,20:18,Moda Feminina,PROD-0152,47.21,1,47.21,17.41,CE,Em trânsito,
PED-003641,2024-01-02,07:10,Beleza & Saúde,PROD-0060,50.68,2,101.35,6.2,MG,Entregue,5.0
PED-003642,2023-02-20,17:22,Eletrônicos,PROD-0445,754.26,2,1508.52,17.46,SP,Entregue,1.0
PED-003643,2024-08-19,20:16,Eletrônicos,PROD-0336,710.49,1,710.49,15.38,GO,Cancelado,
PED-003644,2024-08-06,14:51,Acessórios,PROD-0263,92.83,1,92.83,18.4,RJ,Entregue,2.0
PED-003645,2023-03-15,01:27,Eletrônicos,PROD-0230,418.57,1,418.57,38.02,GO,Cancelado,
PED-003646,2024-09-05,02:13,Eletrônicos,PROD-0382,718.4,2,1436.81,15.83,PE,Devolvido,
PED-003647,2024-10-30,14:14,Infantil,PROD-0319,24.56,1,24.56,20.94,MG,Em trânsito,
PED-003648,2024-11-09,07:45,Beleza & Saúde,PROD-0077,79.69,1,79.69,12.03,SP,Entregue,2.0
PED-003649,2023-09-01,10:24,Moda Feminina,PROD-0074,69.77,1,69.77,10.85,BA,Devolvido,
PED-003650,2023-08-20,11:25,Moda Masculina,PROD-0266,70.94,1,70.94,38.84,PB,Entregue,2.0
PED-003651,2024-06-30,13:45,Eletrônicos,PROD-0155,509.77,1,509.77,19.95,CE,Entregue,4.0
PED-003652,2024-05-30,13:02,Esporte & Lazer,PROD-0193,144.54,1,144.54,9.71,CE,Devolvido,
PED-003653,2024-08-10,15:32,Moda Masculina,PROD-0258,23.69,1,23.69,37.25,PR,Entregue,2.0
PED-003654,2023-12-13,14:48,Eletrônicos,PROD-0071,420.1,1,420.1,14.23,PB,Cancelado,
PED-003655,2023-11-11,15:49,Eletrônicos,PROD-0107,482.74,1,482.74,27.83,CE,Entregue,5.0
PED-003656,2023-05-09,11:01,Moda Masculina,PROD-0324,191.65,2,383.29,44.37,MG,Devolvido,
PED-003657,2024-01-16,16:56,Casa & Decoração,PROD-0231,360.03,2,720.07,,SE,Entregue,5.0
PED-003658,2024-06-21,01:13,Eletrônicos,PROD-0279,414.29,1,414.29,26.53,RJ,Cancelado,
PED-003659,2023-01-22,13:25,Beleza & Saúde,PROD-0223,139.08,1,139.08,20.11,PE,Cancelado,
PED-003660,2024-02-04,09:24,Esporte & Lazer,PROD-0408,213.51,1,213.51,29.76,CE,Entregue,3.0
PED-003661,2024-11-06,18:56,Moda Feminina,PROD-0498,224.33,1,224.33,28.78,MA,Entregue,3.0
PED-003662,2024-08-07,14:11,Infantil,PROD-0388,37.04,1,37.04,6.84,SP,Entregue,4.0
PED-003663,2023-04-05,09:12,Eletrônicos,PROD-0363,351.48,1,351.48,30.19,RJ,Em trânsito,
PED-003664,2023-12-22,15:05,Moda Feminina,PROD-0035,36.29,2,72.58,40.52,CE,Entregue,5.0
PED-003665,2023-08-28,09:00,Esporte & Lazer,PROD-0371,123.97,1,123.97,,SP,Cancelado,
PED-003666,2024-04-28,16:38,Casa & Decoração,PROD-0101,210.14,1,210.14,26.54,RN,Entregue,5.0
PED-003667,2024-02-26,14:47,Eletrônicos,PROD-0010,616.41,1,616.41,5.56,CE,Entregue,3.0
PED-003668,2024-12-02,09:15,Casa & Decoração,PROD-0427,83.73,2,167.47,34.89,GO,Em trânsito,
PED-003669,2023-07-23,21:25,Moda Feminina,PROD-0216,172.14,1,172.14,40.55,PA,Entregue,5.0
PED-003670,2023-03-31,20:46,Eletrônicos,PROD-0313,530.94,1,530.94,32.98,CE,Entregue,1.0
PED-003671,2024-09-08,10:57,Moda Feminina,PROD-0259,128.21,2,256.42,24.62,PB,Entregue,5.0
PED-003672,2024-08-16,16:55,Eletrônicos,PROD-0033,339.28,3,1017.83,10.89,PE,Entregue,5.0
PED-003673,2023-02-09,23:35,Casa & Decoração,PROD-0459,208.56,1,208.56,10.67,MG,Entregue,5.0
PED-003674,2024-11-19,20:31,Moda Masculina,PROD-0159,153.27,1,153.27,40.61,PA,Entregue,2.0
PED-003675,2023-10-01,08:32,Acessórios,PROD-0307,61.39,1,61.39,10.55,CE,Entregue,4.0
PED-003676,2023-11-04,07:31,Casa & Decoração,PROD-0111,136.78,1,136.78,6.73,MG,Em trânsito,
PED-003677,2024-08-20,08:42,Casa & Decoração,PROD-0379,138.2,2,276.41,30.65,CE,Entregue,1.0
PED-003678,2024-08-29,12:36,Esporte & Lazer,PROD-0383,137.97,3,413.92,6.13,CE,Entregue,5.0
PED-003679,2023-06-06,22:19,Moda Feminina,PROD-0217,82.64,1,82.64,35.5,CE,Devolvido,
PED-003680,2024-07-27,10:57,Moda Feminina,PROD-0427,90.29,1,90.29,36.5,MG,Em trânsito,
PED-003681,2024-11-20,20:39,Eletrônicos,PROD-0371,678.23,1,678.23,21.68,PE,Entregue,4.0
PED-003682,2023-01-21,10:49,Casa & Decoração,PROD-0495,149.33,1,149.33,8.74,SP,Entregue,2.0
PED-003683,2023-11-13,06:46,Moda Feminina,PROD-0060,183.52,1,183.52,18.78,PA,Entregue,1.0
PED-003684,2024-05-05,12:10,Beleza & Saúde,PROD-0264,138.33,1,138.33,38.24,SP,Entregue,5.0
PED-003685,2023-01-27,23:19,Casa & Decoração,PROD-0154,275.29,1,275.29,6.72,RJ,Entregue,4.0
PED-003686,2024-10-20,15:47,Eletrônicos,PROD-0026,476.42,1,476.42,10.03,SE,Entregue,5.0
PED-003687,2023-10-17,13:53,Moda Feminina,PROD-0447,64.14,1,64.14,11.44,MG,Entregue,4.0
PED-003688,2024-06-18,19:18,Moda Feminina,PROD-0038,142.11,1,142.11,32.33,CE,Entregue,5.0
PED-003689,2023-03-03,09:47,Eletrônicos,PROD-0013,458.87,1,458.87,39.35,CE,Entregue,4.0
PED-003690,2024-03-23,09:19,Esporte & Lazer,PROD-0028,229.91,2,459.82,23.93,PA,Cancelado,
PED-003691,2024-06-04,21:55,Beleza & Saúde,PROD-0175,48.05,1,48.05,17.46,CE,Entregue,4.0
PED-003692,2023-10-14,09:45,Eletrônicos,PROD-0341,441.51,1,441.51,37.99,PI,Entregue,5.0
PED-003693,2023-11-19,13:18,Esporte & Lazer,PROD-0451,172.09,1,172.09,13.68,BA,Entregue,5.0
PED-003694,2023-02-15,16:53,Infantil,PROD-0180,66.56,1,66.56,25.54,SP,Entregue,4.0
PED-003695,2023-08-30,11:54,Infantil,PROD-0306,141.07,1,141.07,28.86,CE,Entregue,5.0
PED-003696,2023-10-10,15:36,Esporte & Lazer,PROD-0122,324.37,1,324.37,42.39,RS,Em trânsito,
PED-003697,2023-08-07,06:52,Acessórios,PROD-0398,68.29 ,1,68.29,18.45,BA,Cancelado,
PED-003698,2024-07-18,11:42,Moda Feminina,PROD-0153,176.64,1,176.64,26.76,CE,Entregue,4.0
PED-003699,2024-05-22,21:43,Esporte & Lazer,PROD-0203,235.35,1,235.35,34.72,MA,Entregue,5.0
PED-003700,2023-11-30,06:12,Esporte & Lazer,PROD-0023,259.27,1,259.27,30.18,MA,Entregue,4.0
PED-003701,2023-04-28,17:02,Esporte & Lazer,PROD-0404,128.53,1,128.53,37.87,BA,Em trânsito,
PED-003702,2023-03-19,18:41,Eletrônicos,PROD-0226,444.79,1,444.79,39.18,CE,Entregue,5.0
PED-003703,2023-09-05,11:38,Esporte & Lazer,PROD-0443,211.28,1,211.28,36.45,RJ,Entregue,5.0
PED-003704,2023-11-25,09:31,Acessórios,PROD-0095,80.5,3,241.49,9.0,CE,Devolvido,
PED-003705,2024-11-07,08:01,Infantil,PROD-0172,108.53,1,108.53,38.57,BA,Em trânsito,
PED-003706,2024-07-06,07:14,Eletrônicos,PROD-0137,478.21,1,478.21,43.13,BA,Em trânsito,
PED-003707,2023-01-14,22:33,Casa & Decoração,PROD-0178,60.41,1,60.41,41.61,SP,Entregue,5.0
PED-003708,2023-03-25,15:59,Esporte & Lazer,PROD-0057,17.9,1,17.9,17.43,PE,Devolvido,
PED-003709,2024-10-13,10:08,Infantil,PROD-0333,79.63,1,79.63,24.65,PE,Entregue,5.0
PED-003710,2024-08-28,20:31,Casa & Decoração,PROD-0078,275.81,1,275.81,39.34,RJ,Entregue,5.0
PED-003711,2023-01-06,11:53,Moda Feminina,PROD-0097,73.41,1,73.41,39.7,PB,Entregue,5.0
PED-003712,2023-08-25,01:14,Moda Masculina,PROD-0150,214.55,1,214.55,25.66,SP,Entregue,5.0
PED-003713,2023-10-26,09:43,Eletrônicos,PROD-0011,557.6,2,1115.2,14.09,PB,Entregue,5.0
PED-003714,2023-02-21,14:50,Esporte & Lazer,PROD-0252,216.25,1,216.25,16.99,CE,Entregue,2.0
PED-003715,2023-12-19,11:36,Eletrônicos,PROD-0484,622.91,2,1245.83,34.58,PR,Entregue,4.0
PED-003716,2023-10-22,10:03,Eletrônicos,PROD-0457,756.35,1,756.35,43.9,SP,Em trânsito,
PED-003717,2023-12-30,02:32,Moda Feminina,PROD-0486,161.62,1,161.62,8.21,CE,Devolvido,
PED-003718,2024-04-13,15:37,Infantil,PROD-0420,130.49,1,130.49,36.65,PE,Entregue,4.0
PED-003719,2023-05-27,20:07,Eletrônicos,PROD-0467,394.82,1,394.82,13.59,CE,Devolvido,
PED-003720,2024-10-08,16:49,Beleza & Saúde,PROD-0080,94.79,1,94.79,13.92,RJ,Entregue,3.0
PED-003721,2023-05-10,13:19,Casa & Decoração,PROD-0282,266.95,1,266.95,19.1,CE,Entregue,3.0
PED-003722,2023-11-28,15:16,Eletrônicos,PROD-0259,311.08,1,311.08,25.31,RN,Entregue,2.0
PED-003723,2023-12-29,15:46,Casa & Decoração,PROD-0091,144.52,1,144.52,25.88,CE,Entregue,5.0
PED-003724,2024-04-30,09:40,Beleza & Saúde,PROD-0047,123.03,1,123.03,24.89,SP,Entregue,5.0
PED-003725,2024-06-30,19:58,Casa & Decoração,PROD-0077,286.86,2,573.73,,PI,Entregue,4.0
PED-003726,2023-03-15,16:26,Moda Feminina,PROD-0031,63.59,1,63.59,14.89,CE,Entregue,5.0
PED-003727,2023-06-22,19:20,Eletrônicos,PROD-0450,450.13,1,450.13,9.58,RS,Entregue,5.0
PED-003728,2024-10-24,11:29,Esporte & Lazer,PROD-0290,108.32,1,108.32,41.61,SE,Em trânsito,
PED-003729,2023-05-19,08:42,Casa & Decoração,PROD-0054,257.86,1,257.86,19.63,SE,Entregue,4.0
PED-003730,2024-10-16,10:37,Moda Feminina,PROD-0337,205.33,2,410.65,16.12,RS,Em trânsito,
PED-003731,2024-04-08,10:26,Eletrônicos,PROD-0117,306.51,3,919.52,39.83,MA,Entregue,4.0
PED-003732,2024-05-01,18:51,Moda Masculina,PROD-0119,83.79,1,83.79,35.23,SP,Cancelado,
PED-003733,2024-05-22,07:06,Moda Masculina,PROD-0413,63.2,1,63.2,26.22,CE,Cancelado,
PED-003734,2023-01-22,10:49,Beleza & Saúde,PROD-0091,80.28,2,160.55,7.65,MG,Entregue,3.0
PED-003735,2024-02-18,11:20,Acessórios,PROD-0117,24.0,1,24.0,20.74,RJ,Devolvido,
PED-003736,2023-11-30,21:06,Eletrônicos,PROD-0234,489.19,1,489.19,25.3,MG,Entregue,5.0
PED-003737,2023-10-14,17:39,Moda Masculina,PROD-0413,109.36,2,218.72,16.19,GO,Devolvido,
PED-003738,2024-09-05,21:23,Moda Masculina,PROD-0054,125.92,2,251.84,,PA,Devolvido,
PED-003739,2023-11-29,10:45,Beleza & Saúde,PROD-0032,27.06,3,81.17,34.38,CE,Entregue,5.0
PED-003740,2023-04-02,09:04,Casa & Decoração,PROD-0378,279.77,1,279.77,9.81,RJ,Entregue,5.0
PED-003741,2024-10-20,13:49,Infantil,PROD-0092,34.42,1,34.42,24.17,SE,Em trânsito,
PED-003742,2023-01-25,17:21,Moda Masculina,PROD-0486,91.45,3,274.35,28.55,CE,Devolvido,
PED-003743,2024-04-12,15:44,Eletrônicos,PROD-0026,643.24,1,643.24,31.34,RJ,Devolvido,
PED-003744,2024-02-15,09:02,Acessórios,PROD-0395,95.64,2,191.27,13.65,BA,Entregue,3.0
PED-003745,2024-07-22,15:04,Eletrônicos,PROD-0258,521.24,2,1042.47,7.97,RJ,Entregue,5.0
PED-003746,2024-04-09,14:48,Moda Feminina,PROD-0169,184.71,1,184.71,22.51,SP,Em trânsito,
PED-003747,2024-11-19,08:03,Eletrônicos,PROD-0176,546.42,1,546.42,21.48,PE,Entregue,5.0
PED-003748,2023-01-03,04:18,Eletrônicos,PROD-0205,217.2,1,217.2,39.12,PE,Entregue,4.0
PED-003749,2024-10-28,07:54,Eletrônicos,PROD-0451,393.41,2,786.82,27.94,CE,Em trânsito,
PED-003750,2023-05-16,14:34,Acessórios,PROD-0251,15.0,1,15.0,34.29,SP,Devolvido,
PED-003751,2024-04-08,18:14,Casa & Decoração,PROD-0185,227.42,1,227.42,37.08,SP,Entregue,1.0
PED-003752,2024-01-12,01:00,Esporte & Lazer,PROD-0051,151.5,1,151.5,27.95,SP,Entregue,5.0
PED-003753,2023-03-09,13:58,Moda Feminina,PROD-0255,179.51,2,359.02,28.89,MG,Em trânsito,
PED-003754,2024-05-09,19:58,Casa & Decoração,PROD-0265,307.04,1,307.04,9.94,MG,Devolvido,
PED-003755,2023-06-28,11:45,Moda Feminina,PROD-0075,148.48,1,148.48,27.44,RJ,Entregue,5.0
PED-003756,2023-06-24,20:11,Esporte & Lazer,PROD-0048,191.01,1,191.01,21.53,SP,Entregue,5.0
PED-003757,2024-04-29,16:23,Casa & Decoração,PROD-0153,355.48,1,355.48,37.57,SP,Em trânsito,
PED-003758,2023-08-12,14:33,Moda Masculina,PROD-0061,144.73,1,144.73,28.12,RS,Entregue,1.0
PED-003759,2023-07-11,17:56,Casa & Decoração,PROD-0152,210.66,1,210.66,44.02,RJ,Em trânsito,
PED-003760,2023-06-21,12:53,Eletrônicos,PROD-0450,215.42,1,215.42,32.21,MG,Entregue,5.0
PED-003761,2024-04-12,03:52,Infantil,PROD-0168,124.03,1,124.03,20.54,SP,Entregue,5.0
PED-003762,2023-05-26,15:26,Eletrônicos,PROD-0310,698.18,1,698.18,9.43,BA,Em trânsito,
PED-003763,2023-03-21,16:26,Casa & Decoração,PROD-0292,228.71,2,457.42,41.7,RJ,Entregue,5.0
PED-003764,2024-04-27,13:24,Acessórios,PROD-0353,51.88,1,51.88,41.78,CE,Entregue,1.0
PED-003765,2024-12-18,12:49,Moda Feminina,PROD-0134,148.82,1,148.82,9.06,MG,Entregue,5.0
PED-003766,2023-12-11,15:25,Moda Masculina,PROD-0417,191.64,1,191.64,15.31,BA,Entregue,3.0
PED-003767,2024-10-24,18:36,Moda Masculina,PROD-0356,189.34,1,189.34,11.37,CE,Cancelado,
PED-003768,2023-11-17,07:49,Eletrônicos,PROD-0482,743.76,1,743.76,38.92,RJ,Entregue,4.0
PED-003769,2023-11-28,03:38,Esporte & Lazer,PROD-0252,279.07,2,558.15,32.06,CE,Cancelado,
PED-003770,2023-06-06,06:46,Esporte & Lazer,PROD-0208,311.98,2,623.96,39.21,CE,Entregue,5.0
PED-003771,2023-04-14,10:51,Moda Feminina,PROD-0338,80.74,1,80.74,6.56,MG,Em trânsito,
PED-003772,2024-08-19,18:01,Eletrônicos,PROD-0404,614.48,1,614.48,10.14,MG,Entregue,4.0
PED-003773,2024-04-28,06:16,Eletrônicos,PROD-0028,519.61,1,519.61,43.25,CE,Entregue,4.0
PED-003774,2024-01-30,16:57,Casa & Decoração,PROD-0330,221.36,1,221.36,9.02,MG,Entregue,3.0
PED-003775,2024-04-16,18:30,Casa & Decoração,PROD-0355,243.16,1,243.16,8.03,CE,Cancelado,
PED-003776,2024-06-03,16:39,Eletrônicos,PROD-0329,700.32,1,700.32,28.1,PA,Entregue,5.0
PED-003777,2023-02-25,09:47,Infantil,PROD-0047,95.33,2,190.66,15.11,PA,Entregue,5.0
PED-003778,2023-09-20,16:52,Moda Masculina,PROD-0331,110.56,2,221.13,34.15,PE,Devolvido,
PED-003779,2024-09-17,19:40,Eletrônicos,PROD-0497,584.81,2,1169.61,6.34,RS,Entregue,5.0
PED-003780,2024-12-14,19:35,Acessórios,PROD-0249,23.28,1,23.28,15.38,SP,Entregue,5.0
PED-003781,2024-06-20,06:14,Moda Masculina,PROD-0460,257.09,1,257.09,17.59,CE,Entregue,4.0
PED-003782,2024-05-13,09:44,Eletrônicos,PROD-0036,663.23,1,663.23,40.3,PE,Cancelado,
PED-003783,2024-04-12,20:55,Moda Feminina,PROD-0357,165.75,1,165.75,23.95,SP,Entregue,3.0
PED-003784,2024-12-18,12:07,Eletrônicos,PROD-0171,685.02,1,685.02,6.56,CE,Entregue,5.0
PED-003785,2024-01-28,14:17,Moda Feminina,PROD-0135,81.92,1,81.92,37.4,RJ,Em trânsito,
PED-003786,2023-04-30,09:49,Moda Masculina,PROD-0476,153.18,1,153.18,38.33,CE,Entregue,5.0
PED-003787,2023-02-26,20:35,Acessórios,PROD-0106,82.37,1,82.37,35.59,RS,Entregue,3.0
PED-003788,2024-04-20,03:42,Eletrônicos,PROD-0255,632.82,1,632.82,43.87,PE,Devolvido,
PED-003789,2023-06-18,15:12,Moda Feminina,PROD-0315,40.45,1,40.45,38.05,CE,Entregue,4.0
PED-003790,2024-03-28,16:09,Casa & Decoração,PROD-0124,236.3,1,236.3,29.98,SP,Em trânsito,
PED-003791,2023-05-03,11:55,Moda Feminina,PROD-0215,70.22,3,210.67,22.65,RN,Entregue,4.0
PED-003792,2024-01-06,16:58,Esporte & Lazer,PROD-0458,192.86,2,385.73,29.25,CE,Devolvido,
PED-003793,2023-12-23,20:50,Beleza & Saúde,PROD-0204,118.97,1,118.97,,MA,Cancelado,
PED-003794,2023-04-23,11:51,Eletrônicos,PROD-0109,620.96,1,620.96,35.18,PA,Em trânsito,
PED-003795,2023-10-02,06:53,Moda Feminina,PROD-0323,30.2,1,30.2,13.5,CE,Entregue,3.0
PED-003796,2024-11-17,11:11,Moda Masculina,PROD-0182,123.87,1,123.87,16.6,BA,Cancelado,
PED-003797,2023-02-14,18:20,Eletrônicos,PROD-0124,633.58,2,1267.16,7.01,MG,Entregue,4.0
PED-003798,2024-08-16,17:30,Casa & Decoração,PROD-0444,128.65,1,128.65,38.31,MG,Entregue,5.0
PED-003799,2023-11-08,17:54,Moda Feminina,PROD-0025,135.1,2,270.19,28.85,CE,Cancelado,
PED-003800,2023-12-20,16:08,Moda Feminina,PROD-0395,58.62,1,58.62,5.04,MG,Entregue,3.0
PED-003801,2024-05-23,13:12,Moda Feminina,PROD-0104,99.11,1,99.11,13.82,PB,Entregue,5.0
PED-003802,2024-02-01,18:29,Eletrônicos,PROD-0052,448.54,1,448.54,26.63,SP,Entregue,4.0
PED-003803,2024-12-23,17:59,Beleza & Saúde,PROD-0184,42.0,1,42.0,10.6,RJ,Entregue,5.0
PED-003804,2024-06-16,17:32,Beleza & Saúde,PROD-0089,38.45,1,38.45,8.16,RS,Entregue,4.0
PED-003805,2024-05-12,10:08,Moda Feminina,PROD-0140,180.43 ,1,180.43,17.04,PE,Cancelado,
PED-003806,2023-11-14,15:32,Beleza & Saúde,PROD-0010,114.22,1,114.22,32.93,CE,Devolvido,
PED-003807,2024-11-25,16:24,Beleza & Saúde,PROD-0434,94.86,2,189.72,32.13,CE,Em trânsito,
PED-003808,2024-05-16,09:39,Casa & Decoração,PROD-0006,200.82,1,200.82,36.55,SP,Entregue,5.0
PED-003809,2024-04-02,09:31,Moda Feminina,PROD-0011,121.26,1,121.26,17.14,SP,Entregue,1.0
PED-003810,2023-04-16,08:28,Casa & Decoração,PROD-0103,250.05,3,750.15,35.26,PB,Entregue,5.0
PED-003811,2024-02-14,06:21,Eletrônicos,PROD-0447,467.85,1,467.85,22.39,CE,Entregue,4.0
PED-003812,2024-03-11,12:28,Eletrônicos,PROD-0078,476.76,2,953.51,13.25,SP,Entregue,4.0
PED-003813,2023-02-05,14:33,Esporte & Lazer,PROD-0417,204.87,2,409.73,23.89,RJ,Entregue,5.0
PED-003814,2023-02-04,06:19,Eletrônicos,PROD-0244,350.81,1,350.81,33.22,RN,Entregue,5.0
PED-003815,2024-12-15,18:56,Casa & Decoração,PROD-0144,123.41,1,123.41,36.31,SP,Entregue,5.0
PED-003816,2023-06-11,11:01,Casa & Decoração,PROD-0320,263.42,1,263.42,30.3,MG,Entregue,5.0
PED-003817,2024-02-25,18:27,Infantil,PROD-0077,143.02,1,143.02,13.52,PA,Em trânsito,
PED-003818,2023-09-13,13:16,Infantil,PROD-0071,81.43,1,81.43,14.88,BA,Entregue,5.0
PED-003819,2023-11-10,21:59,Eletrônicos,PROD-0417,347.3,1,347.3,20.85,MG,Cancelado,
PED-003820,2023-06-03,20:16,Infantil,PROD-0342,42.38,1,42.38,29.71,CE,Devolvido,
PED-003821,2024-06-20,08:05,Infantil,PROD-0386,88.66,1,88.66,25.89,MA,Entregue,5.0
PED-003822,2023-03-14,08:21,Casa & Decoração,PROD-0307,164.42,1,164.42,11.77,CE,Devolvido,
PED-003823,2024-03-29,10:27,Moda Feminina,PROD-0193,145.28,1,145.28,21.66,PA,Entregue,5.0
PED-003824,2023-06-08,12:55,Eletrônicos,PROD-0083,486.37,1,486.37,6.08,SP,Entregue,5.0
PED-003825,2023-11-09,13:25,Infantil,PROD-0361,170.21,1,170.21,13.71,PB,Entregue,2.0
PED-003826,2024-05-07,17:13,Eletrônicos,PROD-0467,475.79,1,475.79,34.11,RJ,Entregue,4.0
PED-003827,2023-07-09,11:47,Moda Feminina,PROD-0328,78.74,1,78.74,31.68,SP,Entregue,5.0
PED-003828,2024-02-27,17:50,Moda Feminina,PROD-0082,124.51,1,124.51,44.01,RS,Devolvido,
PED-003829,2023-10-14,18:37,Casa & Decoração,PROD-0259,93.51,1,93.51,38.25,GO,Entregue,5.0
PED-003830,2023-03-17,15:44,Infantil,PROD-0494,101.8,1,101.8,,RJ,Entregue,5.0
PED-003831,2023-04-03,16:18,Infantil,PROD-0137,15.0,1,15.0,25.13,MG,Devolvido,
PED-003832,2024-06-17,06:24,Infantil,PROD-0201,108.06,1,108.06,18.9,SP,Devolvido,
PED-003833,2024-09-22,09:54,Beleza & Saúde,PROD-0182,47.46,1,47.46,15.51,RS,Entregue,1.0
PED-003834,2023-05-12,13:46,Eletrônicos,PROD-0004,408.52,1,408.52,35.65,RJ,Em trânsito,
PED-003835,2023-04-27,12:37,Eletrônicos,PROD-0016,745.92,1,745.92,24.66,CE,Entregue,4.0
PED-003836,2024-02-14,11:15,Esporte & Lazer,PROD-0354,192.34,2,384.69,42.81,CE,Cancelado,
PED-003837,2023-05-21,21:20,Moda Masculina,PROD-0290,136.75,1,136.75,26.8,CE,Entregue,4.0
PED-003838,2024-03-01,09:35,Eletrônicos,PROD-0436,395.46,1,395.46,6.92,BA,Entregue,5.0
PED-003839,2023-02-10,06:52,Eletrônicos,PROD-0007,460.46,1,460.46,35.56,CE,Devolvido,
PED-003840,2024-01-18,14:02,Casa & Decoração,PROD-0258,183.81,1,183.81,43.34,MG,Entregue,4.0
PED-003841,2023-03-29,11:33,Casa & Decoração,PROD-0384,243.46,1,243.46,21.47,CE,Entregue,2.0
PED-003842,2024-02-04,12:42,Beleza & Saúde,PROD-0132,105.67,1,105.67,39.09,CE,Entregue,4.0
PED-003843,2024-09-21,13:25,Infantil,PROD-0489,120.68,2,241.37,27.08,MA,Em trânsito,
PED-003844,2024-01-10,23:43,Beleza & Saúde,PROD-0124,47.14,3,141.43,7.76,PE,Entregue,5.0
PED-003845,2024-07-25,09:24,Eletrônicos,PROD-0118,471.53,1,471.53,33.04,BA,Em trânsito,
PED-003846,2023-02-23,10:41,Moda Feminina,PROD-0223,81.11,1,81.11,37.05,RN,Entregue,5.0
PED-003847,2023-03-08,07:21,Acessórios,PROD-0030,28.88,2,57.75,17.29,SP,Devolvido,
PED-003848,2024-01-14,12:31,Beleza & Saúde,PROD-0347,26.39,1,26.39,26.8,RJ,Entregue,4.0
PED-003849,2024-09-29,12:06,Infantil,PROD-0375,72.1,1,72.1,28.94,SP,Entregue,3.0
PED-003850,2024-12-30,16:57,Eletrônicos,PROD-0445,356.64,2,713.28,30.0,CE,Devolvido,
PED-003851,2024-08-21,11:53,Eletrônicos,PROD-0298,567.53,2,1135.07,17.57,RS,Devolvido,
PED-003852,2024-12-10,14:17,Moda Masculina,PROD-0012,205.74,1,205.74,32.54,MG,Entregue,5.0
PED-003853,2024-11-14,12:33,Moda Masculina,PROD-0416,61.35,1,61.35,42.89,PR,Cancelado,
PED-003854,2024-04-10,09:55,Moda Feminina,PROD-0272,191.95,1,191.95,30.73,BA,Em trânsito,
PED-003855,2023-03-24,11:27,Moda Feminina,PROD-0207,179.9 ,1,179.9,39.91,BA,Entregue,5.0
PED-003856,2023-08-09,15:05,Eletrônicos,PROD-0395,674.94,1,674.94,13.25,BA,Em trânsito,
PED-003857,2024-08-14,13:33,Eletrônicos,PROD-0405,187.56,1,187.56,9.37,PE,Em trânsito,
PED-003858,2023-03-24,16:30,Eletrônicos,PROD-0325,742.16,1,742.16,9.31,CE,Devolvido,
PED-003859,2024-08-11,20:39,Eletrônicos,PROD-0421,407.14,1,407.14,,BA,Devolvido,
PED-003860,2023-10-17,18:03,Eletrônicos,PROD-0444,513.75,1,513.75,37.54,CE,Entregue,5.0
PED-003861,2023-07-06,12:26,Casa & Decoração,PROD-0092,63.51,1,63.51,37.39,RJ,Entregue,3.0
PED-003862,2024-01-24,20:31,Moda Masculina,PROD-0257,162.66,1,162.66,21.82,MG,Entregue,4.0
PED-003863,2023-03-15,17:56,Moda Feminina,PROD-0190,57.78,1,57.78,9.82,RJ,Em trânsito,
PED-003864,2024-03-08,15:40,Eletrônicos,PROD-0485,363.78,2,727.56,29.75,PA,Entregue,2.0
PED-003865,2024-07-10,09:43,Beleza & Saúde,PROD-0014,78.95,1,78.95,16.03,PA,Devolvido,
PED-003866,2024-05-14,16:22,Moda Feminina,PROD-0085,165.06,1,165.06,18.89,RJ,Devolvido,
PED-003867,2024-07-15,11:12,Moda Feminina,PROD-0410,67.87,1,67.87,26.36,SP,Devolvido,
PED-003868,2023-12-10,15:09,Moda Feminina,PROD-0407,172.47,1,172.47,20.39,CE,Entregue,1.0
PED-003869,2023-12-21,16:39,Infantil,PROD-0002,83.88,1,83.88,31.33,BA,Entregue,2.0
PED-003870,2023-08-04,20:09,Moda Feminina,PROD-0089,142.32,1,142.32,38.92,SP,Em trânsito,
PED-003871,2023-03-11,20:01,Moda Masculina,PROD-0457,15.0,1,15.0,37.14,PA,Entregue,5.0
PED-003872,2024-11-17,14:51,Eletrônicos,PROD-0076,736.05,1,736.05,24.34,SP,Devolvido,
PED-003873,2023-08-29,05:24,Esporte & Lazer,PROD-0370,251.87,1,251.87,31.97,MG,Entregue,5.0
PED-003874,2023-04-09,12:26,Eletrônicos,PROD-0084,427.1,1,427.1,21.31,PR,Entregue,4.0
